beta,tau_r,r_max,c_max,k_c,l2,l3,t1,t2,f0,t_hold,t_switch,k1,k2,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.08,10,550.0,350.0,0.002,1450.0,1200.0,20,55,0.15,8,35,0.04,0.3,9039.405526114371,117.00117148695784,115.62493581760631,112.06446535324588,4.438746799307247,752.5755931969741,15362.368043110293
0.075,8,450.0,350.0,0.002,1450.0,1150.0,25,55,0.15,8,38,0.05,0.25,8340.361860357283,116.26741290512362,115.3478957403574,112.9606112650167,4.159093307758366,838.0062085175973,15362.45105613189
0.08,8,450.0,400.0,0.002,1500.0,1100.0,20,55,0.15,10,32,0.05,0.3,9252.752411994632,117.97723932663027,116.23970531210978,111.75677251746681,4.357271989522715,718.5947815692546,15362.833292054567
0.075,8,550.0,350.0,0.002,1500.0,1200.0,25,60,0.15,8,38,0.04,0.3,8527.781010401155,116.60606404088162,116.14774813854834,112.74194441330586,4.159093307758366,807.6924567952292,15363.23244964609
0.075,10,550.0,350.0,0.003,1450.0,1200.0,25,60,0.16,10,32,0.05,0.25,8555.584532547586,116.06348169149994,115.6573246069349,112.70466729663237,4.312100358623572,810.9363940763725,15363.589724212525
0.08,10,550.0,400.0,0.002,1500.0,1200.0,25,55,0.15,8,38,0.04,0.3,9337.834485392772,117.8412845872155,116.11659150079916,111.64943965543998,4.357271989522715,710.6466842102882,15364.875225688638
0.075,8,550.0,350.0,0.003,1500.0,1150.0,20,55,0.16,10,38,0.05,0.25,8995.152001279033,117.54950820974646,116.03423436611402,112.11294043615295,4.312100358623572,752.4984129366728,15365.9136175903
0.075,8,550.0,350.0,0.003,1500.0,1150.0,25,60,0.15,8,38,0.04,0.3,8679.234746946126,117.06161474322761,116.52052844484743,112.5424255065204,4.159360552883373,785.5446234273616,15366.285478193826
0.075,8,450.0,400.0,0.002,1450.0,1200.0,25,55,0.16,8,38,0.05,0.25,8357.415564008623,116.05888734461729,115.18469631599638,112.94230587213444,4.235486528810051,838.5860020879325,15366.652748263654
0.08,8,550.0,350.0,0.002,1450.0,1150.0,20,55,0.15,10,35,0.04,0.3,9479.864667565209,117.82652933119083,116.05869951080115,111.46297753124597,4.438746799307247,694.9747781483262,15367.031990685526
0.08,10,550.0,400.0,0.003,1450.0,1200.0,20,55,0.15,10,35,0.04,0.25,9243.693902264395,117.27263278747662,115.72159023219965,111.78626803143959,4.357598085277048,727.8647889322935,15367.367906900856
0.08,8,550.0,350.0,0.003,1450.0,1200.0,25,55,0.16,8,35,0.05,0.3,8854.868170477566,116.66128987133216,115.42443516845239,112.31116862697357,4.602148995577027,777.8987344930345,15368.152548077293
0.075,8,550.0,350.0,0.003,1500.0,1200.0,25,60,0.15,10,38,0.05,0.3,8356.637093415318,116.3516787828074,115.94156659132018,112.95903755892722,4.159360552883373,831.1886473314933,15369.30367733451
0.075,10,450.0,400.0,0.002,1450.0,1100.0,25,55,0.16,10,35,0.05,0.3,9234.402996355398,117.60714558137948,115.99319687005979,111.80266396214517,4.235486528810051,725.1388365672386,15370.193626750302
0.08,10,550.0,350.0,0.002,1500.0,1150.0,20,55,0.15,10,35,0.05,0.3,9387.723228102019,117.97719773773653,116.20172747715112,111.5883900558211,4.438746799307247,704.1614140926282,15370.569996254506
0.075,8,450.0,400.0,0.003,1450.0,1150.0,25,55,0.16,10,32,0.05,0.3,8646.684473305058,116.41026014943533,115.31116611558643,112.57897577943427,4.235792064029176,803.9028417682507,15372.12848299924
0.08,8,550.0,350.0,0.003,1450.0,1100.0,20,60,0.16,10,32,0.05,0.25,9369.26807581483,117.60607048617051,116.89074925949926,111.6318708173333,4.602148995577027,700.8849343281262,15372.365137658022
0.08,10,550.0,350.0,0.003,1450.0,1150.0,25,60,0.16,8,32,0.05,0.3,9018.678600446116,116.89729251972736,116.32227753732643,112.11775336290056,4.602148995577027,749.9073248411157,15372.538425852814
0.08,8,450.0,400.0,0.002,1450.0,1100.0,20,60,0.15,8,32,0.04,0.3,8979.99818102572,117.31306750958262,116.69855623131593,112.15989573829088,4.357271989522715,748.8405063829046,15372.5987988995
0.075,10,450.0,400.0,0.002,1500.0,1150.0,20,60,0.15,10,32,0.05,0.25,8402.219844116766,116.63554574099011,116.19069917453882,112.90860885731011,4.082801566255534,822.9306094015119,15373.32613519928
0.08,8,450.0,400.0,0.002,1450.0,1200.0,25,60,0.15,8,32,0.05,0.3,8245.826460530705,115.86150966835022,115.5264142000796,113.10362215194777,4.357271989522715,849.8422381632492,15374.34586690903
0.08,8,550.0,350.0,0.003,1450.0,1100.0,20,60,0.15,10,32,0.04,0.25,9353.440471819114,117.63130629821316,116.91570034348283,111.65382034720407,4.439032244812657,702.4939670734859,15374.84919998941
0.08,8,450.0,400.0,0.003,1450.0,1100.0,25,55,0.15,8,38,0.05,0.25,9016.70214608785,117.62840282906976,116.06563472780104,112.09059856385892,4.357598085277048,750.8054976498147,15375.716874086309
0.075,8,450.0,400.0,0.002,1500.0,1150.0,20,60,0.15,10,35,0.05,0.3,8397.05735326828,116.64736131795642,116.20197779633438,112.91814094429444,4.082801566255534,823.6900464904797,15375.938890010162
0.075,10,550.0,400.0,0.002,1500.0,1200.0,25,60,0.15,10,38,0.04,0.25,8916.560838598527,117.06634476112357,116.49658698736394,112.25213456274558,4.082801566255534,759.0990922465637,15375.994474966232
0.08,10,550.0,350.0,0.002,1450.0,1100.0,25,60,0.15,8,35,0.04,0.3,9544.577520305624,117.8675607427218,117.09923363815089,111.39048789032881,4.438746799307247,677.3326291303943,15376.057600391909
0.08,8,550.0,400.0,0.002,1500.0,1150.0,20,60,0.16,8,35,0.04,0.3,9457.458650012739,117.8359867905561,117.08335223309254,111.51172051395396,4.520326351385884,688.0424395968321,15377.159259587026
0.08,10,550.0,400.0,0.003,1500.0,1200.0,20,60,0.16,8,35,0.05,0.25,8830.88759177322,116.92940529386844,116.3769635928694,112.36413111097346,4.520652702501038,771.7272216353645,15377.735898994542
0.08,8,550.0,350.0,0.002,1450.0,1200.0,20,55,0.16,8,32,0.04,0.3,9111.048767985572,116.91987806311069,115.54506892567329,111.9934788457659,4.601863326630906,747.1841032978125,15378.069381085284
0.08,8,450.0,400.0,0.003,1450.0,1150.0,25,55,0.15,8,35,0.05,0.3,8661.824187395137,116.66926306162392,115.48928447351473,112.56578772290477,4.357598085277048,800.8010127539494,15378.095568520463
0.075,10,450.0,400.0,0.002,1450.0,1100.0,25,60,0.15,10,38,0.05,0.25,8817.34325915455,117.21486861656128,116.6420958781601,112.38000337558181,4.082801566255534,768.9015713735694,15378.250226526587
0.08,10,550.0,350.0,0.003,1450.0,1150.0,25,55,0.16,8,35,0.05,0.3,9305.890048575739,117.49960415906489,115.87182928820796,111.72111352966843,4.602148995577027,720.1069334871131,15380.22745355998
0.075,10,450.0,400.0,0.002,1500.0,1150.0,25,55,0.15,10,35,0.05,0.3,8738.902136003051,116.95838976847546,115.70466596799997,112.47391010981691,4.082801566255534,788.6606100909269,15380.434114348658
0.075,8,550.0,400.0,0.003,1500.0,1150.0,20,60,0.16,10,35,0.04,0.25,9099.784760493187,117.39981461552054,116.75362133658261,112.0055593060324,4.235792064029176,734.9761173733577,15380.58953823119
0.075,10,550.0,350.0,0.002,1500.0,1150.0,25,55,0.15,10,35,0.04,0.25,9252.376277650024,117.77072949906207,116.12132073262612,111.79058047985613,4.159093307758366,722.3496389664724,15381.383059311505
0.075,8,550.0,350.0,0.003,1500.0,1200.0,25,60,0.15,8,35,0.04,0.25,8376.759898348628,116.33892283508902,115.9298022279443,112.94968824659965,4.159360552883373,830.4402553843471,15381.775472501298
0.08,10,550.0,400.0,0.003,1450.0,1100.0,20,60,0.16,10,32,0.04,0.3,9848.655838788454,117.85880602638527,117.03071981037014,110.9675036879038,4.520652702501038,643.7852026260649,15381.848731133497
0.075,8,450.0,400.0,0.003,1500.0,1200.0,20,60,0.15,8,35,0.05,0.25,7834.495716816098,115.66534353778113,115.40555824501203,113.60078954351573,4.083106877036413,899.9597281351001,15382.447903827902
0.08,8,550.0,400.0,0.003,1500.0,1100.0,25,60,0.16,10,35,0.05,0.3,9622.034931519154,118.21187533403153,117.37767407598388,111.26827312654103,4.520652702501038,665.0529712019178,15382.962405889397
0.08,8,550.0,350.0,0.002,1500.0,1200.0,20,55,0.16,8,35,0.05,0.3,8954.794262113275,117.16383329437073,115.78014119884696,112.20184293885643,4.601863326630906,763.0644180815398,15383.051620645867
0.075,10,550.0,350.0,0.003,1500.0,1100.0,20,55,0.16,10,38,0.05,0.25,9401.561679302473,118.35018911222627,116.46550965324236,111.5685743749404,4.312100358623572,699.8353194067183,15383.10514718006
0.075,8,450.0,400.0,0.002,1500.0,1150.0,20,60,0.16,8,35,0.05,0.3,8386.867677541,116.67704938979594,116.23123894982857,112.94426108106195,4.235486528810051,825.7733639324067,15385.422704663222
0.075,10,550.0,350.0,0.003,1450.0,1200.0,25,60,0.15,10,32,0.04,0.25,8564.002491998514,116.08121171837887,115.67494339552294,112.72061184933787,4.159360552883373,812.1985816425713,15386.075522990202
0.08,8,550.0,350.0,0.003,1500.0,1100.0,25,60,0.16,8,32,0.05,0.25,9202.086005498924,117.87749141061721,117.15751217997263,111.86456743097287,4.602148995577027,718.0362489172278,15386.518418099575
0.075,10,450.0,400.0,0.003,1450.0,1150.0,20,55,0.15,10,38,0.05,0.25,8534.185749939305,116.57605428562037,115.4858010007633,112.7385280961337,4.083106877036413,816.5269923168678,15386.768001473345
0.075,10,450.0,350.0,0.003,1450.0,1200.0,20,55,0.15,8,32,0.05,0.3,7832.222274426995,115.00113651156448,114.56048500733505,113.58453094289666,4.159360552883373,909.111348123407,15386.91363715362
0.075,8,450.0,400.0,0.002,1450.0,1200.0,20,60,0.15,10,38,0.05,0.3,8155.606681201563,115.81879336959611,115.50561501086949,113.22933652550826,4.082801566255534,861.8618910500898,15388.411164483921
0.075,8,450.0,350.0,0.003,1500.0,1150.0,20,55,0.15,8,32,0.05,0.25,8136.005403531382,116.01311117096238,115.21028322418492,113.2369149942745,4.159360552883373,866.8177652302456,15388.461205013324
0.08,8,550.0,400.0,0.002,1450.0,1200.0,20,60,0.16,10,32,0.04,0.25,9305.869053056369,116.8512939240301,116.2450017787221,111.76252507448982,4.520326351385884,719.0222761301454,15388.470159217319
0.075,8,450.0,400.0,0.002,1450.0,1150.0,20,55,0.15,10,35,0.04,0.25,8802.148023309337,116.86756459632981,115.62601723676376,112.40540947608548,4.082801566255534,783.3270840709845,15389.388466573702
0.08,8,550.0,350.0,0.002,1450.0,1200.0,25,60,0.15,10,35,0.05,0.3,8819.603901633927,116.49904130502657,116.01147445765794,112.40672116905188,4.438746799307247,778.8414773035787,15389.631136978685
0.075,10,450.0,400.0,0.003,1450.0,1100.0,20,60,0.16,8,38,0.05,0.3,8602.63316292087,116.97504217019384,116.45557449044504,112.66992016357499,4.235792064029176,798.3647859128141,15390.27905236817
0.075,10,450.0,400.0,0.002,1500.0,1200.0,25,55,0.16,8,32,0.05,0.3,8367.7438441437,116.09611271211783,115.20602298073484,112.95874816772228,4.235486528810051,839.9101194561331,15390.519273425563
0.075,8,450.0,350.0,0.002,1450.0,1200.0,25,60,0.15,8,32,0.05,0.3,7815.419695328961,115.2611502531156,115.06043611425348,113.63520637555385,4.159093307758366,906.7548913447281,15391.675866056023
0.075,8,550.0,400.0,0.003,1500.0,1200.0,25,60,0.15,10,38,0.04,0.25,8716.03209079452,116.8076696254131,116.29312023536527,112.52871743519911,4.083106877036413,787.3299305630419,15391.757877213686
0.08,10,550.0,350.0,0.003,1500.0,1200.0,20,60,0.15,8,32,0.05,0.25,8445.823850036199,116.49966829443588,116.06021881328384,112.87690971436714,4.439032244812657,822.3083338609586,15391.94095013947
0.075,10,450.0,400.0,0.002,1500.0,1200.0,25,60,0.15,8,35,0.05,0.3,8062.372957843759,115.95371031339283,115.63836212198252,113.34847397668659,4.082801566255534,871.6165566412374,15392.101576809071
0.08,10,550.0,350.0,0.003,1500.0,1100.0,25,55,0.15,8,32,0.04,0.25,9635.689175643247,118.48342151123025,116.45692653387707,111.25327571782053,4.439032244812657,673.4219541712521,15392.454061658058
0.08,8,550.0,350.0,0.002,1450.0,1100.0,20,60,0.16,10,35,0.05,0.3,9568.356987103469,117.85885339004074,117.09063101144056,111.382962339619,4.601863326630906,676.7911197019919,15392.700095882721
0.075,10,450.0,400.0,0.002,1500.0,1100.0,20,55,0.16,10,32,0.05,0.25,9155.474559080536,117.75884708945917,116.14071531634059,111.93390820222126,4.235486528810051,734.9749213017883,15392.762572025393
0.075,8,550.0,400.0,0.002,1500.0,1200.0,25,60,0.16,10,35,0.04,0.3,9023.431716178757,116.94480259679065,116.37414162212085,112.14019243939629,4.235486528810051,750.5680367931168,15393.87805462145
0.08,10,550.0,400.0,0.002,1500.0,1150.0,25,60,0.15,10,32,0.04,0.25,9519.92958854437,117.76445470765836,117.01353731461795,111.45165484761412,4.357271989522715,683.6915908384804,15394.81072683382
0.075,8,550.0,350.0,0.002,1450.0,1200.0,20,60,0.15,10,38,0.04,0.25,8641.375127433657,116.4840696174379,116.0297503351363,112.63972670263827,4.159093307758366,799.6468892711102,15394.91607433182
0.075,8,550.0,350.0,0.003,1500.0,1200.0,25,55,0.15,8,38,0.04,0.25,8614.794609121198,116.74130134798227,115.59462695099987,112.65125809881441,4.159360552883373,806.7163539227973,15395.642212879375
0.075,10,450.0,400.0,0.003,1450.0,1150.0,25,60,0.15,8,32,0.04,0.3,8358.411332833759,116.15343023315202,115.76588593825534,112.98695063370494,4.083106877036413,836.3763186839419,15396.901898262944
0.08,10,550.0,400.0,0.002,1450.0,1100.0,25,60,0.15,10,38,0.04,0.3,9951.699203261809,118.30789880983126,117.41742195297437,110.82245838137035,4.357271989522715,627.1089924965083,15397.160210998969
0.075,8,550.0,350.0,0.002,1500.0,1100.0,20,60,0.16,10,32,0.04,0.25,9307.111501471112,117.84090959193385,117.1210651458039,111.7450263662189,4.311832917115144,707.0851753457246,15397.727619229272
0.075,10,550.0,400.0,0.003,1500.0,1150.0,25,60,0.16,10,32,0.04,0.25,9176.979149206993,117.31463191293574,116.66891241153425,111.92980598277126,4.235792064029176,729.2942369508137,15398.713077623963
0.075,10,450.0,400.0,0.002,1500.0,1150.0,25,55,0.16,8,35,0.05,0.3,8738.229014826395,116.98884803221576,115.73384264662907,112.49996346965183,4.235486528810051,790.6940608398161,15398.846677351929
0.08,8,550.0,350.0,0.002,1500.0,1150.0,25,60,0.15,8,32,0.04,0.3,9065.5547040237,117.39725397011851,116.76631012765844,112.08357834245658,4.438746799307247,741.0225360837958,15399.45013447792
0.08,10,550.0,400.0,0.002,1450.0,1150.0,25,55,0.16,10,32,0.04,0.25,10051.969176969978,118.24217629126453,116.14058287756139,110.69166667787432,4.520326351385884,629.8286412256384,15400.06769311743
0.075,10,550.0,350.0,0.003,1500.0,1150.0,20,55,0.15,10,35,0.04,0.3,9084.006944531226,117.48223557019328,115.95584605787629,112.04057629315528,4.159360552883373,746.9994110974903,15400.377210474713
0.08,10,450.0,400.0,0.003,1450.0,1100.0,25,55,0.15,8,35,0.05,0.25,9083.275239377936,117.57375967045043,116.00610236832195,112.03673895240719,4.357598085277048,746.7193855092806,15400.506906121027
0.08,10,550.0,400.0,0.002,1500.0,1150.0,25,60,0.16,10,32,0.05,0.25,9543.814654493735,117.73920795159057,116.98858264626426,111.42976029091186,4.520326351385884,682.1089707549647,15400.5161406741
0.08,10,550.0,400.0,0.002,1450.0,1200.0,20,60,0.16,8,35,0.04,0.3,9270.776044645925,116.92434410018629,116.31633207007253,111.82441372126642,4.520326351385884,723.626395655137,15400.821233870687
0.075,8,450.0,400.0,0.002,1450.0,1200.0,20,60,0.15,8,35,0.04,0.25,8175.871931316484,115.80632854268528,115.49412497228619,113.22017147351528,4.082801566255534,861.114145308632,15401.168183480282
0.075,8,550.0,350.0,0.003,1450.0,1150.0,20,60,0.15,10,38,0.04,0.25,8796.341352169056,116.93912059820792,116.4021279073637,112.44036989227565,4.159360552883373,777.6285695934628,15401.615056561468
0.08,8,550.0,350.0,0.002,1450.0,1100.0,25,60,0.16,8,32,0.04,0.3,9625.54630310155,117.78543039606008,117.01828903028408,111.31987953937569,4.601863326630906,672.2604381793467,15401.774048969957
0.075,8,450.0,400.0,0.003,1500.0,1200.0,20,55,0.16,8,32,0.05,0.25,8135.127814796031,115.76100595934761,115.02090505788196,113.25209977125655,4.235792064029176,871.08058137639,15404.030220436114
0.075,8,550.0,400.0,0.003,1450.0,1200.0,20,60,0.16,10,38,0.04,0.3,8871.84542130688,116.6085312122716,116.09473743228709,112.34938270604512,4.235792064029176,773.4236769958603,15404.60055498753
0.08,10,550.0,400.0,0.003,1500.0,1150.0,20,60,0.16,8,38,0.05,0.25,9164.641961161282,117.71301212039269,117.01955705413897,111.94235223749433,4.520652702501038,726.7207417014126,15405.202218145143
0.08,10,550.0,350.0,0.003,1450.0,1100.0,20,55,0.15,8,38,0.04,0.3,9640.676182960791,118.49372608527865,116.46894953322662,111.26369074427922,4.439032244812657,674.1699752213685,15405.289764827374
0.08,8,550.0,350.0,0.003,1450.0,1150.0,25,60,0.15,10,35,0.05,0.3,8992.101336271497,116.98264690512626,116.40649935841884,112.19215653714704,4.439032244812657,755.5645513488189,15405.519119912517
0.075,10,550.0,400.0,0.003,1450.0,1200.0,20,60,0.16,10,35,0.04,0.25,8911.861735140585,116.55104938936275,116.03884164193275,112.30082498357694,4.235792064029176,769.6802419209163,15406.478416377759
0.08,10,550.0,400.0,0.002,1450.0,1150.0,20,60,0.15,10,38,0.04,0.3,9572.257131573406,117.70362062777832,116.953848415374,111.399611463251,4.357271989522715,679.9326168874628,15407.339590196514
0.075,8,550.0,350.0,0.002,1500.0,1200.0,25,55,0.15,10,35,0.04,0.25,8876.399945590487,116.97345529871049,115.69079912902325,112.33539013636829,4.159093307758366,775.9275693687148,15407.762837764149
0.075,10,450.0,400.0,0.003,1450.0,1150.0,20,55,0.15,10,32,0.04,0.3,8653.2121770061,116.45186745569693,115.35147258781112,112.61517452762001,4.083106877036413,806.7582129507916,15408.641517071808
0.075,8,450.0,400.0,0.002,1500.0,1200.0,20,55,0.16,8,35,0.05,0.25,8325.96090561281,116.17335156282485,115.2878927543946,113.03397173751809,4.235486528810051,845.9847077833822,15408.695398450669
0.075,10,450.0,400.0,0.002,1450.0,1100.0,25,60,0.15,10,32,0.04,0.3,8945.276278549652,117.07899002315604,116.50603364596256,112.25669836785957,4.082801566255534,759.4470096248585,15408.74652148027
0.075,8,450.0,400.0,0.002,1450.0,1200.0,25,55,0.15,10,38,0.05,0.25,8395.577353804307,116.06308206424319,115.18931742348579,112.94657691396206,4.082801566255534,838.9300535493298,15409.715163304008
0.08,10,550.0,350.0,0.002,1500.0,1150.0,20,55,0.16,8,35,0.05,0.3,9410.087195492342,118.00578870594103,116.22892926580951,111.61224783652374,4.601863326630906,705.915842281018,15409.867521195589
0.08,10,450.0,400.0,0.002,1450.0,1100.0,25,55,0.16,8,32,0.05,0.3,9410.507137353909,117.80968800209688,116.07952659155596,111.61602022571297,4.520326351385884,708.1808577758657,15410.80805489854
0.08,10,550.0,400.0,0.003,1450.0,1100.0,25,60,0.15,10,35,0.04,0.25,9766.659373356715,118.02645511122743,117.19698189107767,111.11356529309805,4.357598085277048,654.0707663675585,15410.863715827665
0.08,8,550.0,350.0,0.003,1450.0,1100.0,25,55,0.15,8,38,0.04,0.25,9623.536076322049,118.51476879533229,116.50238398584311,111.29576401938473,4.439032244812657,676.4773329070479,15411.767818374336
0.075,8,450.0,400.0,0.002,1500.0,1200.0,20,55,0.15,10,35,0.05,0.25,8342.8706662538,116.15095911164846,115.26661385494114,113.014854983588,4.082801566255534,844.4389939186397,15411.781958471945
0.08,8,550.0,350.0,0.002,1450.0,1100.0,20,55,0.16,10,38,0.05,0.25,9866.717034257206,118.74588350284677,116.59253085892632,110.95287090257648,4.601863326630906,646.2033121778229,15412.20050455383
0.08,10,550.0,350.0,0.003,1450.0,1200.0,20,60,0.15,10,32,0.05,0.3,8650.205865817481,116.23794541052827,115.80178674584178,112.6464868709473,4.439032244812657,804.0720309445126,15412.367226904582
0.08,8,550.0,350.0,0.002,1500.0,1200.0,20,60,0.16,8,32,0.05,0.3,8691.021414371315,116.7208831390551,116.22978008499692,112.5997989071652,4.601863326630906,793.8571959955073,15412.48649209675
0.08,8,550.0,350.0,0.003,1450.0,1100.0,25,55,0.16,8,32,0.04,0.25,9775.622810885843,118.29482691276262,116.27753481683597,111.096727986835,4.602148995577027,662.2261513763563,15412.769245503958
0.075,10,450.0,350.0,0.003,1450.0,1150.0,20,60,0.15,8,32,0.05,0.3,7957.209794489521,115.78243789526377,115.49976448132186,113.4977234337708,4.159360552883373,888.3144172271968,15414.510711810404
0.075,10,550.0,400.0,0.003,1500.0,1200.0,25,55,0.16,8,38,0.04,0.3,9033.968619002882,117.30677083521677,115.84601551782221,112.12806077497132,4.235792064029176,756.433005013598,15415.722340254732
0.075,10,550.0,350.0,0.002,1500.0,1100.0,20,60,0.16,8,35,0.04,0.3,9280.109221458457,117.90920167619723,117.18772814087666,111.80274102424158,4.311832917115144,711.341146255672,15415.976311401893
0.075,10,550.0,350.0,0.002,1450.0,1150.0,20,60,0.16,10,32,0.04,0.25,9125.19638871821,116.9886773517618,116.40373419704743,112.03950328193372,4.311832917115144,741.0208236513519,15417.21972316583
0.075,10,450.0,400.0,0.002,1500.0,1100.0,20,55,0.15,10,32,0.04,0.25,9166.686472774036,117.77556578452574,116.15763924834967,111.94906256831233,4.082801566255534,736.1149364740893,15417.251298341816
0.075,8,450.0,350.0,0.002,1450.0,1100.0,25,60,0.15,8,38,0.05,0.3,8448.865871196342,116.79401594433926,116.33281328811965,112.90678253308857,4.159093307758366,820.752868441502,15417.376018855963
0.08,8,550.0,350.0,0.002,1450.0,1200.0,25,55,0.16,8,38,0.05,0.3,9045.228834947158,117.07510677080487,115.69856108956287,112.13002091373542,4.601863326630906,757.5717813306953,15417.448460119955
0.08,10,550.0,400.0,0.003,1450.0,1100.0,25,55,0.16,10,32,0.04,0.25,10245.847093717177,118.71937231043731,116.3821765031754,110.40644686391974,4.520652702501038,605.034117884524,15417.46427665098
0.075,10,450.0,400.0,0.003,1450.0,1100.0,20,60,0.15,10,38,0.05,0.3,8629.70412548211,116.97310681344392,116.45369389998321,112.66827589574167,4.083106877036413,798.2358395540867,15417.537424969409
0.08,8,550.0,350.0,0.002,1450.0,1200.0,25,60,0.16,8,35,0.05,0.3,8831.110463101766,116.52676708161053,116.03877124544456,112.43087847662768,4.601863326630906,780.7123721878585,15418.741156509657
0.075,8,550.0,350.0,0.003,1500.0,1150.0,20,55,0.16,10,32,0.04,0.3,9149.591350659677,117.41558019732945,115.88992938143744,111.98179229591969,4.312100358623572,742.5477105300131,15418.906021711264
0.075,8,550.0,400.0,0.002,1500.0,1150.0,20,60,0.16,10,38,0.04,0.3,9306.715018220544,117.71660839113218,117.01305238413757,111.777410154134,4.235486528810051,711.3414477166066,15419.823383182074
0.075,8,550.0,350.0,0.002,1450.0,1150.0,25,60,0.16,8,38,0.04,0.3,9036.461160301371,117.1240767159549,116.53710456794822,112.15730120343156,4.311832917115144,749.9393783803869,15420.557340208676
0.075,8,450.0,400.0,0.002,1450.0,1150.0,25,60,0.16,8,38,0.05,0.25,8494.480048145298,116.57200586076769,116.12965752645054,112.8561185380301,4.235486528810051,818.7543595755767,15421.454452636017
0.075,8,550.0,350.0,0.002,1500.0,1200.0,20,60,0.16,10,35,0.05,0.3,8607.237601428089,116.57959834337979,116.12110898048809,112.71760273830549,4.311832917115144,805.7726269458326,15421.784768161455
0.075,8,450.0,400.0,0.002,1450.0,1200.0,25,55,0.15,10,32,0.04,0.3,8506.44330803606,115.93898468448845,115.05489340493295,112.82259813810569,4.082801566255534,828.9716777737867,15422.713213435614
0.075,10,550.0,350.0,0.003,1500.0,1200.0,25,60,0.15,10,35,0.05,0.3,8421.635118675948,116.33824800122889,115.92791867302189,112.94639233545563,4.159360552883373,830.1759387593168,15424.144612148131
0.075,10,550.0,400.0,0.002,1450.0,1200.0,20,60,0.16,10,38,0.04,0.3,9107.83714176709,116.86567847970646,116.29678645309863,112.07229377820373,4.235486528810051,745.4175100136553,15425.310684828712
0.08,10,550.0,400.0,0.003,1500.0,1150.0,25,60,0.15,8,35,0.04,0.3,9252.624800719777,117.6155964925999,116.92170860975332,111.85417419505005,4.357598085277048,720.1548203522293,15425.796518278767
0.08,8,550.0,350.0,0.003,1500.0,1150.0,20,60,0.16,8,32,0.05,0.3,8861.684353679992,117.20548416726993,116.62562276625806,112.38492822822272,4.602148995577027,770.3204868822986,15426.216199912398
0.075,8,450.0,350.0,0.002,1450.0,1150.0,25,55,0.15,10,32,0.05,0.3,8472.83856409231,116.18465231901315,115.25457004279852,112.87402363380524,4.159093307758366,831.0502235360234,15426.260999460732
0.075,10,550.0,400.0,0.002,1500.0,1150.0,20,60,0.16,10,35,0.04,0.25,9350.753487256457,117.65903381057494,116.95715946782502,111.72949279850823,4.235486528810051,707.8064569942712,15426.434398652522
0.075,10,450.0,400.0,0.003,1450.0,1100.0,20,60,0.15,8,35,0.04,0.25,8646.655568778757,116.96064009371754,116.44222928519783,112.65926414022479,4.083106877036413,797.5296762009239,15427.104817152736
0.075,8,450.0,400.0,0.002,1450.0,1100.0,25,60,0.16,8,32,0.04,0.25,8928.970112397377,117.13026571443345,116.55722710266988,112.30293338584116,4.235486528810051,762.9852821123199,15427.366419755237
0.075,10,450.0,400.0,0.002,1500.0,1150.0,20,60,0.16,8,32,0.05,0.25,8420.804163170294,116.68773322667046,116.2421328820794,112.95451283460089,4.235486528810051,826.5919258931988,15427.63368551269
0.08,8,550.0,400.0,0.002,1500.0,1150.0,20,55,0.16,8,38,0.04,0.3,9790.702384967495,118.70940789760975,116.58749037752736,111.08065586211876,4.520326351385884,657.1220268554902,15427.967046980739
0.075,10,450.0,400.0,0.003,1500.0,1200.0,25,60,0.15,8,32,0.05,0.3,7891.9454235557205,115.6516683058635,115.39100674425094,113.58626135521688,4.083106877036413,898.7467488345434,15428.04477412562
0.075,8,450.0,400.0,0.003,1450.0,1150.0,20,55,0.16,8,32,0.04,0.25,8638.001834732286,116.49997856204332,115.40212922522838,112.66153110106413,4.235792064029176,810.4224481882806,15428.35330487468
0.075,8,450.0,350.0,0.002,1450.0,1150.0,20,55,0.15,8,32,0.04,0.25,8438.889386303768,116.23248264300156,115.30498709475103,112.9202833191381,4.159093307758366,834.7627748193111,15429.029278551441
0.08,8,550.0,350.0,0.003,1500.0,1100.0,20,55,0.15,10,32,0.04,0.3,9680.971755270884,118.47594394920209,116.44553742923328,111.24245718390098,4.439032244812657,672.6450195006537,15429.769560049886
0.075,8,550.0,350.0,0.003,1500.0,1150.0,20,60,0.16,10,35,0.05,0.3,8763.438163015973,117.0352554375651,116.4940105412762,112.51831052235686,4.312100358623572,783.6702661571887,15429.7834927696
0.075,8,550.0,400.0,0.002,1500.0,1100.0,25,60,0.16,10,38,0.04,0.25,9630.02789612382,118.37589191446772,117.54171169851948,111.31904192682288,4.235486528810051,666.4013624635369,15430.199330666339
0.075,10,450.0,350.0,0.002,1450.0,1150.0,20,55,0.15,8,38,0.05,0.25,8358.887646496201,116.33966246839681,115.41755102466975,113.02330479565065,4.159093307758366,843.0602656795554,15431.299700113594
0.075,8,450.0,400.0,0.002,1500.0,1100.0,20,60,0.16,8,38,0.05,0.3,8714.455076124028,117.4440009781192,116.86608375331866,112.57604987656474,4.235486528810051,784.0521424038088,15431.595020164032
