beta,tau_r,r_max,c_max,k_c,l2,l3,t1,t2,f0,t_hold,t_switch,k1,k2,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.075,10,550.0,400.0,0.002,1500.0,1200.0,25,60,0.15,8,32,0.04,0.3,5702.972449813748,113.14346816658177,112.62895817980527,108.81891769507386,4.082801566255534,519.3696659653386,9837.532520229366
0.075,8,550.0,400.0,0.002,1500.0,1200.0,25,60,0.15,10,35,0.05,0.25,5681.050744452148,113.1850081055014,112.67099239887727,108.85765888134989,4.082801566255534,521.8225597671111,9837.585635126825
0.08,8,550.0,400.0,0.003,1500.0,1150.0,25,60,0.15,8,32,0.05,0.25,5852.933862540413,113.8529802032327,113.22146773975184,108.61532862884235,4.357598085277048,499.60991890099905,9838.092545666088
0.08,10,550.0,400.0,0.002,1500.0,1150.0,25,60,0.15,8,32,0.05,0.25,6039.993214959491,114.11479433740297,113.42561516326016,108.32436754998382,4.357271989522715,476.18411307468784,9838.961236587209
0.08,8,550.0,400.0,0.002,1500.0,1150.0,25,55,0.15,10,32,0.05,0.25,6358.269202836997,114.6909117727348,112.75410491895354,107.7383238249187,4.357271989522715,441.4541360297611,9839.630062284159
0.08,10,550.0,400.0,0.003,1450.0,1100.0,20,60,0.15,10,32,0.05,0.25,6277.074837182049,114.28027959575242,113.51581205276402,107.91877799345825,4.357598085277048,447.67674948292347,9839.67647764593
0.075,10,550.0,400.0,0.003,1500.0,1150.0,25,60,0.15,10,32,0.05,0.25,5795.325150033562,113.59584821007452,113.00740949008075,108.69716868125994,4.083106877036413,507.3457323519626,9840.173492811802
0.075,10,550.0,350.0,0.003,1450.0,1100.0,20,60,0.15,10,32,0.05,0.25,5857.071466487505,113.72368618724356,113.11334271675256,108.6117981726971,4.159360552883373,499.8310037707443,9842.794508868335
0.075,10,550.0,350.0,0.002,1450.0,1100.0,25,60,0.15,8,32,0.04,0.3,6037.147163571477,113.88560997374826,113.22849598841917,108.3264191359034,4.159093307758366,477.7201114316572,9843.082191764068
0.08,8,550.0,350.0,0.003,1450.0,1100.0,20,60,0.15,8,32,0.05,0.25,5923.440241037307,113.98521123382824,113.33023186561097,108.52035267901589,4.439032244812657,491.42695086014356,9844.545718246989
0.08,10,550.0,400.0,0.003,1500.0,1150.0,20,55,0.15,8,35,0.05,0.3,6130.514194357558,114.45627374579755,112.6685923830056,108.13009300851257,4.357598085277048,470.02492292950734,9845.247197097062
0.075,10,550.0,400.0,0.002,1450.0,1200.0,20,60,0.16,8,32,0.04,0.3,5802.087866151842,112.96078645733759,112.44897161073136,108.65911905643364,4.235486528810051,509.31415862106735,9845.50269882674
0.075,8,550.0,400.0,0.003,1450.0,1100.0,20,60,0.16,10,38,0.05,0.3,6136.991439095641,114.15061043218748,113.43560234946247,108.17634150041853,4.235792064029176,465.99529503416835,9851.196394250292
0.075,10,550.0,400.0,0.003,1450.0,1150.0,20,60,0.16,10,32,0.05,0.25,5900.496040423449,113.40859889731489,112.82307372916458,108.53428639482082,4.235792064029176,497.2233160070973,9852.043525965288
0.075,10,550.0,400.0,0.002,1450.0,1100.0,25,55,0.16,10,32,0.04,0.3,6692.337803906571,114.93276497408588,112.77475229659728,107.15959818126991,4.235486528810051,402.43997862874835,9852.095325674924
0.075,8,550.0,400.0,0.002,1500.0,1200.0,20,55,0.15,8,38,0.04,0.3,5893.082453341932,113.7354428546621,112.28511867426539,108.51434873722224,4.082801566255534,500.2890863483981,9852.25383812242
0.075,8,550.0,400.0,0.002,1500.0,1150.0,25,60,0.16,10,32,0.05,0.3,5996.004914001915,113.8222989179219,113.17988585676171,108.40700330243868,4.235486528810051,484.108139243289,9852.343161612944
0.075,10,550.0,400.0,0.003,1450.0,1100.0,20,60,0.16,10,35,0.05,0.3,6170.516918147957,114.08427961287639,113.36993972405726,108.1183653782712,4.235792064029176,462.53603711823644,9852.635444142408
0.075,8,550.0,400.0,0.003,1500.0,1100.0,20,60,0.15,10,32,0.04,0.25,6089.050661245461,114.25231608498669,113.53573902388402,108.26436732511601,4.083106877036413,471.2722170879904,9853.917848909397
0.075,8,550.0,400.0,0.002,1450.0,1200.0,25,60,0.15,8,38,0.04,0.3,5774.528359463325,113.03150587650111,112.51935231365492,108.7223480673653,4.082801566255534,513.2812342991217,9854.72724954893
0.075,8,550.0,400.0,0.002,1500.0,1150.0,25,60,0.15,10,32,0.04,0.3,6011.560043814902,113.79373722352196,113.15180426786829,108.38231751380911,4.082801566255534,482.6043372357889,9855.615771261317
0.08,8,550.0,350.0,0.002,1450.0,1150.0,20,60,0.15,8,32,0.05,0.25,5796.558659091861,113.5138035944224,112.94543938155327,108.72785997344448,4.438746799307247,509.5968835918943,9856.094551600498
0.08,8,550.0,400.0,0.003,1500.0,1100.0,25,55,0.16,8,32,0.05,0.25,6511.509357825245,115.20612667950412,113.03828587131011,107.50386264631403,4.520652702501038,423.7287867252717,9856.605958386841
0.075,10,450.0,400.0,0.002,1450.0,1100.0,20,60,0.15,8,32,0.05,0.25,5589.206223239437,113.40762250037055,112.88968258831078,109.05098913727205,4.082801566255534,534.147868202193,9856.871977739902
0.075,8,550.0,400.0,0.002,1500.0,1150.0,25,55,0.16,10,35,0.05,0.3,6254.857489368821,114.4642534637642,112.654076741892,107.94432452390564,4.235486528810051,456.3110667793376,9857.47037660115
0.075,10,550.0,350.0,0.002,1450.0,1150.0,20,60,0.15,10,32,0.05,0.25,5741.196982915758,113.28067067990716,112.75100191932185,108.804066185112,4.159093307758366,516.876650735948,9858.367053529886
0.075,10,550.0,400.0,0.003,1500.0,1150.0,20,55,0.15,10,38,0.05,0.3,6034.131759269414,114.2365180750404,112.57114872829126,108.31139535240044,4.083106877036413,483.5364874998271,9861.21919340699
0.075,10,550.0,400.0,0.002,1500.0,1100.0,20,60,0.15,10,32,0.04,0.25,6261.991446249538,114.5055795669054,113.7346552695597,107.99830303069434,4.082801566255534,450.34462916013354,9862.824414114944
0.075,10,550.0,400.0,0.003,1500.0,1150.0,25,60,0.16,8,32,0.05,0.25,5794.655437854678,113.64617716044913,113.05694275236706,108.74091855983758,4.235792064029176,510.0819380580643,9862.936274987027
0.075,10,550.0,350.0,0.003,1450.0,1100.0,25,55,0.15,8,32,0.04,0.25,6160.711075054586,114.259913466679,112.54042108807553,108.10631016496191,4.159360552883373,468.9936476009332,9864.827374015584
0.08,8,550.0,400.0,0.003,1450.0,1150.0,25,60,0.15,8,38,0.05,0.3,5946.872675668448,113.71635030235576,113.08709800827395,108.49742883346815,4.357598085277048,492.3385746698134,9865.332610638658
0.075,8,550.0,400.0,0.003,1450.0,1100.0,20,60,0.16,8,35,0.04,0.25,6157.461678274392,114.13768122856102,113.4237381337776,108.16715911594275,4.235792064029176,465.4468574585056,9866.534632628405
0.075,10,550.0,350.0,0.002,1500.0,1100.0,20,55,0.15,8,32,0.04,0.25,6235.128543440757,114.72097592262747,112.86593937906825,108.00846224276505,4.159093307758366,458.66207391704427,9867.752263996597
0.075,10,550.0,350.0,0.002,1450.0,1150.0,20,55,0.16,8,35,0.05,0.25,5949.084016941908,113.85381052626443,112.36367241668538,108.4612200645611,4.311832917115144,495.4801598911679,9868.611953524933
0.075,10,550.0,400.0,0.003,1450.0,1100.0,25,60,0.16,8,32,0.04,0.3,6218.28671969378,114.01775973819365,113.30433833243588,108.06069753391589,4.235792064029176,459.10795228939526,9868.699248179102
0.075,8,550.0,400.0,0.003,1450.0,1200.0,20,60,0.16,8,32,0.04,0.3,5643.041309207003,112.71137085599872,112.25276885706921,108.9269794121283,4.235792064029176,531.7524864898761,9868.87678515401
0.08,10,550.0,400.0,0.002,1450.0,1150.0,25,60,0.15,8,38,0.05,0.3,6137.410001692595,113.97743773747315,113.29059719338893,108.20643098071375,4.357271989522715,469.08940103567886,9870.652039035947
0.075,8,550.0,350.0,0.003,1450.0,1150.0,20,60,0.15,8,32,0.04,0.3,5615.406765503471,113.02014430704992,112.53728241312271,109.00105434221894,4.159360552883373,534.2267662702268,9870.710240008957
0.075,10,550.0,350.0,0.003,1450.0,1100.0,20,60,0.16,8,32,0.05,0.25,5862.423030405275,113.77395297547912,113.16280551199472,108.65541036325878,4.312100358623572,502.53749125391334,9871.475458442786
0.075,8,550.0,400.0,0.002,1450.0,1100.0,25,60,0.16,10,38,0.05,0.25,6321.280283812458,114.39930146621444,113.63180953450524,107.9105881548278,4.235486528810051,445.2090616260564,9872.193883745063
0.075,8,550.0,400.0,0.002,1500.0,1100.0,25,55,0.16,10,38,0.05,0.3,6547.371565907305,115.30881333726715,113.13811805032883,107.47741078546659,4.235486528810051,420.2762118914143,9873.205991927754
0.08,8,550.0,400.0,0.002,1500.0,1100.0,25,60,0.15,10,32,0.05,0.3,6390.158499332997,114.74610043162652,113.91930229043005,107.80070871426808,4.357271989522715,435.4872144732185,9873.38292097671
0.08,8,550.0,400.0,0.002,1500.0,1150.0,25,55,0.16,8,32,0.05,0.25,6370.903250174331,114.74284935674578,112.80344700927579,107.7813696105465,4.520326351385884,443.9604386951828,9873.90737101855
0.08,10,550.0,400.0,0.002,1450.0,1100.0,20,55,0.16,10,32,0.05,0.3,6837.633455299064,115.23373698018302,112.92002878406421,106.936399785905,4.520326351385884,387.07466355891256,9874.181905925252
0.075,10,550.0,350.0,0.002,1500.0,1150.0,20,55,0.15,8,38,0.05,0.3,5875.918877318708,114.02158989993627,112.52164254805598,108.60047424473561,4.159093307758366,504.1161656213852,9874.75101366374
0.075,10,550.0,350.0,0.002,1500.0,1100.0,25,60,0.15,8,35,0.05,0.3,5916.081762783256,114.19810200629796,113.53614399946578,108.59698667606729,4.159093307758366,494.24278355949025,9875.159676278054
0.075,10,550.0,350.0,0.002,1450.0,1150.0,20,55,0.15,10,35,0.05,0.25,5964.638776678626,113.83265053567808,112.3436877677658,108.44354956194513,4.159093307758366,494.3896093634147,9875.85097705523
0.075,10,550.0,400.0,0.003,1500.0,1150.0,20,55,0.15,8,35,0.04,0.25,6055.219762172091,114.2204721089994,112.560077906105,108.30274638135167,4.083106877036413,483.0095240244324,9877.496197301798
0.075,10,550.0,400.0,0.003,1450.0,1200.0,20,55,0.16,10,32,0.05,0.25,5833.250257200215,113.20461864583197,111.90444883187577,108.61707234537913,4.235792064029176,512.0934859816515,9878.879927557187
0.075,10,550.0,400.0,0.002,1450.0,1100.0,20,60,0.16,10,38,0.05,0.3,6328.873286115556,114.40282671943731,113.63353501341923,107.90978937219553,4.235486528810051,445.16194773462223,9879.429634683269
0.075,10,550.0,400.0,0.002,1500.0,1200.0,20,55,0.16,8,38,0.05,0.3,5889.377285958956,113.80566733980787,112.35089738648598,108.57256511454355,4.235486528810051,503.9086572351678,9879.44448137692
0.075,8,550.0,350.0,0.003,1450.0,1100.0,25,55,0.15,8,35,0.04,0.3,6164.115948041273,114.28805879986955,112.56524210318928,108.12763480192874,4.159360552883373,470.27461063819806,9879.875380342295
0.075,10,550.0,350.0,0.003,1450.0,1150.0,25,55,0.15,8,38,0.05,0.3,5802.2787119588575,113.56389576959023,112.19764083039851,108.69921568210113,4.159360552883373,515.0361358656694,9881.144131310433
0.075,8,550.0,400.0,0.002,1450.0,1200.0,20,60,0.16,10,35,0.05,0.25,5790.788873396436,113.0558376994036,112.54380450059247,108.74483928641351,4.235486528810051,514.6963013007781,9882.079645321974
0.075,10,550.0,350.0,0.003,1500.0,1100.0,20,55,0.15,8,38,0.05,0.25,6028.2395466621965,114.56905938910687,112.84535120524052,108.37708787843843,4.159360552883373,485.3908959377177,9882.163428970856
0.08,10,550.0,400.0,0.003,1500.0,1200.0,20,55,0.15,8,32,0.05,0.3,5829.389894855147,113.58557572283244,112.18031062440564,108.65401839320346,4.357598085277048,512.3972410459069,9882.329672928503
0.08,10,550.0,400.0,0.003,1450.0,1100.0,20,60,0.16,8,32,0.05,0.25,6298.632705001578,114.33050393507902,113.56513229306992,107.96158738662038,4.520652702501038,450.18499581703736,9883.250977343132
0.08,10,550.0,400.0,0.002,1450.0,1200.0,25,55,0.15,8,38,0.05,0.3,6057.930176792852,113.86037401266286,112.30789515563565,108.29786917497246,4.357271989522715,484.65452619544953,9883.47309053075
0.075,10,550.0,400.0,0.003,1450.0,1150.0,25,55,0.15,8,38,0.04,0.3,6116.886361081372,114.10535316228268,112.44692115467804,108.20172634685738,4.083106877036413,476.8722205919337,9883.635927986403
0.08,10,550.0,400.0,0.003,1500.0,1100.0,20,55,0.15,8,38,0.05,0.25,6446.013141397639,115.39816478138576,113.23167477863913,107.67380694279161,4.357598085277048,433.45845352335886,9883.838149671052
0.08,8,550.0,400.0,0.003,1450.0,1100.0,20,60,0.16,8,35,0.05,0.25,6263.6404632622625,114.40695030956051,113.64084804408681,108.02809957747158,4.520652702501038,454.09602484715043,9884.906873835942
0.075,10,550.0,350.0,0.002,1450.0,1150.0,20,60,0.16,8,32,0.05,0.25,5745.269997252439,113.33070244487908,112.80026743350822,108.84772173762988,4.311832917115144,519.6335373109589,9885.818395877814
0.075,10,550.0,400.0,0.002,1450.0,1200.0,25,60,0.16,8,38,0.05,0.3,5774.848723717338,113.09838154262205,112.58505706862601,108.78048901494799,4.235486528810051,516.9425753603996,9886.18846563671
0.08,8,550.0,350.0,0.002,1450.0,1200.0,20,55,0.15,8,32,0.05,0.25,5723.56356206304,113.18491637821948,111.96619010742106,108.81986062672327,4.438746799307247,525.9098188109683,9886.582221806031
0.075,10,550.0,350.0,0.002,1500.0,1200.0,25,55,0.15,8,32,0.05,0.25,5606.22156225745,113.10304632553375,111.9621953897993,109.0024729244389,4.159093307758366,539.4970838023721,9886.769906893127
0.08,8,550.0,400.0,0.003,1450.0,1200.0,25,55,0.15,8,38,0.05,0.3,5871.347225370322,113.50354245817874,112.10637094845147,108.58915513802168,4.357598085277048,508.33320979023597,9888.212026422198
0.08,8,550.0,400.0,0.003,1500.0,1150.0,20,55,0.15,8,38,0.05,0.25,6111.582571047323,114.57402213439403,112.79378780461437,108.24234794169482,4.357598085277048,476.78946802255746,9888.225533457551
0.075,8,550.0,350.0,0.002,1500.0,1100.0,20,55,0.15,8,35,0.04,0.3,6244.273270714583,114.74903260677898,112.89063913921197,108.02959759134797,4.159093307758366,459.9167550736595,9888.515792318094
0.08,8,550.0,400.0,0.002,1450.0,1100.0,20,60,0.15,10,32,0.04,0.3,6523.147527304409,114.49113121055426,113.66895721051385,107.58427646185939,4.357271989522715,423.0970283748667,9888.97860296291
0.08,8,550.0,400.0,0.003,1450.0,1100.0,20,60,0.15,10,35,0.05,0.25,6275.075776547948,114.3882937534834,113.62256595902834,108.01227934387687,4.357598085277048,453.1642787733891,9889.02631018001
0.075,8,550.0,400.0,0.002,1500.0,1100.0,25,55,0.16,8,35,0.04,0.25,6568.545867243513,115.29129972153983,113.1260233153644,107.46806017796861,4.235486528810051,419.7462103420413,9889.307743147003
0.075,10,550.0,400.0,0.002,1500.0,1100.0,25,55,0.16,10,35,0.05,0.3,6594.813934820522,115.24443268955422,113.07321520499909,107.42032363653871,4.235486528810051,417.0439084129721,9890.364202957879
0.075,8,550.0,400.0,0.003,1450.0,1100.0,20,55,0.16,8,38,0.04,0.25,6403.303726006285,114.95623272200635,112.94864261788635,107.75253854180492,4.235792064029176,441.0057763197015,9890.448648430645
0.08,8,550.0,400.0,0.003,1450.0,1150.0,25,55,0.15,8,32,0.04,0.25,6274.418093786538,114.23512876468926,112.46057991819502,107.94839569482676,4.357598085277048,459.1788942153823,9890.506603502237
0.075,10,550.0,350.0,0.002,1450.0,1200.0,20,55,0.15,10,32,0.05,0.25,5674.9401436234975,112.9684520432835,111.83318120261124,108.88712833776587,4.159093307758366,532.0804105339666,9890.506697775676
0.075,10,550.0,400.0,0.002,1450.0,1100.0,20,60,0.16,8,35,0.04,0.25,6345.281632062496,114.39005166273543,113.62182952455801,107.90078664540022,4.235486528810051,444.6368010608534,9890.864667986412
0.075,8,550.0,350.0,0.002,1500.0,1200.0,25,55,0.15,8,35,0.05,0.25,5603.05805220518,113.1133447825085,111.97570495182296,109.01522165835188,4.159093307758366,540.3200995428277,9890.871758748406
0.075,10,550.0,400.0,0.003,1450.0,1200.0,20,60,0.15,8,35,0.04,0.3,5629.880951104142,112.78050887405975,112.32113427214017,108.98816323474475,4.083106877036413,535.6774255978951,9891.835069554649
0.075,8,450.0,400.0,0.002,1450.0,1150.0,20,55,0.15,8,35,0.05,0.25,5554.709546420906,113.01083696789463,111.91289861092578,109.08306742384217,4.082801566255534,546.310031069914,9891.969208596583
0.075,8,550.0,350.0,0.003,1500.0,1100.0,25,55,0.15,8,32,0.04,0.3,6124.913431123091,114.40190025534955,112.67231046937108,108.22190477273915,4.159360552883373,475.9589157095747,9892.4541657451
0.075,10,550.0,400.0,0.002,1500.0,1150.0,25,60,0.16,8,35,0.05,0.25,5965.966019633692,113.96380978512677,113.32024306615733,108.53191144697189,4.235486528810051,491.75333546780024,9892.692492427319
0.075,8,550.0,400.0,0.003,1500.0,1200.0,25,60,0.15,8,32,0.04,0.3,5575.356340306437,112.89263007373195,112.4314362939728,109.08627783526515,4.083106877036413,542.0015028868053,9893.299901872482
0.075,10,550.0,400.0,0.003,1450.0,1150.0,20,60,0.15,10,32,0.04,0.25,5931.483260723513,113.42670683566719,112.84103223916671,108.55032071329607,4.083106877036413,498.21528974677176,9893.503281971758
0.08,10,550.0,400.0,0.002,1500.0,1200.0,20,55,0.15,8,35,0.05,0.3,6007.111712970415,113.99603971446126,112.43451940866962,108.40904323857548,4.357271989522715,491.4607691047902,9893.834882301022
0.075,8,550.0,400.0,0.003,1450.0,1100.0,25,60,0.16,10,35,0.05,0.25,6196.707840092327,114.11356284680137,113.39975732048572,108.1458255247252,4.235792064029176,464.17315578082037,9893.966379052714
0.075,8,550.0,400.0,0.003,1500.0,1100.0,20,60,0.16,8,32,0.04,0.3,6114.939334103322,114.29218420242753,113.5742659410638,108.29723389082419,4.235792064029176,473.24985595781607,9896.803372759645
0.075,8,550.0,400.0,0.002,1450.0,1200.0,20,60,0.15,10,35,0.04,0.3,5827.230648450809,113.01328712018102,112.50094719467889,108.70552876382726,4.082801566255534,512.2244489942407,9898.022003876524
0.08,10,550.0,400.0,0.002,1450.0,1200.0,25,60,0.15,8,35,0.05,0.3,5884.82718739094,113.23558072570202,112.68582056239192,108.63042837871956,4.357271989522715,505.1554304348873,9898.363606978965
0.08,10,550.0,400.0,0.003,1450.0,1200.0,25,60,0.15,8,32,0.05,0.3,5715.714978897061,112.92275178269382,112.43062332302698,108.87553473092743,4.357598085277048,526.3983176497885,9898.989441400561
0.075,8,550.0,400.0,0.003,1500.0,1100.0,25,60,0.16,8,38,0.05,0.25,6047.3941066841135,114.43011129138006,113.7120217785418,108.4205614025508,4.235792064029176,480.70870797735824,9899.150101962961
0.075,8,550.0,350.0,0.002,1450.0,1100.0,20,60,0.16,8,38,0.05,0.25,5982.454281238105,114.11285299418171,113.4542245668194,108.52749388969715,4.311832917115144,489.97281432657627,9900.203032923706
0.075,10,550.0,400.0,0.003,1450.0,1100.0,20,55,0.16,10,38,0.05,0.25,6425.675042689517,114.93325482672194,112.92287349924122,107.72925768620729,4.235792064029176,439.6527922689446,9900.311954101897
0.075,8,550.0,350.0,0.002,1500.0,1100.0,20,60,0.15,8,32,0.04,0.3,5961.195419918852,114.15873562214612,113.49727722749034,108.5626919666716,4.159093307758366,492.13299308640063,9900.60168873384
0.075,10,550.0,350.0,0.003,1500.0,1150.0,20,55,0.15,8,35,0.05,0.3,5763.479461066097,113.68902923487421,112.3148109542545,108.80315581338542,4.159360552883373,521.6049886997027,9900.962230817964
0.075,8,550.0,400.0,0.003,1450.0,1100.0,25,60,0.15,10,35,0.04,0.3,6225.282475294497,114.0701129963839,113.3560814217961,108.10630001927444,4.083106877036413,461.8177622878802,9902.261350537616
0.075,10,550.0,400.0,0.002,1500.0,1100.0,25,60,0.16,8,38,0.05,0.25,6216.0000153839,114.68384449062873,113.91132136818582,108.15417681595429,4.235486528810051,459.5442528451846,9902.37678987875
0.075,8,550.0,400.0,0.003,1450.0,1150.0,20,55,0.16,10,38,0.05,0.25,6108.436866685473,114.155601067769,112.50467946554525,108.25498706515656,4.235792064029176,480.1034499922955,9902.832902707447
0.075,10,550.0,400.0,0.002,1500.0,1150.0,25,60,0.15,10,35,0.05,0.25,5986.9259026820055,113.94317353756604,113.29997763465391,108.51413214834314,4.082801566255534,490.6615244036072,9905.0813474931
0.08,8,550.0,400.0,0.003,1500.0,1200.0,20,55,0.15,8,35,0.05,0.3,5826.216669844526,113.6385492571984,112.23254379168498,108.700431562108,4.357598085277048,515.3152289514799,9905.156697387789
0.08,10,550.0,400.0,0.002,1500.0,1150.0,20,55,0.15,8,38,0.05,0.25,6308.807381381503,114.93433977828224,112.9966475885503,107.95194115956274,4.357271989522715,453.96179234331635,9905.763704925876
0.075,10,550.0,400.0,0.003,1500.0,1200.0,20,60,0.15,8,38,0.05,0.25,5497.296013636134,113.06612297814176,112.60440135312324,109.24296703252676,4.083106877036413,552.1784002172644,9905.946915501185
0.075,8,550.0,350.0,0.003,1450.0,1100.0,20,60,0.16,8,35,0.05,0.25,5865.852389711849,113.83962207433585,113.22802256713003,108.71365700925097,4.312100358623572,506.1636764086081,9908.20215871547
0.08,10,550.0,400.0,0.002,1500.0,1100.0,25,55,0.15,10,32,0.05,0.25,6749.294388281858,115.51564195374806,113.19158015545233,107.17207800179071,4.357271989522715,399.9935554207675,9908.553423583086
0.075,8,550.0,400.0,0.002,1500.0,1100.0,20,55,0.15,10,38,0.04,0.3,6559.441069503487,115.35611843801657,113.18482597517757,107.51837867582861,4.082801566255534,422.6035050522205,9908.667724406603
0.075,8,550.0,350.0,0.002,1450.0,1200.0,20,60,0.15,8,32,0.04,0.3,5513.453878149206,112.5798956806264,112.17684158811055,109.19388740772999,4.159093307758366,551.9180183329497,9910.363031969126
0.075,8,550.0,400.0,0.003,1500.0,1200.0,20,55,0.16,8,38,0.05,0.3,5741.044498066599,113.46418790890274,112.15458759628036,108.83996279115107,4.235792064029176,526.1952470292127,9911.11736749249
0.08,8,550.0,400.0,0.003,1450.0,1100.0,25,55,0.15,8,35,0.04,0.3,6615.344579571991,115.09287949762788,112.92921239864958,107.40863295334948,4.357598085277048,418.3249399970646,9911.476778051143
0.075,8,550.0,400.0,0.003,1500.0,1150.0,25,60,0.16,8,35,0.05,0.25,5810.194427439055,113.7115831122575,113.12191228026754,108.79904635982872,4.235792064029176,513.7288668619295,9911.80120769965
0.075,8,550.0,350.0,0.003,1450.0,1200.0,20,55,0.15,8,32,0.04,0.3,5553.098859942289,112.63278824701644,111.62135760780318,109.08429630150027,4.159360552883373,549.7163553253347,9912.65369444209
0.075,8,550.0,400.0,0.002,1500.0,1100.0,25,60,0.15,8,38,0.04,0.25,6234.916416918675,114.66448679540414,113.89289998304461,108.13885740333534,4.082801566255534,458.6361502871357,9914.142523659797
0.075,8,550.0,350.0,0.002,1500.0,1150.0,20,55,0.15,8,32,0.04,0.25,5952.659539579313,113.9433931777488,112.44662505591835,108.5342584319143,4.159093307758366,500.0004549314503,9914.320894714268
0.075,10,550.0,400.0,0.003,1500.0,1100.0,20,60,0.15,8,35,0.04,0.3,6097.547693134944,114.3618301616976,113.64298275036631,108.35766455402555,4.083106877036413,476.8972071317322,9915.08892762096
0.075,10,550.0,400.0,0.002,1500.0,1200.0,20,55,0.15,10,38,0.05,0.3,5924.893135307871,113.80417719817899,112.34968418905378,108.57151474290654,4.082801566255534,503.8432371814586,9915.888890156974
0.075,10,550.0,350.0,0.002,1450.0,1200.0,20,55,0.16,8,32,0.05,0.25,5678.02513656695,113.01942066105413,111.88204312807363,108.93081543299485,4.311832917115144,534.8834688406849,9916.632959988328
0.075,8,550.0,400.0,0.003,1500.0,1100.0,20,55,0.15,10,35,0.04,0.25,6413.045536137719,115.00283994121666,112.9834357138247,107.78128744231262,4.083106877036413,442.6789623711878,9917.387735422104
0.075,8,550.0,400.0,0.002,1450.0,1150.0,20,55,0.16,8,38,0.04,0.25,6279.127189922518,114.52134452525505,112.72662931752186,108.01163647280076,4.235486528810051,460.3047136760107,9918.12781568325
0.08,8,550.0,400.0,0.003,1500.0,1100.0,25,55,0.15,8,32,0.04,0.3,6569.202581089894,115.21636081980829,113.04470503402584,107.50874837362846,4.357598085277048,424.00681964815965,9918.39290135893
0.08,8,550.0,400.0,0.003,1450.0,1200.0,25,60,0.15,8,35,0.05,0.3,5708.892511335914,112.97609634289606,112.48333551205796,108.92236365725311,4.357598085277048,529.3822988109634,9918.681565977724
0.075,8,550.0,350.0,0.002,1450.0,1100.0,25,55,0.16,10,32,0.05,0.25,6363.728461793864,114.55519431223854,112.70703431604738,107.86864654526916,4.311832917115144,450.40415439054664,9918.945647900327
0.075,10,550.0,400.0,0.003,1450.0,1200.0,20,55,0.15,10,32,0.04,0.25,5863.877383281408,113.22225832206294,111.92226189483995,108.63311968260852,4.083106877036413,513.1024145143317,9919.879521184715
0.08,8,550.0,400.0,0.002,1450.0,1150.0,25,60,0.15,8,32,0.04,0.25,6225.748283661101,113.89420716299938,113.20892491049167,108.13548957093525,4.357271989522715,464.84757813004194,9919.885598757273
0.08,8,550.0,400.0,0.002,1500.0,1150.0,20,60,0.15,8,38,0.05,0.3,6042.3496040445525,114.27698855554426,113.58510638280563,108.46343034246568,4.357271989522715,484.61777429837844,9919.994455764449
0.08,8,550.0,400.0,0.002,1500.0,1100.0,25,60,0.16,8,32,0.05,0.3,6410.28919136712,114.80641927257761,113.97853047345794,107.85191210742437,4.520326351385884,438.4445834803687,9920.303189560032
0.075,10,550.0,400.0,0.002,1500.0,1100.0,20,60,0.16,8,32,0.04,0.3,6302.902570514616,114.54530768765369,113.77302540360733,108.03089246434159,4.235486528810051,452.26013350189197,9920.341288540412
0.075,10,550.0,400.0,0.002,1450.0,1150.0,25,60,0.15,8,38,0.04,0.3,6079.404797034224,113.78834749530523,113.1471992946784,108.37899404649261,4.082801566255534,482.40210558639296,9921.5921579165
0.075,10,550.0,400.0,0.002,1450.0,1200.0,25,60,0.15,10,38,0.05,0.3,5809.511932958808,113.09710710332683,112.58382707033017,108.77942394882515,4.082801566255534,516.8753891976787,9921.766652684033
0.075,10,550.0,400.0,0.002,1450.0,1100.0,25,60,0.15,10,35,0.04,0.3,6408.2154537528095,114.32268918826033,113.55440390517474,107.84038250086671,4.082801566255534,441.1190410830932,9922.415149529908
0.075,8,550.0,350.0,0.003,1450.0,1150.0,25,55,0.15,8,32,0.04,0.25,5881.751998173062,113.48548077272686,112.12232874333525,108.63248462350626,4.159360552883373,510.84086072996024,9923.350727480567
0.075,8,550.0,350.0,0.003,1450.0,1100.0,20,60,0.15,10,35,0.05,0.25,5889.941904517103,113.8189801542005,113.20774593770807,108.69582334716064,4.159360552883373,505.0520965908738,9923.537198058439
0.075,8,550.0,350.0,0.002,1450.0,1150.0,20,60,0.16,8,35,0.05,0.25,5750.4756535725755,113.39624139416948,112.86539929879461,108.90618170166195,4.311832917115144,523.3369364193754,9924.484806052393
0.075,10,550.0,400.0,0.002,1450.0,1150.0,20,55,0.16,10,38,0.05,0.25,6298.330651689217,114.49828841695667,112.70075303621078,107.98816059470126,4.235486528810051,458.91000856985147,9924.59089023978
0.075,8,550.0,400.0,0.003,1450.0,1200.0,25,60,0.16,8,38,0.05,0.3,5630.924458258389,112.84832817242717,112.38828741092429,109.04835615390742,4.235792064029176,539.5528624164782,9925.642391186086
0.08,10,550.0,400.0,0.002,1500.0,1200.0,20,60,0.15,8,32,0.05,0.3,5793.139117270708,113.47987818865423,112.92611013368614,108.84188894626648,4.357271989522715,518.4115340713774,9926.346922079394
