f0,t_hold,t_switch,k1,k2,sse,peak,mid_mean,late_mean,jump_pct,loss
0.16,10,40,0.03,0.2,23562.871127167156,128.13076516783846,127.28017998641872,120.91403850404494,4.520652702501038,31981.500312503646
0.16,12,35,0.03,0.16,23748.00093048477,127.88265874683029,127.04361669022038,120.73072375459996,4.520652702501038,31987.46108576204
0.2,10,35,0.05,0.3,24329.319057945162,127.25482972412195,126.39638736239765,120.11085520490263,5.174083000057905,32038.541387271947
0.18,8,45,0.04,0.2,23595.993223549696,128.33004877858218,127.49293998845602,121.1246402309992,4.847125499332305,32193.08861823884
0.2,8,45,0.05,0.24,23960.491525020712,128.0136279931121,127.15758001568338,120.79212214399324,5.174083000057905,32270.456533250912
0.18,12,40,0.05,0.2,24146.472994825348,127.89974126705773,127.04563579401358,120.69884364009128,4.847125499332305,32371.560295695464
0.16,8,35,0.02,0.2,24088.75388067854,127.99439020933305,127.13495888600815,120.77080698008807,4.520652702501038,32385.168615689745
0.2,8,40,0.05,0.12,23967.252951705712,128.01117498509672,127.22091905961398,121.0258880546937,5.174083000057905,32401.4961273601
0.16,10,35,0.02,0.3,24356.490156555075,127.800499165592,126.93289851207405,120.57723856304813,4.520652702501038,32486.461306729685
0.2,8,45,0.05,0.2,24212.54210149497,128.22177456508504,127.3770724858745,121.00956959950068,5.174083000057905,32708.534338244805
0.16,12,50,0.04,0.3,23760.245346606996,128.88972746850163,128.03284390076925,121.56285611634786,4.520652702501038,32790.21288509118
0.16,8,45,0.03,0.16,23760.18853851545,128.97819968973567,128.19050123327443,121.8592655198747,4.520652702501038,32987.971894802875
0.2,10,35,0.05,0.24,24966.690714989523,127.69054557185461,126.82660559932188,120.48738384885631,5.174083000057905,33009.50752508336
0.18,8,45,0.04,0.16,24070.956999137532,128.69197923090738,127.88651303785,121.5524884970514,4.847125499332305,33025.480441090134
0.18,8,35,0.03,0.24,24815.95259517988,128.00019332946349,127.13190079712285,120.75386302289036,4.847125499332305,33102.02892756351
0.16,12,45,0.04,0.12,23896.61465155761,128.80019149235648,128.073179771958,121.9534425011625,4.520652702501038,33112.1940239074
0.16,12,50,0.04,0.24,24020.800645801428,129.0951542886065,128.26431231439796,121.80924431613292,4.520652702501038,33261.82709747652
0.18,10,40,0.04,0.3,24839.146378140515,128.2345332871267,127.36074514189008,120.9501933099649,4.847125499332305,33307.232195092736
0.2,8,45,0.05,0.16,24573.985573515387,128.49930349469201,127.6788305445555,121.33756651844169,5.174083000057905,33341.72738142711
0.18,12,35,0.04,0.3,25162.95449491695,127.8925610872703,127.0231027374368,120.65531645902273,4.847125499332305,33361.38596341179
0.18,12,40,0.05,0.16,24742.24136808395,128.35517035532004,127.51511858624909,121.15378485697943,4.847125499332305,33362.31929333896
0.16,10,40,0.03,0.16,24450.30113984953,128.79959810662115,127.96971222285299,121.58221105086211,4.520652702501038,33459.406898221816
0.16,12,50,0.04,0.2,24272.485387786204,129.27107670584388,128.4718932672494,122.05728254084639,4.520652702501038,33716.84073774217
0.2,8,35,0.04,0.3,25619.269468546045,128.0443797006499,127.17222395855792,120.7847612538392,5.174083000057905,33933.82572400098
0.2,8,50,0.05,0.3,24950.02697987174,128.87233010198628,128.00651065491394,121.53047426460306,5.174083000057905,33950.26453067097
0.2,10,35,0.05,0.2,25590.211523636277,128.12207157419684,127.25558737979227,120.86819675548544,5.174083000057905,33975.40160907299
0.18,8,50,0.04,0.3,24676.878035800542,129.27170015161605,128.4068974552878,121.88618000833853,4.847125499332305,34017.90974941104
0.18,10,35,0.04,0.12,25197.495873720567,128.66714622222182,127.85752690593976,121.55931966683617,4.847125499332305,34144.00406273296
0.16,10,35,0.02,0.24,25471.77860911654,128.54174767943638,127.66476214406207,121.21749547723107,4.520652702501038,34190.0096156446
0.18,10,40,0.04,0.24,25386.711896532695,128.64724821878622,127.77231321296998,121.3158373630049,4.847125499332305,34192.22230570083
0.18,12,45,0.05,0.3,25362.626277561707,128.7732300277803,127.89439276517547,121.41795530158639,4.847125499332305,34267.10053784787
0.2,8,50,0.05,0.24,25131.78628211921,129.0160880290259,128.1684712961168,121.70285341291479,5.174083000057905,34279.229627585766
0.2,8,45,0.05,0.12,25132.54280115593,128.87754098485445,128.10717649098132,121.88056537357733,5.174083000057905,34328.62893024255
0.18,8,45,0.04,0.12,24809.878405557243,129.18559055116512,128.44563957782518,122.26152230407885,4.847125499332305,34331.53339964315
0.16,12,50,0.04,0.16,24632.67915650383,129.48871251182027,128.74102828220902,122.42927768747937,4.520652702501038,34367.28717813553
0.18,8,35,0.03,0.2,25703.181835244173,128.6047484964846,127.73288467663072,121.28724798922181,4.847125499332305,34478.668994928754
0.18,8,50,0.04,0.24,24931.50241930831,129.46919227591195,128.62941398358947,122.12297884229538,4.847125499332305,34478.97382481078
0.16,12,40,0.03,0.3,25542.83950144028,128.88820864797265,128.00359431135522,121.50885276453329,4.520652702501038,34539.031187244465
0.16,8,50,0.03,0.3,24705.420291465296,129.85116580422041,128.98674553281393,122.40007674599573,4.520652702501038,34550.883290305224
0.2,8,50,0.05,0.2,25306.652206883093,129.13915071619468,128.3136487287839,121.87628644087361,5.174083000057905,34595.360787721256
0.18,12,35,0.04,0.24,25988.47769022111,128.44070922440866,127.56430689723372,121.12877515754431,4.847125499332305,34621.799691356384
0.16,8,45,0.03,0.12,24731.22302271221,129.61488691510957,128.9118850698069,122.77442854948936,4.520652702501038,34705.09630577342
0.16,8,35,0.02,0.16,25567.22476467365,129.015566156914,128.1619296077972,121.71140272575674,4.520652702501038,34721.6273710463
0.18,12,45,0.05,0.24,25664.68532386957,129.02288766979723,128.15084845265272,121.65648766095102,4.847125499332305,34788.29142074585
0.18,8,50,0.04,0.2,25177.269715485752,129.63831050159177,128.82895363038432,122.3613443914402,4.847125499332305,34923.4161708749
0.18,12,40,0.05,0.12,25674.783021709187,129.02023690662483,128.2210566122463,121.91528878904232,4.847125499332305,34941.63929096587
0.2,8,50,0.05,0.16,25555.713827691983,129.29133257702085,128.50177850995306,122.13620426240307,5.174083000057905,35045.185111522806
0.18,10,40,0.04,0.2,25919.79185445381,129.0462147394594,128.17571559952665,121.68547026492077,4.847125499332305,35067.473542093096
0.2,8,35,0.04,0.24,26406.43210535814,128.56394801695805,127.68520412445659,121.23348930694539,5.174083000057905,35136.05510363419
0.16,12,35,0.03,0.12,25697.42413198704,129.22694924237183,128.42355809684645,122.08957240430301,4.520652702501038,35137.63371522084
0.16,8,50,0.03,0.24,25060.96740644866,130.11947813237109,129.28908618786468,122.7217561004888,4.520652702501038,35195.1172389266
0.18,12,45,0.05,0.2,25956.722886219817,129.2534175642995,128.39392921985808,121.89715767010483,4.847125499332305,35296.76016328975
0.16,12,50,0.04,0.12,25185.673299243732,129.7604682074293,129.09650607929944,123.0360478609731,4.520652702501038,35366.3346789944
0.2,10,35,0.05,0.16,26498.641497568635,128.7497577770263,127.88678472240763,121.44623844293316,5.174083000057905,35408.96036662518
0.16,10,45,0.03,0.3,25806.876010999484,129.71824731493876,128.82702753142704,122.23151282533608,4.520652702501038,35503.604317636644
0.18,8,50,0.04,0.16,25528.669378544688,129.84751726761075,129.08764417317136,122.718797151221,4.847125499332305,35558.092447752555
0.16,12,40,0.03,0.24,26264.969992668808,129.4166682754714,128.5305634159979,121.97682125333205,4.520652702501038,35708.481887212365
0.16,12,35,0.02,0.3,26652.369279891205,128.9666754262577,128.0786425572353,121.57187752996927,4.520652702501038,35710.30424712633
0.2,8,50,0.05,0.12,25935.39890955536,129.48126503539288,128.750094343306,122.55968133115701,5.174083000057905,35731.409104640006
0.16,8,50,0.03,0.2,25405.549956984945,130.34934266348483,129.56035193745532,123.04577499619256,4.520652702501038,35818.51021457047
0.16,10,40,0.03,0.12,25859.39295019447,129.7781352473511,129.00860545342638,122.70311731240253,4.520652702501038,35850.25283381357
0.18,12,35,0.04,0.2,26800.076482940658,128.984024835979,128.10439123532902,121.6079814812123,4.847125499332305,35882.192709567666
0.16,10,35,0.02,0.2,26578.22864662216,129.27750255839695,128.39614625009852,121.86638081513685,4.520652702501038,35910.1889627572
0.18,12,45,0.05,0.16,26375.91990950005,129.5608434957219,128.7281788025945,122.26026030337212,4.847125499332305,36032.18572535092
0.22,8,35,0.05,0.3,27297.413533468676,128.62363768447673,127.74120857627057,121.27859101775603,5.501525149641573,36069.90465595613
0.2,8,35,0.04,0.2,27179.213499795445,129.0788257117398,128.19701347511014,121.68757431087657,5.174083000057905,36336.39257373145
0.18,10,40,0.04,0.16,26692.396996018277,129.60732641251323,128.75411710568636,122.24559130232305,4.847125499332305,36355.873093304486
0.16,10,45,0.03,0.24,26321.4391034273,130.12549615449294,129.24536249776344,122.62039933546424,4.520652702501038,36393.3845551486
0.18,8,50,0.04,0.12,26067.41971620681,130.10873024453778,129.42929429826535,123.30175525016043,4.847125499332305,36531.461817946096
0.18,8,35,0.03,0.16,27008.69169700056,129.4854775453526,128.61854510900918,122.09809606472193,4.847125499332305,36543.517797637396
0.2,10,40,0.05,0.3,27403.58257008777,129.2085388918744,128.3172166802137,121.77988696257967,5.174083000057905,36657.18768138607
0.16,8,50,0.03,0.16,25900.610144477025,130.63382256369303,129.91223485605315,123.53206945723751,4.520652702501038,36712.71022954259
0.18,12,50,0.05,0.3,26811.83476548719,129.97411274849287,129.09118409452253,122.47381062175278,4.847125499332305,36740.2438862281
0.18,10,35,0.03,0.3,27546.29111040885,129.19933537122373,128.30704930448414,121.76990476002831,4.847125499332305,36793.069181339415
0.16,12,40,0.03,0.2,26971.61912635954,129.9279374815052,129.04750197230973,122.45026849854426,4.520652702501038,36871.216022185225
0.22,8,35,0.05,0.24,27976.524783922243,129.06176135167863,128.17375684185916,121.65683170729105,5.501525149641573,37108.433317823255
0.18,12,50,0.05,0.24,27023.17944646479,130.13342773100516,129.2706603016004,122.66470772550443,4.847125499332305,37123.20077478189
0.18,12,45,0.05,0.12,27024.591706045034,129.97992252524804,129.20277000929275,122.86157878909898,4.847125499332305,37179.427790313384
0.16,10,45,0.03,0.2,26822.70374940615,130.5019422955743,129.64232618293286,123.01322640918312,4.520652702501038,37268.02975060426
0.2,10,40,0.05,0.24,27875.99226432195,129.55068625712673,128.65838435076273,122.0828040004627,5.174083000057905,37422.30016164005
0.18,12,50,0.05,0.2,27226.595331619366,130.26982016284876,129.43155546430415,122.85679754940422,4.847125499332305,37491.24089246309
0.16,12,35,0.02,0.24,27881.752109175126,129.74491886402362,128.84696122739678,122.24352762601552,4.520652702501038,37594.12778694175
0.2,10,35,0.05,0.12,27940.504417432796,129.7148934294276,128.87731245327814,122.42087031550753,5.174083000057905,37739.41516855965
0.18,12,35,0.04,0.16,27989.59678812717,129.77509053295836,128.89984906458253,122.33606707118867,4.847125499332305,37764.502120188285
0.18,10,45,0.04,0.3,27676.398863915572,130.24728658683517,129.3444533323851,122.6778958846442,4.847125499332305,37822.5399549209
0.18,12,50,0.05,0.16,27516.453780212432,130.43850132055593,129.6400775552793,123.14472356877772,4.847125499332305,38014.9555116776
0.16,8,50,0.03,0.12,26664.978276032798,130.98921580286887,130.37731847753437,124.32616511185205,4.520652702501038,38093.10360646135
0.2,8,35,0.04,0.16,28309.882512026084,129.82829182469624,128.95062941428893,122.3773182489538,5.174083000057905,38125.64251140418
0.22,8,35,0.05,0.2,28640.52807929723,129.49566481284302,128.60505460224425,122.03937026708483,5.501525149641573,38140.72604133642
0.2,10,40,0.05,0.2,28334.191820558422,129.88126267000024,128.99260488200161,122.38886913851229,5.174083000057905,38175.83727639043
0.18,10,35,0.03,0.24,28590.667954917335,129.85547732529463,128.95481172102419,122.33610250588457,4.847125499332305,38393.68357662943
0.18,10,40,0.04,0.12,27908.844673689637,130.42745267182795,129.62465646183952,123.18413867666975,4.847125499332305,38421.12428812136
0.16,8,40,0.02,0.3,28155.133711475548,130.4237501632386,129.51272958337915,122.8185783438966,4.520652702501038,38451.6664764154
0.16,10,35,0.02,0.16,28217.606462414366,130.350598561213,129.4752280600683,122.853912948357,4.520652702501038,38509.106928847956
0.16,10,45,0.03,0.16,27548.703929157804,131.00454713201884,130.18887896531163,123.6067553354479,4.520652702501038,38544.22978808059
0.18,10,45,0.04,0.24,28094.247716120713,130.5713733479892,129.67733567740123,122.9872360640361,4.847125499332305,38545.53477691158
0.16,12,40,0.03,0.16,28002.070081073933,130.6476751238091,129.7894208962447,123.16841806008475,4.520652702501038,38593.47887607385
0.16,8,35,0.02,0.12,27972.270776698424,130.59143780212102,129.77956676460312,123.30338784216248,4.520652702501038,38620.4512794868
0.18,12,50,0.05,0.12,27958.61423740754,130.64904962462532,129.9153519347945,123.61395597684998,4.847125499332305,38814.01463494085
0.18,10,45,0.04,0.2,28499.49528625286,130.87077523883264,129.99301926869023,123.29951425786497,4.847125499332305,39252.894798085224
0.2,10,40,0.05,0.16,28995.206048151023,130.34590430731586,129.47150760252268,122.8523645219062,5.174083000057905,39279.400075395446
0.18,8,40,0.03,0.3,28939.462567903716,130.50079501448872,129.58772679825643,122.88289396676609,4.847125499332305,39300.25406716121
0.2,12,35,0.05,0.3,29677.334481892925,129.8227147430833,128.9192172598089,122.30072017079331,5.174083000057905,39445.61755962812
0.16,12,35,0.02,0.2,29102.041491579417,130.51756372411964,129.61494437235706,122.92436834744495,4.520652702501038,39497.00177046016
0.22,8,35,0.05,0.16,29607.248393431993,130.12679650468525,129.23964624028332,122.62002006718265,5.501525149641573,39671.1892237965
0.18,12,40,0.04,0.3,29451.411851083532,130.51640616689193,129.6026100552172,122.89533181686926,4.847125499332305,39825.3787737831
0.18,8,35,0.03,0.12,29111.926443794277,130.84280724553557,130.0116875962172,123.4685639767136,4.847125499332305,39953.09461821718
0.16,8,40,0.02,0.24,29106.124310174037,131.07664006573754,130.16370569035303,123.39610752372603,4.520652702501038,39997.53839999179
0.18,10,35,0.03,0.2,29621.51722365639,130.50631715389375,129.60171298006497,122.90957002919293,4.847125499332305,40000.7453296107
0.2,8,40,0.04,0.3,29697.476190495014,130.53055188435388,129.61636689549564,122.90711552004447,5.174083000057905,40081.596608184824
0.18,10,45,0.04,0.16,29083.29596007852,131.2702612040416,130.42735789280314,123.77096771323313,4.847125499332305,40279.272012382346
0.2,10,45,0.05,0.3,29679.57501205142,130.772422968365,129.8583982048994,123.12150192915541,5.174083000057905,40283.52556109823
0.16,10,50,0.03,0.3,28655.511841019736,131.94540181462716,131.04692964846555,124.18880048521237,4.520652702501038,40384.144547839904
0.16,10,45,0.03,0.12,28687.08037437696,131.69076748272622,130.9663124726553,124.59195099009534,4.520652702501038,40560.5502056082
0.18,8,40,0.03,0.24,29717.639596738518,131.03437336638635,130.119732000664,123.35486057894626,4.847125499332305,40564.92103688516
0.2,12,35,0.05,0.24,30476.205609943452,130.3135483204446,129.40375861577132,122.72410301220005,5.174083000057905,40671.157161692216
0.18,12,35,0.04,0.12,29894.532223843984,130.99320990029315,130.15001777833473,123.56556408818041,4.847125499332305,40852.56067711835
0.2,10,45,0.05,0.24,30014.58550243002,131.02713780185525,130.1200067104283,123.36452513766298,5.174083000057905,40863.55404876531
0.18,12,40,0.04,0.24,30114.176128631734,130.97109886607714,130.0559583349363,123.29751873776796,4.847125499332305,40902.240138164896
0.16,12,45,0.03,0.3,29571.7111459331,131.63644098516534,130.71204198878212,123.8663539955582,4.520652702501038,40971.187813160795
0.2,10,35,0.04,0.3,30690.577823259096,130.42670536802717,129.51262368157188,122.81538721713147,5.174083000057905,40981.27374983533
0.22,8,40,0.05,0.3,30566.18962617673,130.58809446103015,129.67239421824075,122.9551753161861,5.501525149641573,40998.739186003884
0.2,10,40,0.05,0.12,30028.535091092956,131.02443676547193,130.1916222414216,123.62820373489396,5.174083000057905,41034.699495926645
0.2,8,35,0.04,0.12,30115.821274678678,130.98191008698655,130.13456842922466,123.54159777969078,5.174083000057905,41052.76723347775
0.2,8,40,0.04,0.24,30325.16873627249,130.96109849190066,130.04563904420485,123.28794130384009,5.174083000057905,41101.42296547727
0.16,10,50,0.03,0.24,29072.904030320722,132.23468423342896,131.37285392521784,124.53514030151855,4.520652702501038,41141.90288727184
0.16,12,40,0.03,0.12,29639.25326812343,131.70106894937885,130.9076710993254,124.37367862738856,4.520652702501038,41379.187754622035
0.2,10,45,0.05,0.2,30338.318861579504,131.2623393030256,130.36797303125022,123.60972837762284,5.174083000057905,41428.85706814592
0.18,10,50,0.04,0.3,29826.619836387043,131.91025527466005,131.00174485439464,124.13868376471697,4.847125499332305,41505.67347217997
0.16,8,40,0.02,0.2,30040.98718991991,131.70881690637603,130.8028294545889,123.98087189163573,4.520652702501038,41541.46026852228
0.22,8,40,0.05,0.24,31068.213423023364,130.93210704549523,130.01538420327566,123.25944932418258,5.501525149641573,41814.25574969121
0.18,8,40,0.03,0.2,30478.562943046865,131.55058936317832,130.64160466442436,123.83234793685307,4.847125499332305,41820.89104774608
0.16,10,50,0.03,0.2,29477.30990191087,132.48253942469677,131.66531460719074,124.88405222604297,4.520652702501038,41874.50131485775
0.18,10,45,0.04,0.12,29991.39173007269,131.81522665998696,131.0445701260832,124.55254880397784,4.847125499332305,41887.70383044332
0.2,12,35,0.05,0.2,31258.708449856375,130.79982455988343,129.88706846830905,123.15243676663344,5.174083000057905,41891.47359688105
0.18,12,40,0.04,0.2,30759.979809384724,131.4107519108815,130.50042134538413,123.70418986583654,4.847125499332305,41967.736668864956
0.16,12,45,0.03,0.24,30170.38106865902,132.0749791849225,131.1624538368917,124.28456749193253,4.520652702501038,42009.589713512185
0.18,10,50,0.04,0.24,30140.11066855698,132.12835706202299,131.2474364571362,124.39973173426493,4.847125499332305,42074.75660371538
0.18,12,35,0.03,0.3,31331.97604308428,130.96129718919164,130.03790051022042,123.27088273390623,4.847125499332305,42099.35089938847
0.2,8,40,0.04,0.2,30936.13909664343,131.37733325428582,130.46642501213793,123.67294920269543,5.174083000057905,42109.33271443482
0.22,8,35,0.05,0.12,31139.68950953508,131.09720093914225,130.2354685029888,123.59901864050804,5.501525149641573,42154.59102933189
0.2,10,45,0.05,0.16,30802.64312775665,131.57599788630407,130.70894281373018,123.97967432191071,5.174083000057905,42245.34787524035
0.16,12,35,0.02,0.16,30911.14282174312,131.6447626961033,130.74832756274142,123.96080026372958,4.520652702501038,42372.86756374695
0.18,10,35,0.03,0.16,31139.52688427351,131.45478941880563,130.55536007789428,123.78163248925392,4.847125499332305,42412.129740777746
0.2,10,35,0.04,0.24,31646.03974861771,130.99956288938174,130.07811058508236,123.30930321633016,5.174083000057905,42449.451526419965
0.22,8,40,0.05,0.2,31554.97613864832,131.26448141430876,130.3513853348349,123.56688178277682,5.501525149641573,42616.939428170095
0.18,10,50,0.04,0.2,30442.599385769965,132.31514308161002,131.46778435992093,124.66254678497133,4.847125499332305,42622.72489212862
0.16,10,40,0.02,0.3,31080.25677610959,131.83066849148346,130.89483479073368,124.01649164267036,4.520652702501038,42649.71264951032
0.16,10,35,0.02,0.12,30885.916658984035,132.00722057507738,131.17560954260628,124.52600533402361,4.520652702501038,42846.15604701138
0.16,10,50,0.03,0.16,30058.081067180265,132.7893166596067,132.04474124871098,125.40780625885722,4.520652702501038,42924.24307665091
0.16,12,45,0.03,0.2,30753.737372446223,132.480416760656,131.58993153273218,124.70709705292073,4.520652702501038,43030.156510485984
0.2,10,50,0.05,0.3,31284.455778261545,131.9976487065385,131.07925659676621,124.19724959694892,5.174083000057905,43032.42013032748
0.18,10,50,0.04,0.16,30874.890900284212,132.54622982604008,131.75348860080686,125.0567386134395,4.847125499332305,43404.20986209347
0.2,10,50,0.05,0.24,31518.4390384785,132.16019731509294,131.26234482276612,124.39174823031969,5.174083000057905,43457.186256348636
0.2,10,45,0.05,0.12,31520.112201619424,132.00357823449548,131.19308046710302,124.59233577692235,5.174083000057905,43516.2055475236
0.18,12,40,0.04,0.16,31696.744558340775,132.02926214292825,131.1378830982128,124.32062117172491,4.847125499332305,43536.59940991386
0.2,8,40,0.04,0.16,31821.221087650658,131.96278157726456,131.06980373188406,124.25642134718612,5.174083000057905,43591.37551876209
0.18,8,40,0.03,0.16,31586.985257410233,132.2772818912427,131.39059439986573,124.5566164539927,4.847125499332305,43678.396528881734
0.2,12,35,0.05,0.16,32400.37094296211,131.50743548159033,130.59849348001723,123.80286686937902,5.174083000057905,43704.349604986826
0.22,8,40,0.05,0.16,32256.82051787819,131.73164328039363,130.83283147684028,124.03244058483882,5.501525149641573,43791.41526328627
0.16,8,40,0.02,0.16,31411.50281909443,132.5996281867717,131.72103502684612,124.868779319048,4.520652702501038,43840.1323096122
0.2,10,50,0.05,0.2,31743.46892913863,132.2993587600742,131.4264782701773,124.58746339026027,5.174083000057905,43864.861136999745
0.2,10,35,0.04,0.2,32584.9422664823,131.56742647109522,130.64248303193526,123.80926164034014,5.174083000057905,43916.286488211976
0.18,12,35,0.03,0.24,32535.335010251216,131.6671092545599,130.7346020937375,123.87918470378474,4.847125499332305,43951.35449226309
0.16,10,40,0.02,0.24,32135.712566957183,132.51721509434267,131.57929502137418,124.62319909990816,4.520652702501038,44370.199083461805
0.2,10,50,0.05,0.16,32063.804180035986,132.4714652665475,131.63919759155795,124.88082579944127,5.174083000057905,44444.04574914378
0.16,12,45,0.03,0.16,31598.769817220695,133.02183060513417,132.17861692649845,125.34565254150743,4.520652702501038,44518.72023307723
0.16,10,50,0.03,0.12,30954.201359875922,133.17261464808632,132.54631658181862,126.26332611176122,4.520652702501038,44542.45928022779
0.18,10,50,0.04,0.12,31537.13404090736,132.83479887011782,132.13088032036853,125.69980362283012,4.847125499332305,44600.58649676573
0.18,8,35,0.02,0.3,33030.98966249191,131.87357736539045,130.93409836999672,124.04753712566367,4.847125499332305,44634.15706415086
0.22,8,45,0.05,0.3,32980.88815458537,132.16047282952118,131.2217787038451,124.30277696870911,5.501525149641573,44857.63823429447
0.22,10,35,0.05,0.3,33876.73886489366,131.55274092571008,130.61855909044266,123.77376047616008,5.501525149641573,45177.9005054355
0.2,8,45,0.04,0.3,32942.365215793805,132.63053333605,131.68566732759,124.70675495816464,5.174083000057905,45272.702988949815
0.2,12,40,0.05,0.3,33530.30270992884,132.02466970483573,131.08365769002933,124.17827408832306,5.174083000057905,45274.444724683075
0.18,12,45,0.04,0.3,32884.277159871184,132.73480940682447,131.78860040611227,124.79640763603871,4.847125499332305,45318.22586243069
0.2,10,50,0.05,0.12,32551.694581154057,132.6862903515311,131.9200136425581,125.35892351300811,5.174083000057905,45325.73678676139
0.22,8,45,0.05,0.24,33336.397419615016,132.41656133552974,131.4847688424301,124.5468758728313,5.501525149641573,45474.42384602585
0.18,10,40,0.03,0.3,33376.585642910184,132.54841668428054,131.59913099737943,124.62577232491617,4.847125499332305,45622.08083011026
0.22,8,40,0.05,0.12,33352.843178405295,132.41384181998137,131.55675296345538,124.81171417703746,5.501525149641573,45656.57181498091
0.18,12,35,0.03,0.2,33724.063456921365,132.3674214371284,131.43057937071583,124.49546422790692,4.847125499332305,45811.914626567625
0.2,8,40,0.04,0.12,33213.261402247146,132.81858317018475,131.9780511175987,125.23423711627872,5.174083000057905,45962.260802387544
0.18,12,40,0.04,0.12,33172.972429126276,132.93364947428802,132.0977246112832,125.35401790581452,4.847125499332305,46051.454218158084
0.22,8,45,0.05,0.2,33679.79995485012,132.6530291701605,131.7340419603982,124.79316205815027,5.501525149641573,46075.12510366705
0.16,10,40,0.02,0.2,33173.68005135096,133.18210389715614,132.25141900465903,125.23761829060136,4.520652702501038,46088.75427038686
0.2,8,45,0.04,0.24,33420.90733682773,132.96874509737876,132.0329933349607,125.02904699094555,5.174083000057905,46103.65948702488
0.2,10,35,0.04,0.16,33960.09847445033,132.39433346451395,131.47381334937697,124.56896608241347,5.174083000057905,46104.104990806
0.18,12,45,0.04,0.24,33392.20696087921,133.09228901947088,132.15571351709227,125.13704088164431,4.847125499332305,46200.37948468495
0.18,8,45,0.03,0.3,33268.700012701665,133.27559269300664,132.32200808283957,125.26049649415141,4.847125499332305,46235.363151825026
0.2,12,40,0.05,0.24,34125.50412676472,132.4106743238785,131.46847289622733,124.51934899804756,5.174083000057905,46244.13315131571
0.2,8,35,0.03,0.3,34352.72121520253,132.19721004274047,131.25179987443673,124.3225393115215,5.174083000057905,46257.89576564142
0.18,10,35,0.03,0.12,33587.41031700072,132.91724244748778,132.0562049787448,125.25632745578145,4.847125499332305,46395.07590751847
0.22,10,35,0.05,0.24,34736.47113288949,132.04748328107848,131.10689296242964,124.20000124749907,5.501525149641573,46501.85587292785
0.2,12,35,0.05,0.12,34215.70858868881,132.59611934918766,131.7156106109175,124.90024632206786,5.174083000057905,46654.35823523916
0.16,12,50,0.03,0.3,32885.742784462374,134.03555761575944,133.10300562088378,125.97191103849771,4.520652702501038,46667.884504082365
0.18,8,40,0.03,0.12,33344.835567527094,133.34083615065347,132.5194783071027,125.77212097145318,4.847125499332305,46675.35773172677
0.16,12,45,0.03,0.12,32923.840333151784,133.76122323709728,133.0162191556427,126.40597883918792,4.520652702501038,46868.956431753075
0.18,8,35,0.02,0.24,34488.73762928475,132.69918464873078,131.7489909562952,124.75861396050365,4.847125499332305,46882.63864250215
0.2,8,45,0.04,0.2,33884.81486438315,133.28121317321782,132.36239243429895,125.3544194826939,5.174083000057905,46915.86639899669
0.22,8,45,0.05,0.16,34172.03722924326,132.96837339239013,132.0768042483988,125.1647372617274,5.501525149641573,46941.90740570556
0.16,12,40,0.02,0.3,34064.059575011015,133.19977019885422,132.23965937237023,125.18111491478695,4.520652702501038,46947.47829568443
0.18,12,45,0.04,0.2,33885.01056126292,133.4226000946154,132.50392510714246,125.4809774632217,4.847125499332305,47063.344142689275
0.18,10,40,0.03,0.24,34282.764624124124,133.12348822389845,132.17241693133818,125.13371994573849,4.847125499332305,47100.60995506756
0.16,12,35,0.02,0.12,33857.87299310458,133.38559412868486,132.5349987374023,125.71641779308109,4.520652702501038,47173.574408571396
0.2,12,40,0.05,0.2,34703.41240525184,132.78371929376013,131.8455485154348,124.86405378167429,5.174083000057905,47199.726092756435
0.18,8,45,0.03,0.24,33911.29296826488,133.71835415476795,132.7766984213591,125.68226198781343,4.847125499332305,47352.423336905755
0.16,12,50,0.03,0.24,33372.22339075807,134.3473649216584,133.45426024053705,126.34471279450001,4.520652702501038,47552.52122660755
0.16,8,40,0.02,0.12,33605.79702815223,133.90520574198987,133.10703037624816,126.36138006586513,4.520652702501038,47585.27726344186
0.16,8,45,0.02,0.3,33859.61653441852,134.04127851749607,133.0774687194677,125.91778105218256,4.520652702501038,47603.43272449229
0.22,8,35,0.04,0.3,35596.05552263189,132.44949001717927,131.49943180955478,124.53683204059915,5.501525149641573,47739.45353570968
0.22,8,50,0.05,0.3,34682.14262798328,133.3922867896107,132.44906810563344,125.3832713492186,5.501525149641573,47778.03062937603
0.22,10,35,0.05,0.2,35578.0533339273,132.53762281514543,131.59397629615643,124.63121889136855,5.501525149641573,47818.98544082526
0.2,8,45,0.04,0.16,34552.639622149756,133.6981583075856,132.81563032757387,125.84567841136597,5.174083000057905,48092.79638772729
0.2,8,35,0.03,0.24,35604.33649403134,132.89901381843413,131.94447835709647,124.92687157983357,5.174083000057905,48188.962798649016
0.22,8,50,0.05,0.24,34930.05856627403,133.55570477212197,132.63311397464003,125.57862264913928,5.501525149641573,48228.593553901126
0.22,8,45,0.05,0.12,34931.83305534904,133.39824594882413,132.56347835526327,125.78008453014876,5.501525149641573,48288.974020428475
0.18,12,45,0.04,0.16,34595.13167670237,133.86341600182087,132.9831219179028,126.00035537013993,4.847125499332305,48315.038725264094
0.16,12,50,0.03,0.2,33843.50010149671,134.6145484241649,133.76949096824765,126.72034398614767,4.520652702501038,48407.228107492054
0.18,8,45,0.03,0.2,34536.95815546129,134.12769286592965,133.20823212040452,126.10837640638785,4.847125499332305,48449.05115041305
