l_early,l_late,t_late,tau_b,b_slope,b_max,sse,peak,late_mean,loss
1550.0,1450.0,20,15,40.0,350.0,3723.845767062894,103.09232833398168,102.5114469089977,4104.482686016837
1550.0,1400.0,20,15,35.0,300.0,3726.4690572218697,103.08055201378198,102.49956419149734,4106.934807361784
1550.0,1450.0,30,12,35.0,350.0,3725.9040697349737,103.20020861207357,102.62030276473666,4108.213756157124
1550.0,1350.0,30,12,25.0,300.0,3727.8535830453006,101.77883199644346,101.33820803154578,4109.802674120859
1550.0,1400.0,30,15,40.0,350.0,3728.0868933875245,101.72083707025983,101.27961110490183,4110.339977640067
1600.0,1300.0,30,12,35.0,300.0,3703.1120231423843,100.38947408920001,100.08484126487039,4111.578149553433
1600.0,1350.0,25,10,25.0,300.0,3729.6222580081094,101.54777001292746,101.10475039395536,4113.107548072288
1600.0,1450.0,20,10,30.0,350.0,3734.5943083603743,102.93935969118776,102.3570977166921,4113.183048425251
1600.0,1400.0,25,15,30.0,400.0,3704.0384363459198,100.27192892509017,99.96591913088551,4115.61280191714
1550.0,1450.0,20,15,25.0,400.0,3733.8043525628314,101.68321068205896,101.24159440002384,4116.283908225917
1550.0,1400.0,25,12,30.0,300.0,3737.0577516721064,103.12184876969889,102.54123414204206,4118.133640648513
1600.0,1400.0,25,12,35.0,350.0,3734.6857091146676,101.50198222922565,101.05848877692553,4118.578448271707
1550.0,1450.0,25,15,30.0,400.0,3737.4093135049625,101.66315030063372,101.22132600423139,4120.019017651791
1550.0,1450.0,30,10,35.0,300.0,3691.2902561732244,105.0824446201768,104.36317197592356,4120.471983327429
1550.0,1450.0,30,10,25.0,350.0,3738.265437474212,103.2036372313064,102.62376241595192,4120.631383557437
1600.0,1350.0,25,12,40.0,300.0,3738.359861251917,101.50673999334688,101.06329576281078,4122.208676153111
1600.0,1450.0,25,10,25.0,400.0,3740.7219269115926,101.51957862337592,101.07626723170586,4124.454050173126
1600.0,1400.0,20,10,30.0,300.0,3748.883459210908,102.89967573514153,102.31705614207266,4127.002872592888
1550.0,1450.0,20,12,35.0,300.0,3709.4018199434768,104.83481277390355,104.11361772938663,4127.958601183811
1600.0,1400.0,25,10,25.0,350.0,3746.2607085597283,101.50535173419483,101.06189314100104,4130.122302018796
1550.0,1400.0,30,10,30.0,300.0,3747.5667793986368,103.224032766798,102.64434258243246,4130.271334811204
1600.0,1400.0,20,15,40.0,350.0,3747.86197436968,101.40097228178682,100.95643457982844,4132.774081246032
1550.0,1450.0,25,12,30.0,350.0,3752.5575346402256,103.07588770564584,102.49485774735251,4132.956111193633
1600.0,1350.0,30,15,25.0,400.0,3682.1565628695957,99.23554934320589,99.06639642402918,4133.217807688408
1600.0,1350.0,30,12,30.0,350.0,3723.328363714002,100.31819586875199,100.01272782701727,4133.652439966816
1600.0,1350.0,20,15,35.0,300.0,3751.2748481430635,101.38936730891602,100.94470972618288,4136.314691305194
1550.0,1450.0,25,10,30.0,300.0,3715.291514064453,104.90552600395966,104.18487906590977,4136.781012325477
1600.0,1450.0,25,12,35.0,400.0,3753.7943439772744,101.45392799429385,101.00993757314265,4138.151352249533
1550.0,1400.0,20,15,40.0,300.0,3759.3170084119392,102.98979964181092,102.40799253121013,4138.539160603911
1600.0,1300.0,30,15,25.0,350.0,3687.3110763531618,99.22138687878397,99.05204850398337,4138.975057659109
1600.0,1300.0,30,10,25.0,300.0,3735.1582130670818,100.34277065700323,100.03759049316855,4144.832372364697
1550.0,1450.0,20,12,25.0,350.0,3766.068705003789,103.02025802817052,102.43872576029108,4145.693335782884
1550.0,1450.0,30,10,40.0,300.0,3724.0353818081694,104.9918299434311,104.2718528783558,4149.2139443772
1600.0,1400.0,30,10,40.0,350.0,3767.764129798353,101.57298334095819,101.13022476775095,4151.0396055727415
1550.0,1400.0,25,15,30.0,350.0,3768.639296525243,101.57739210648367,101.13467918858132,4151.879145947896
1600.0,1350.0,25,15,30.0,350.0,3738.2699576917403,100.18732172447268,99.88032203587773,4152.2208651337305
1550.0,1450.0,20,10,25.0,300.0,3736.225057897144,104.7860340788697,104.06446134147023,4152.806025434083
1550.0,1450.0,30,12,40.0,350.0,3772.667988062931,103.07922386919027,102.49822404852462,4153.114574823538
1550.0,1400.0,30,12,25.0,350.0,3772.426350667631,101.64966546239857,101.20770136807101,4155.127218991737
1550.0,1450.0,20,12,40.0,300.0,3740.3588735905228,104.74364071296228,104.02173998724567,4155.253970715855
1600.0,1300.0,30,12,40.0,300.0,3744.593609993038,100.30222981927017,99.9965747919248,4155.345203284084
1550.0,1400.0,25,12,35.0,300.0,3783.4534873376006,103.0038252722548,102.42214470660218,4162.8591050685945
1550.0,1450.0,30,15,40.0,400.0,3781.057649226,101.57180421437734,101.12903343110102,4164.342706839202
1550.0,1350.0,25,15,30.0,300.0,3783.8748017059565,101.53750058104347,101.09437466342686,4167.4485111549975
1600.0,1300.0,25,15,30.0,300.0,3754.8527415289436,100.14796556117322,99.84050576043542,4169.948856828396
1600.0,1400.0,25,12,40.0,350.0,3788.100474771269,101.38304381101783,100.93832091380872,4173.210842270196
1550.0,1450.0,25,10,35.0,300.0,3758.244612056069,104.78643131695775,104.06486165406056,4174.84151434323
1600.0,1350.0,20,15,40.0,300.0,3789.4711624775805,101.3001027427141,100.85452368357771,4175.56672221614
1550.0,1400.0,30,10,35.0,300.0,3797.89537794432,103.1068612945776,102.52611119925962,4178.746635478301
1600.0,1400.0,20,10,35.0,300.0,3802.229903795528,102.78291790001447,102.1992473944337,4179.116647247731
1600.0,1400.0,20,12,25.0,350.0,3793.392322407824,101.33018159421458,100.88491291243669,4179.117676354191
1550.0,1350.0,30,12,30.0,300.0,3797.1061877340494,101.61170708249783,101.16934960977488,4180.079545049335
1550.0,1450.0,30,12,25.0,400.0,3797.3582075356985,101.57770636706282,101.13499670361453,4180.5955295453505
1600.0,1450.0,20,10,35.0,350.0,3805.6022341429407,102.7744777333617,102.19073133315028,4182.4084427637
1550.0,1300.0,30,15,25.0,300.0,3774.5117638872653,100.35798578044586,100.052983895453,4183.788466641468
1600.0,1450.0,30,10,35.0,400.0,3804.4354149497135,101.44365797807058,100.99956138848799,4188.89651384996
1600.0,1350.0,25,10,30.0,300.0,3806.2222704567407,101.38241560726293,100.93768622173909,4191.339679642534
1550.0,1400.0,25,10,25.0,300.0,3813.882194508813,102.95588345151029,102.37377044817644,4192.673889274745
1600.0,1400.0,30,12,30.0,400.0,3779.3799628627858,100.17689200073805,99.86977035677062,4193.631903593476
1550.0,1450.0,25,12,35.0,350.0,3816.8980075940126,102.90943964950928,102.32690802527367,4195.130525026001
1550.0,1400.0,30,15,25.0,400.0,3785.561791121749,100.32961578476646,100.02428150925645,4195.582627285468
1550.0,1400.0,25,12,40.0,300.0,3821.12909224114,102.91426616530741,102.33177803087969,4199.418090760211
1550.0,1400.0,20,12,25.0,300.0,3821.918302534456,102.86322586414146,102.28027798991302,4199.6291501401865
1550.0,1350.0,30,15,25.0,350.0,3790.579985924113,100.31530153256844,100.00979959124237,4200.981254657462
1550.0,1450.0,25,15,35.0,400.0,3820.8701653256066,101.44845075174922,101.00440370660598,4205.282474234689
1550.0,1450.0,20,10,30.0,300.0,3795.9482885558778,104.61528042074805,103.89238809184393,4205.916339239393
1550.0,1450.0,25,10,40.0,300.0,3793.6030930790002,104.69607583230813,103.97380739870607,4206.641314147611
1550.0,1450.0,30,10,30.0,350.0,3827.6602751569008,102.97560633230005,102.39367119170107,4206.70001773883
1550.0,1450.0,25,10,25.0,350.0,3829.16112082044,102.9128584594852,102.33035764044752,4207.433606973393
1600.0,1450.0,25,12,40.0,400.0,3825.3917323351043,101.29294849825973,100.84729563484221,4211.577510262224
1600.0,1400.0,25,15,35.0,400.0,3794.1264725504216,100.06019724500659,99.7517121484794,4211.867374264806
1600.0,1350.0,30,12,35.0,350.0,3797.337042888364,100.15628234295112,99.84891975500088,4212.189049684028
1550.0,1350.0,25,15,35.0,300.0,3832.086958207506,101.41994979381708,100.97560817292238,4216.794896013753
1550.0,1400.0,30,10,40.0,300.0,3838.8374166071894,103.01796491589663,102.43641195152271,4218.431222119857
1550.0,1400.0,25,15,35.0,350.0,3835.5196254136617,101.41146316250928,100.96703384902156,4220.318142820062
1600.0,1400.0,20,10,40.0,300.0,3845.3912822097323,102.69433521303688,102.10986865935803,4221.490372343934
1600.0,1450.0,20,12,30.0,400.0,3834.704940760978,101.24464938551637,100.79849845081162,4221.5215590315565
1600.0,1350.0,30,10,25.0,350.0,3808.806819487068,100.15960691388638,99.8522831887974,4223.56156089801
1600.0,1300.0,25,15,35.0,300.0,3806.3226650657934,100.03207291111366,99.72325950488067,4224.937598313727
1600.0,1300.0,30,10,30.0,300.0,3814.56762002454,100.17938768959418,99.8722952264408,4228.74736640737
1600.0,1350.0,25,15,35.0,350.0,3810.0184666381106,100.02370602378723,99.71479496857185,4228.895907196196
1550.0,1400.0,20,15,25.0,350.0,3846.3096452687923,101.38490455592819,100.94020087749078,4231.399192871002
1550.0,1450.0,20,12,30.0,350.0,3854.479045511133,102.7907478974873,102.2071478087155,4231.441535102852
1550.0,1350.0,30,12,35.0,300.0,3848.987300695245,101.49542361401362,101.05186231437163,4232.941193016296
1550.0,1450.0,20,15,30.0,400.0,3848.214165757062,101.38211396411113,100.93738146312796,4233.334958413012
1600.0,1400.0,25,10,30.0,350.0,3848.220857729027,101.28117778682939,100.83540351073076,4234.556879933864
1600.0,1400.0,20,15,25.0,400.0,3817.426471643496,100.01457303449544,99.70555540070907,4236.591757018191
1600.0,1450.0,20,10,40.0,350.0,3861.811648514771,102.65502859394421,102.0702091615546,4237.602012953859
1550.0,1450.0,25,12,40.0,350.0,3867.1239011870994,102.78880104013416,102.20518344206887,4244.067464279106
1600.0,1300.0,30,15,30.0,350.0,3783.3246726088373,98.9980795583739,98.82582086340894,4244.925000094725
1600.0,1350.0,20,12,25.0,300.0,3858.7432100567767,101.17569057498112,100.72882909466199,4246.526221866782
1550.0,1450.0,20,10,35.0,300.0,3842.5837079455277,104.49652068660893,103.77271292088211,4248.230885518548
1600.0,1350.0,25,10,35.0,300.0,3864.430517638962,101.2673903738067,100.82147390809311,4250.945389626688
1550.0,1400.0,30,12,30.0,350.0,3867.72850281261,101.42333056743007,100.9790238829999,4252.400682992326
1550.0,1350.0,25,15,40.0,300.0,3870.0961971495567,101.33073477407481,100.88547180164387,4255.814880360257
1600.0,1450.0,25,10,30.0,400.0,3872.063555791099,101.22480963986426,100.77845420905116,4259.150289866463
1550.0,1300.0,30,15,30.0,300.0,3845.416617474175,100.19132703936756,99.88437418930806,4259.252390251055
1550.0,1400.0,25,10,30.0,300.0,3886.159616323233,102.78816554774959,102.20454223442205,4263.097014747525
1550.0,1350.0,30,10,25.0,300.0,3881.6403938490585,101.44818859934747,101.00413884416673,4266.055361792105
1550.0,1400.0,20,12,30.0,300.0,3891.1452749492832,102.6942195596811,102.10975196739805,4267.243419940356
1600.0,1450.0,30,10,40.0,400.0,3881.5619346634344,101.28398236172153,100.83823701250554,4267.861954213599
1600.0,1300.0,25,15,40.0,300.0,3846.725304876363,99.94411619698833,99.63427676183954,4268.156841927814
1600.0,1350.0,30,15,30.0,400.0,3806.714436171137,98.9419996052841,98.76900866170213,4270.937947231971
1550.0,1400.0,25,15,40.0,350.0,3886.5473633339075,101.29120919820961,100.84553839300224,4272.755200319108
1600.0,1350.0,30,12,40.0,350.0,3854.4615374649857,100.03893002270601,99.73019665254644,4272.862181966011
1550.0,1450.0,25,15,40.0,400.0,3888.9131502869163,101.2855567801836,100.83982767028719,4275.193014875018
1550.0,1350.0,30,12,40.0,300.0,3890.8164516121983,101.40718487492221,100.9627113576359,4275.661075936303
1550.0,1450.0,30,10,35.0,350.0,3899.127136883051,102.8106508733432,102.22722981461892,4276.286642351634
1600.0,1400.0,30,10,25.0,400.0,3860.947550991963,100.03251061837791,99.72370232085349,4279.548782752576
1550.0,1450.0,20,10,40.0,300.0,3880.7290363181123,104.40641932208652,103.68191831135901,4283.250416625441
1600.0,1400.0,20,12,30.0,350.0,3895.3164742676645,101.1044387697679,100.65684382555,4284.179202818542
1600.0,1350.0,25,15,40.0,350.0,3864.378640033637,99.90514828319822,99.59485463729678,4287.098303974792
1600.0,1400.0,25,15,40.0,400.0,3866.919199906279,99.89957561678624,99.58921703365635,4289.825095421331
1550.0,1450.0,25,12,25.0,400.0,3905.031244304707,101.29150190451358,100.84583411869485,4291.235365536142
1600.0,1300.0,30,10,35.0,300.0,3874.7258109179593,100.0657338361795,99.7573133845124,4292.296167230508
1600.0,1400.0,30,12,35.0,400.0,3876.9923883433075,99.96784287206862,99.65828010262231,4297.65172636651
1600.0,1350.0,25,10,40.0,300.0,3911.2729953909297,101.18012218173703,100.73330634403456,4298.991578400824
1550.0,1450.0,20,12,35.0,350.0,3923.9636370629105,102.62470629324658,102.03961478680397,4299.532967918258
1550.0,1450.0,25,10,30.0,350.0,3925.0733105947293,102.68547994503068,102.10093387359865,4301.10066144492
1550.0,1350.0,30,15,30.0,350.0,3886.24691520299,100.08944493359834,99.78130138095644,4303.092537891368
1600.0,1400.0,25,12,25.0,400.0,3881.327810379333,99.90549383550544,99.59520421640707,4304.035943044022
1600.0,1450.0,20,10,25.0,400.0,3916.4332550803438,101.09873357839889,100.6510799362701,4305.386005510033
1550.0,1450.0,30,12,30.0,400.0,3922.781862117773,101.28041401536167,100.83463186178176,4309.127711095513
1550.0,1450.0,20,10,25.0,350.0,3936.1055099651985,102.62817317062074,102.0431127650701,4311.699357283335
1550.0,1300.0,30,15,35.0,300.0,3897.2978429699956,100.07534384852855,99.76703561317709,4314.573364223789
1600.0,1400.0,25,10,35.0,350.0,3928.5850132116543,101.11901198015774,100.67156699351476,4317.220193531178
1550.0,1400.0,25,10,35.0,300.0,3941.507308160327,102.67149645989107,102.08682484304464,4317.423965110126
1550.0,1400.0,20,12,35.0,300.0,3943.004942020193,102.57665202315465,101.99112960091443,4318.254534150114
1550.0,1400.0,25,12,25.0,350.0,3933.9339315790053,101.2203577401092,100.77395642946942,4321.082156627684
1600.0,1450.0,20,12,35.0,400.0,3932.491888228986,101.03322400487598,100.58489669812595,4322.516222843963
1550.0,1450.0,20,15,35.0,400.0,3938.0769748002353,101.16794872521325,100.7210075156494,4325.973307205114
1600.0,1300.0,30,15,35.0,350.0,3857.657508250999,98.83648323515112,98.66211578457566,4326.955742116145
1550.0,1350.0,25,12,25.0,300.0,3939.9130769482495,101.2061734494048,100.75962597883162,4327.259367950789
1550.0,1400.0,30,15,30.0,400.0,3909.230052462171,100.03272435728928,99.72391855443256,4327.824594718264
1600.0,1350.0,20,12,30.0,300.0,3937.7198871384426,101.00947237722542,100.56090097228622,4328.149972076765
1550.0,1400.0,30,12,35.0,350.0,3942.1371907317634,101.25957106675224,100.81357397248203,4328.754867528117
1550.0,1400.0,20,15,30.0,350.0,3941.7488157479543,101.15642118339109,100.7093612734835,4329.81568665252
1550.0,1450.0,30,10,40.0,350.0,3955.806755501269,102.69111850079294,102.10662306070218,4331.879638916536
1550.0,1350.0,20,15,25.0,300.0,3945.442182749812,101.14488661534713,100.6977079516158,4333.681857914163
1600.0,1350.0,25,12,25.0,350.0,3912.6797850254875,99.83530440628788,99.52419720634698,4337.770094508422
1600.0,1350.0,30,10,30.0,350.0,3917.7522314006737,99.93842242009548,99.62851660452915,4339.370439839953
1550.0,1400.0,30,10,25.0,350.0,3954.1938651712976,101.26293465464504,100.8169722428513,4340.767197192385
1600.0,1300.0,30,10,40.0,300.0,3923.0453029640794,99.97950608814284,99.67007934774102,4343.328415429604
1600.0,1300.0,25,12,25.0,300.0,3919.127723613969,99.82131045041139,99.51004033091651,4344.702569469783
1550.0,1350.0,30,10,30.0,300.0,3961.6822268520227,101.28294334337103,100.83718727740562,4347.995569493107
1550.0,1400.0,20,10,25.0,300.0,3975.6289806987593,102.52894495522922,101.94299504927153,4350.598202330508
1550.0,1450.0,20,12,40.0,350.0,3977.904142817806,102.50437732052796,101.91820739783176,4352.743385520678
1550.0,1300.0,30,15,40.0,300.0,3938.08603853427,99.98731854730855,99.67798293521044,4358.1183799284745
1550.0,1400.0,20,12,40.0,300.0,3984.809027038436,102.48745863067423,101.90113724075233,4359.564452159546
1550.0,1400.0,25,10,40.0,300.0,3986.247963304428,102.58298122775753,101.99751554281293,4361.537525875828
1600.0,1450.0,25,10,35.0,400.0,3974.7577256457544,101.01521883237982,100.56670647706667,4365.088802776383
1600.0,1400.0,20,12,35.0,350.0,3974.356664507336,100.94113721095276,100.49186396482406,4366.005260003089
1550.0,1450.0,25,10,35.0,350.0,4001.2327911835614,102.52099640197638,101.93497530311562,4376.158888234708
1600.0,1400.0,20,10,25.0,350.0,3985.6853696265634,100.94460125251823,100.49536356810357,4377.270370361086
1600.0,1350.0,20,15,25.0,350.0,3948.2685369419764,99.72109634138249,99.4086603409284,4377.406452649998
1600.0,1350.0,30,15,35.0,400.0,3903.194715177501,98.73321335476636,98.55750027824698,4377.635533344467
1600.0,1400.0,20,15,30.0,400.0,3950.3302573198293,99.71836988440784,99.4059021848748,4379.567396175284
1600.0,1400.0,30,12,40.0,400.0,3955.876735609664,99.80923730893892,99.49782665496537,4381.872172648556
1550.0,1400.0,25,15,25.0,400.0,3959.272624497541,99.90604767622509,99.5957645111999,4381.962279239166
1600.0,1400.0,25,10,40.0,350.0,3991.5648366703613,101.00150083494142,100.5528475235163,4382.133154918275
1550.0,1350.0,30,15,35.0,350.0,3960.6423160251757,99.92600426314056,99.61595368773632,4382.669487090657
1550.0,1400.0,30,12,40.0,350.0,3999.6379584385854,101.14088105551268,100.69366115706765,4387.938148459917
1600.0,1350.0,20,12,35.0,300.0,3996.2388684201396,100.89386046448784,100.44410204770773,4388.774889738144
1600.0,1300.0,30,15,40.0,350.0,3913.904489387973,98.71933937594036,98.54344563765294,4389.049456368212
1550.0,1450.0,30,10,25.0,400.0,4005.392586072856,101.13438784426529,100.68710110713991,4393.791427685182
1550.0,1450.0,20,15,40.0,400.0,4011.054925667942,101.00544381056166,100.55683101153298,4401.554740287855
1600.0,1450.0,20,12,40.0,400.0,4011.550207200493,100.87283518809065,100.42286110463806,4404.492560989432
1550.0,1400.0,20,15,35.0,350.0,4016.165272958146,100.99108810620385,100.54232781904295,4406.915712395762
1550.0,1350.0,25,12,30.0,300.0,4018.7026362123706,101.04000334518564,100.59174572519147,4408.612841004149
1550.0,1450.0,30,12,35.0,400.0,4020.6988870786345,101.06898134099293,100.62102166759442,4410.129669371533
1550.0,1350.0,30,10,35.0,300.0,4022.4151846230525,101.16799428059474,100.72105354015696,4410.310847366015
1550.0,1350.0,20,15,30.0,300.0,4021.3045627527654,100.97672622475815,100.52781841530849,4412.309086468049
1550.0,1450.0,20,10,30.0,350.0,4039.0096980011326,102.40136266881333,101.8142711105456,4413.410532534363
1550.0,1450.0,20,12,25.0,400.0,4027.2128035821684,101.0114315232649,100.56288024966038,4417.609073369549
1600.0,1350.0,20,10,25.0,300.0,4031.0892634577576,100.8469786061168,100.39673938513596,4424.541169488681
1600.0,1400.0,20,12,40.0,350.0,4035.1092964073123,100.8228084774932,100.37232149818828,4429.0473455120045
1550.0,1400.0,25,12,30.0,350.0,4038.91758509294,100.99497859719665,100.54625827740396,4429.59977268108
1550.0,1450.0,25,12,30.0,400.0,4038.9394875628286,100.99500439964352,100.54628434492889,4429.621223313404
1550.0,1400.0,20,10,30.0,300.0,4055.630713975797,102.36188962824879,101.77444531155342,4429.9091809709535
1600.0,1350.0,30,10,35.0,350.0,4003.150186985201,99.77841913948008,99.46664984939225,4430.2299968423395
1550.0,1400.0,30,15,35.0,400.0,4005.47017075602,99.82155490061976,99.51028762680544,4431.036525233173
1600.0,1300.0,25,12,30.0,300.0,4002.199622627588,99.65748363438286,99.34430832210032,4433.684111097401
1600.0,1400.0,30,10,30.0,400.0,4005.6254608160266,99.74210327356424,99.42991154562534,4434.002936658864
1550.0,1450.0,25,10,40.0,350.0,4061.301321016453,102.40180598896387,101.8147183937485,4435.703673387983
1550.0,1300.0,30,12,25.0,300.0,4011.774678311855,99.86441828873352,99.55365012707605,4435.867147346495
1600.0,1350.0,20,12,40.0,300.0,4043.0122170086993,100.80616352075783,100.35550596901062,4437.290572986949
1600.0,1300.0,30,12,25.0,350.0,3963.3271440833214,98.65030420726708,98.4735119373963,4442.022560101205
1550.0,1350.0,30,15,40.0,350.0,4017.110962502385,99.80752365787164,99.49609305826155,4443.1662902458365
1600.0,1450.0,25,10,40.0,400.0,4058.6813611361304,100.85622798872733,100.40608360146636,4451.949742600568
1550.0,1400.0,30,10,30.0,350.0,4063.8029862338,101.03922882689379,100.5909632450768,4453.726192203715
1550.0,1350.0,25,15,25.0,350.0,4027.0275818306686,99.75093088408886,99.43884182425232,4455.087647134948
1600.0,1450.0,20,10,30.0,400.0,4061.3330223519442,100.80504221772004,100.35437317661923,4455.6344652989155
1600.0,1350.0,25,12,30.0,350.0,4023.768022129578,99.61309407521036,99.29940321023787,4456.9290042729945
1600.0,1400.0,25,12,30.0,400.0,4023.7767536417846,99.61312342154686,99.29943289731685,4456.936616841373
1550.0,1350.0,30,10,40.0,300.0,4071.232881947314,101.08078399946405,100.6329457130745,4460.472308230642
1600.0,1350.0,30,15,40.0,400.0,3980.8093566405455,98.57478474591902,98.39701034655295,4463.477762593374
1550.0,1400.0,20,15,40.0,350.0,4072.731992416542,100.87124382950948,100.42125342526408,4465.705393114978
1550.0,1350.0,25,12,35.0,300.0,4077.1966864799674,100.92438420815934,100.47493900044424,4469.1555950389
1550.0,1350.0,20,15,35.0,300.0,4076.744864432012,100.8597099845616,100.40960130128292,4469.9445169991695
1600.0,1350.0,25,15,25.0,400.0,3986.0190319106755,98.5383278675377,98.36007964590165,4470.638693434607
1600.0,1350.0,30,12,25.0,400.0,3995.0742136070653,98.5805075181915,98.40280751415388,4477.438292810901
1600.0,1400.0,20,15,35.0,400.0,4053.057009446718,99.50769063973421,99.19277673098024,4490.327385507248
1550.0,1400.0,20,10,35.0,300.0,4116.32066161748,102.24571238501876,101.65723109223494,4490.3856482827205
1550.0,1450.0,30,12,40.0,400.0,4099.985859605943,100.90856773816212,100.45896021855074,4492.241920059089
1550.0,1450.0,20,10,35.0,350.0,4120.1996218136155,102.23731415450781,101.64875797389041,4494.257662147929
1600.0,1350.0,20,15,30.0,350.0,4057.480187254421,99.49633083921485,99.18128521346446,4495.204249857032
1550.0,1350.0,30,12,25.0,350.0,4067.7036614740096,99.73770232984008,99.42545942163493,4496.239854134791
1600.0,1400.0,20,10,30.0,350.0,4101.4590616658,100.7215457722978,100.27002169379037,4497.537058280641
1600.0,1300.0,25,12,35.0,300.0,4063.564682327249,99.5434946695824,99.22899603103446,4499.4188685682975
1600.0,1300.0,20,15,25.0,300.0,4061.9252443009286,99.48496413178009,99.16978672763521,4500.10537238375
1600.0,1350.0,30,10,40.0,350.0,4069.767562729012,99.66247502594395,99.34935770287521,4501.06554432704
1550.0,1300.0,25,15,25.0,300.0,4072.0789489424906,99.6526735034424,99.33944231120891,4503.7435552046945
1550.0,1350.0,25,10,25.0,300.0,4112.5306606391705,100.87741904560046,100.42749197568341,4505.383814816434
1550.0,1400.0,25,12,35.0,350.0,4120.29343422168,100.8319213807972,100.38152780445486,4514.047077002757
1550.0,1400.0,30,15,40.0,400.0,4083.1644171300995,99.66131826974892,99.34818750734561,4514.505585626216
1550.0,1350.0,20,15,40.0,300.0,4120.257553106274,100.77091003913225,100.3198913507077,4515.2715351435945
1600.0,1350.0,20,10,30.0,300.0,4120.402938436401,100.68271136912603,100.23078994903952,4517.345816848548
1550.0,1350.0,25,12,40.0,300.0,4124.031437612309,100.8366495726432,100.38630446269583,4517.689933730508
1550.0,1400.0,20,12,25.0,350.0,4123.441042433817,100.80077360308334,100.35006082555745,4517.830560596259
1550.0,1450.0,25,10,25.0,400.0,4125.686676408422,100.8494020264189,100.3991876515369,4519.090362953217
1550.0,1300.0,30,12,30.0,300.0,4095.7144554871625,99.70046409959586,99.38778824560163,4525.606242188044
1550.0,1400.0,25,10,25.0,350.0,4132.207284228242,100.83527054407507,100.38491129804787,4525.893493374901
1550.0,1400.0,25,15,30.0,400.0,4095.655087337213,99.61026324535196,99.29653951199099,4528.924071857435
1550.0,1400.0,30,12,25.0,400.0,4098.94770146559,99.66710844679065,99.35404495730802,4530.072915105011
1600.0,1300.0,25,10,25.0,300.0,4099.607237383139,99.49719086428156,99.1821552098769,4537.2968788772305
1550.0,1450.0,25,12,35.0,400.0,4142.846771344709,100.78417277373201,100.33328992799831,4537.581633080249
1550.0,1400.0,20,10,40.0,300.0,4165.104307671786,102.15757030282973,101.56830353057639,4539.153399139304
1550.0,1400.0,30,10,35.0,350.0,4149.82904416475,100.87740203581373,100.42747479143324,4542.682528712852
1550.0,1450.0,30,10,30.0,400.0,4150.590505602782,100.84066972849206,100.39036582970998,4544.168388842351
1600.0,1350.0,25,12,35.0,350.0,4109.316277976219,99.45233610522605,99.13678053630491,4548.817224087325
1600.0,1300.0,25,12,40.0,300.0,4112.507938899852,99.45699691983195,99.14149536116904,4551.819148962958
1600.0,1300.0,25,15,25.0,350.0,4059.1474185574243,98.38529406186507,98.20505901770144,4552.194352883847
1600.0,1400.0,25,10,25.0,400.0,4113.56531188037,99.46957882716319,99.15422308533638,4552.3660941139315
1600.0,1400.0,30,10,35.0,400.0,4117.756032539055,99.53560321072628,99.2210130277881,4553.92056363446
1550.0,1450.0,20,10,40.0,350.0,4183.892432087718,102.11845900872846,101.5288440441204,4557.9748374359215
1600.0,1350.0,25,10,25.0,350.0,4120.549576873054,99.455636949403,99.14011963086236,4559.916113118918
1600.0,1300.0,30,15,25.0,400.0,4074.1897956394655,98.40424248131629,97.32103075754243,4565.168436109292
1550.0,1450.0,20,12,30.0,400.0,4170.01064180039,100.71566935105017,100.2640851330201,4566.217938585567
1600.0,1300.0,30,12,30.0,350.0,4077.926323377578,98.43076807991196,98.2511230617211,4568.429193511154
1550.0,1350.0,25,15,30.0,350.0,4135.610374624823,99.52622306025853,99.21152407516865,4572.145114850072
1600.0,1450.0,20,10,35.0,400.0,4173.676779693842,100.59624441963251,100.1434390688974,4572.633400626615
1600.0,1400.0,25,12,35.0,400.0,4133.295199860372,99.40526107485357,99.08916016931161,4574.732340085422
1550.0,1400.0,25,12,40.0,350.0,4182.826500989935,100.71374036255247,100.26213640425223,4579.076364071245
1600.0,1400.0,20,15,40.0,400.0,4135.5989082423375,99.34783526929395,99.03106955401837,4579.446824007971
1600.0,1350.0,20,15,35.0,350.0,4141.634811659298,99.33369312465359,99.01676376126082,4586.084664153568
1600.0,1350.0,20,10,35.0,300.0,4187.400726597515,100.56849311434416,100.11540429483243,4587.029407164642
1600.0,1400.0,20,10,35.0,350.0,4191.7584763612995,100.56023652734608,100.10706339122791,4591.589524226734
1550.0,1300.0,30,12,35.0,300.0,4157.781932538254,99.58638675735384,99.27238584335034,4591.9670491782745
1600.0,1300.0,20,15,30.0,300.0,4147.699870830762,99.31954490976199,99.00245185701303,4592.755176850113
1550.0,1300.0,25,15,30.0,300.0,4154.902133932711,99.48713069449212,99.17197840665871,4592.995170919154
1600.0,1400.0,20,12,25.0,400.0,4150.09123934528,99.35383690693098,99.03714064933675,4593.684689637664
1550.0,1350.0,20,12,25.0,300.0,4197.682603219512,100.64710303061008,100.19481746597937,4595.4400547656205
1550.0,1400.0,20,15,25.0,400.0,4158.579172873952,99.49215745176816,99.17706344023964,4596.470439558712
1550.0,1350.0,25,10,30.0,300.0,4201.926958595878,100.71311781604403,100.26150748703814,4598.190572094484
1550.0,1400.0,30,10,40.0,350.0,4217.025386210492,100.76013677738207,100.30900776296986,4612.268200597716
