beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.08,10,550.0,400.0,0.0025,60,0.07,0.08,2470.1393066597443,106.89859932761938,106.14159394976404,94.78391140157889,4.52048956773734,0.8814258072031457,2940.088219296156
0.082,11,550.0,400.0,0.0025,60,0.05,0.16,2573.9453737202757,108.11834559512099,107.26163509625924,95.92615384122968,4.6345160183722145,10.7352612904801,2941.8075421972167
0.08,11,550.0,400.0,0.0025,60,0.05,0.08,2344.307261858293,107.27873550896179,106.57566562101822,97.20558328702167,4.52048956773734,33.01550789952507,2942.329355565217
0.085,10,600.0,400.0,0.003,60,0.05,0.08,2483.051488331252,107.16658620660331,106.3230418666185,95.77833799572544,4.805821756721196,9.094903228364647,2942.4587158744293
0.085,10,550.0,425.0,0.003,60,0.05,0.12,2573.9022807983797,108.12613578087284,107.27115690691028,96.04141767841385,4.762486803580357,11.61792000055932,2943.081120788866
0.082,11,550.0,400.0,0.003,60,0.05,0.16,2568.737207611513,108.37832941962071,107.54220923052954,96.36563557104637,4.634683323092759,16.608845336448027,2944.6077590075693
0.085,10,550.0,425.0,0.0025,60,0.05,0.08,2491.9741882641283,107.84126796449502,107.03043435113041,96.66853701116543,4.762302425822895,21.03614695360738,2945.9571497027187
0.08,10,550.0,400.0,0.003,60,0.05,0.08,2312.3932679633585,107.1498443357576,106.47364984565232,97.3272876508969,4.520652702501038,36.12503282384987,2947.291093547147
0.08,11,550.0,425.0,0.0025,60,0.05,0.08,2355.5315650918023,106.22656643289172,105.49151123624884,95.94694562634604,4.479743197399055,12.522082205635174,2948.8556850504597
0.08,10,550.0,400.0,0.002,60,0.05,0.12,2438.167102943646,106.64287592239947,105.86338044663557,95.40576019113016,4.520326351385884,6.12808027569185,2950.817804832947
0.08,10,550.0,425.0,0.003,60,0.05,0.08,2332.234474473406,106.11450252130851,105.40734764318213,96.0939116895253,4.479916494178848,14.811405935935621,2952.060365852488
0.082,11,550.0,425.0,0.0025,60,0.05,0.12,2492.1478757953832,107.03475359891334,106.20305200897153,95.30378831683034,4.592730633826614,4.876322407840551,2954.4745789041485
0.082,10,550.0,400.0,0.002,60,0.07,0.08,2546.8314517286612,107.46408278153618,106.65196565157387,94.72663165788761,4.634348629978358,0.5014427168180295,2954.4895042006806
0.082,10,550.0,425.0,0.002,60,0.05,0.08,2405.410967368257,106.37068850966718,105.58741708909773,95.57767224171087,4.592552819299112,7.757172458439711,2958.1545324232684
