beta,tau_r,r_max,c_max,k_c,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.078,10,600.0,425.0,0.0025,2388.219306829548,103.20490027171803,102.5714701749599,97.91671948650766,4.366804112410194,73.29503136544116,3922.771609939829
0.085,9,600.0,425.0,0.003,2236.122579871646,105.64674981501831,104.93985623541941,99.80933463440522,4.762486803580357,137.95438832944416,3924.44150581731
0.08,8,600.0,425.0,0.002,2475.7519949265566,102.88900133722387,102.21897808079538,97.27005720080672,4.479569813949191,54.335627532212584,3924.6030685199516
0.08,11,650.0,375.0,0.0035,2206.477628341136,105.00656859853872,104.35408312210578,99.59748668976545,4.561549761925887,131.2308420014827,3926.1086956160475
0.078,8,650.0,350.0,0.002,2389.3171481678332,103.3061971750304,102.68181999107836,98.03650020495652,4.48581264194563,76.68160048409132,3930.266644588456
0.082,10,650.0,375.0,0.0035,2213.0356856546023,105.32507127699188,104.65089594425315,99.74433094714705,4.676623449186268,136.3901054821085,3931.6849076027474
0.082,10,600.0,400.0,0.002,2231.113656031042,105.48960076660858,104.80908709645416,99.78280228949725,4.634348629978358,136.92577760693507,3931.9667766239577
0.078,9,650.0,375.0,0.0025,2437.651552984604,102.9433178116637,102.29839485756591,97.5364485300239,4.446228375927586,62.00210976581056,3933.111585564825
0.078,9,600.0,400.0,0.002,2346.489442508425,103.56900948243708,102.95322491861961,98.38990098007008,4.406353410372188,88.19127175541232,3933.7489037368077
0.08,8,600.0,425.0,0.003,2365.132881555033,103.40896232792662,102.7812659845562,98.20920994982772,4.479916494178848,82.72329938779448,3936.8724390821453
0.078,9,650.0,375.0,0.003,2389.7758321506017,103.16496160253251,102.53801221525768,97.9356782927138,4.446377438062865,74.07564798631256,3936.975135879258
0.082,8,600.0,400.0,0.0025,2224.5125521414507,104.9225661324471,104.27750943516112,99.54594155506094,4.6345160183722145,129.16732140107368,3937.696473844678
0.08,10,650.0,350.0,0.0025,2212.5560231897502,105.14351822244052,104.49368105058434,99.69427949459875,4.602006196812591,134.536277925187,3940.599863404776
0.078,11,650.0,350.0,0.0025,2214.165665789833,104.79683423659274,104.16880985321123,99.52253988946154,4.48595186274261,128.46126770115518,3940.6639595642355
0.082,11,600.0,425.0,0.003,2221.9105877192183,105.37126146565176,104.6938561018389,99.76468355010267,4.592908359469039,137.10757998117987,3941.1363125204925
0.08,8,600.0,400.0,0.0025,2273.993808620989,104.17328302758115,103.55636988386607,99.02425687151148,4.52048956773734,110.35471921141502,3942.5059260042094
0.082,9,600.0,425.0,0.0035,2214.339866185402,104.80621847155093,104.16416337120184,99.52588136775076,4.593085996270885,129.2305198088747,3945.922654756093
0.078,10,650.0,400.0,0.0035,2434.9602894308723,102.83992912695619,102.19483434339652,97.49458508981962,4.406830318235411,61.31494808503476,3946.002309026937
0.078,9,650.0,375.0,0.002,2492.6557686033284,102.7176813411387,102.05426708643208,97.12725234232471,4.446079239242606,50.73432046526246,3948.0684763327363
0.08,9,600.0,400.0,0.0025,2235.4591242228835,104.57373167328518,103.9500980589768,99.36808328202679,4.52048956773734,122.96062884869963,3948.159591106226
0.082,9,650.0,350.0,0.0025,2220.791604754766,105.46819389973932,104.79663504587657,99.84536135679684,4.718111883886955,139.91482184251248,3950.0221759024575
0.078,10,600.0,425.0,0.003,2341.4370192944716,103.45676158156607,102.84379612924661,98.37105928587542,4.366972985031881,88.27057909317088,3950.0357377841356
0.08,8,650.0,350.0,0.003,2236.5764015406794,104.4856808094324,103.86806176382181,99.33335929290158,4.602148995577027,121.87670269394064,3952.8379833106565
0.08,9,600.0,425.0,0.0035,2265.325145329643,104.06071547715952,103.44665314718686,99.00471793900502,4.480089704331891,110.40933368552658,3953.430630209783
0.078,8,650.0,350.0,0.0025,2351.005301196206,103.51795597658058,102.91103281239361,98.42191156763934,4.48595186274261,89.58614709012788,3957.7644589548227
0.078,9,650.0,375.0,0.0035,2348.6221724953753,103.38268480619452,102.77320382008433,98.32517823672151,4.446526425685726,86.88039363871658,3958.345627922708
0.08,10,600.0,425.0,0.0035,2227.053407972456,104.4626439173153,103.84184431017229,99.3501187231849,4.480089704331891,123.07983172755053,3958.657102067837
0.08,9,650.0,400.0,0.002,2572.9307165090786,102.41529380259581,101.69048812941439,96.3269746203567,4.520326351385884,31.87365504371811,3961.39453039823
0.082,9,650.0,425.0,0.0025,2600.9801514955293,102.32762301396771,101.5619249244867,95.9483562059146,4.592730633826614,24.480710520696434,3964.627993376028
0.078,10,650.0,400.0,0.003,2492.1477476499144,102.60889980063342,101.9453711779289,97.08265633444383,4.406671428425701,50.0635224233488,3965.236701950446
0.08,8,650.0,400.0,0.0035,2482.617691936081,102.71179441451763,102.0525620070667,97.25817219326052,4.520815755717722,54.80283937718683,3969.3831677986386
0.078,10,600.0,400.0,0.0025,2259.194345271492,104.20466249299064,103.60249067020823,99.17088507051483,4.4065124591511795,116.19165179276237,3972.7539099447654
0.082,8,650.0,425.0,0.0035,2556.996492256411,102.41145529997208,101.69467665883796,96.49947325746992,4.593085996270885,36.0860988818131,3974.053726458247
0.08,10,650.0,425.0,0.003,2567.128954756289,102.3341810160546,101.6118051661575,96.33608687281775,4.479916494178848,32.46330482538909,3977.1824143982576
0.08,8,600.0,425.0,0.0035,2323.2392803344474,103.66218928579045,103.05479164500389,98.66211971290791,4.480089704331891,98.52242057185384,3979.1068027045135
0.078,9,650.0,350.0,0.003,2259.1052613108295,104.14940681988922,103.5525481828347,99.16307805757134,4.486091013946614,116.11516033055491,3980.1696511582913
0.08,11,650.0,425.0,0.002,2619.869376562927,102.24758897225543,101.47604388594522,95.77698519503286,4.479569813949191,21.369628567803232,3983.5137590639333
0.085,8,600.0,425.0,0.0035,2217.8097440952656,105.49527555531708,104.81768624652757,99.93377669957817,4.762671089171988,144.55050863807088,3984.1745121019526
0.08,10,600.0,400.0,0.0025,2216.7687299999416,104.97760013608726,104.34717289863336,99.71472332641655,4.52048956773734,136.36059422520964,3985.1006859763725
0.078,11,600.0,425.0,0.0035,2252.643691051674,104.09865573357067,103.49915784948439,99.15488540949009,4.367141773238314,116.35870293914661,3985.5358861226155
0.078,9,600.0,400.0,0.0025,2309.801515589674,103.81166372436647,103.2159110015937,98.83207744609837,4.4065124591511795,104.11613524862624,3986.4000081762047
0.08,9,650.0,350.0,0.003,2211.3933124381847,104.9208040186729,104.29588727495994,99.70700349152881,4.602148995577027,136.2881994414936,3986.6396777069594
0.078,11,600.0,400.0,0.0025,2227.3720730496048,104.60094578729422,103.99228635403006,99.5124081606074,4.4065124591511795,129.03535714798343,3988.9284702340688
0.082,8,650.0,350.0,0.003,2211.456520170082,105.24335048478775,104.59743534977017,99.86222319681868,4.7182583341908835,141.90197633825613,3988.9574869505445
0.085,11,600.0,425.0,0.0025,2311.336720708758,106.22554138287563,105.48054297168471,100.03673961411774,4.762302425822895,145.48246415951857,3992.409943037294
0.078,10,650.0,350.0,0.003,2221.5018532619065,104.57654522397155,103.9727132921989,99.53135377252922,4.486091013946614,129.9896659516835,3994.279618573642
0.082,9,600.0,400.0,0.0025,2218.6686286115923,105.33372611618321,104.68156830529418,99.89740235075166,4.6345160183722145,143.08223675279868,3994.6661538010176
0.08,11,600.0,425.0,0.0035,2208.335710308165,104.86800862761346,104.2403982481405,99.69834871206122,4.480089704331891,136.55165869144014,3994.9738175402795
0.078,8,600.0,400.0,0.002,2424.3306862617824,103.18017683316093,102.57080859898251,98.05529673480379,4.406353410372188,77.84517231405819,3997.9951599330684
0.078,10,600.0,425.0,0.0035,2303.0179698823804,103.70423674800487,103.11117365071091,98.81456269854664,4.367141773238314,104.21975766498663,3999.585390367966
0.078,8,650.0,350.0,0.003,2318.781193846803,103.72593810315371,103.13597572460215,98.7978324250823,4.486091013946614,103.12908278186278,4000.9387650844774
0.085,11,650.0,375.0,0.0025,2354.395609952612,106.43545734359881,105.6687361513982,100.04105329207468,4.849002939620917,144.53835414281747,4001.383558547824
0.08,8,650.0,400.0,0.003,2545.336052363427,102.47559359675627,101.79757789345864,96.83787856048882,4.520652702501038,43.99699826254648,4001.5778092782425
0.085,10,650.0,375.0,0.003,2299.0891846323407,106.21531285534644,105.47701432597096,100.08719232618488,4.849165693425883,147.91166220445896,4002.253750356729
0.082,10,600.0,425.0,0.0035,2208.5524400603695,105.21893501977786,104.56976048259007,99.878991763035,4.593085996270885,143.21838863891742,4002.295791929819
0.078,10,650.0,400.0,0.0025,2557.10412078143,102.37374304642978,101.69125248216719,96.66055027790327,4.4065124591511795,39.71104864267792,4005.132753478137
0.078,9,600.0,425.0,0.0025,2474.418213224182,102.81563617217488,102.18870391088292,97.58218689292691,4.366804112410194,63.896911936427244,4009.0877144106635
0.085,9,650.0,375.0,0.0035,2255.8014084915467,105.99302989021675,105.28235660256492,100.12276772342285,4.849328365874239,150.82189352118095,4012.1450478748084
0.078,9,600.0,425.0,0.003,2418.9755450105667,103.06654571682729,102.46001161961917,98.03496549792635,4.366972985031881,77.87343350602526,4014.805881711366
0.078,11,650.0,425.0,0.0035,2550.294333489726,102.30190744324746,101.62157821240734,96.67261841129705,4.367141773238314,40.403253640715896,4018.8405455517677
0.08,11,650.0,350.0,0.0025,2225.153329962715,105.58548733876768,104.9281216687355,100.07280480907103,4.602006196812591,149.85673930379153,4026.908879969933
0.078,9,600.0,425.0,0.002,2538.8421869015997,102.56027941587374,101.91237531497723,97.11835979467949,4.366635155331089,51.00463761039222,4027.6143995165216
0.085,9,650.0,350.0,0.002,2309.1125772999026,106.37213987041694,105.636464940558,100.19689084108748,4.892214667564643,151.8942395167577,4028.341124675238
0.078,8,600.0,400.0,0.0025,2379.2533000591584,103.4219176959321,102.83251638978211,98.49596026098085,4.4065124591511795,92.79211726462765,4029.6674948888754
0.085,9,600.0,400.0,0.002,2283.566609553179,106.20028595582214,105.48223283328873,100.19254878409141,4.805474533849852,152.6514723637521,4030.723923324909
0.082,11,600.0,400.0,0.002,2257.1074500951927,105.90695302881184,105.21910781328756,100.13848709419216,4.634348629978358,151.41375136474045,4030.828397472679
0.08,8,600.0,400.0,0.003,2250.765402026286,104.41818461171152,103.82120780333992,99.46653594969504,4.520652702501038,128.07797537774186,4031.3229487651024
0.082,11,650.0,375.0,0.0035,2238.509493678937,105.77655052541857,105.09446525545147,100.12954507935599,4.676623449186268,152.08714050480518,4034.7306482449926
0.078,8,650.0,375.0,0.003,2487.333431490935,102.74545681851079,102.12548452826354,97.57494244656645,4.446377438062865,63.912307012965144,4034.7624204439066
0.085,10,600.0,425.0,0.003,2271.835632268269,106.07455370931191,105.35987130791129,100.1720910311386,4.762486803580357,152.78412810644159,4036.074114639011
0.078,8,650.0,375.0,0.0035,2438.1302937802006,102.96229248577534,102.35972753759043,97.96299897569055,4.446526425685726,75.79497848072913,4036.17506761082
0.085,8,650.0,350.0,0.0025,2266.4820335306104,106.14493840120528,105.4368393669492,100.22961330432312,4.892366678625049,154.74832964266895,4038.387513162452
0.08,8,650.0,350.0,0.0035,2222.438351131728,104.69633397759509,104.09563633231421,99.71045953005435,4.602291722959917,137.62951233859138,4042.4410541481934
0.078,9,600.0,425.0,0.0035,2372.006549563154,103.31308575550959,102.72638945316073,98.47694494297644,4.367141773238314,92.83904643536668,4043.11188790354
0.078,11,650.0,350.0,0.003,2205.8973291923107,105.00739071868732,104.39650747217988,99.90268894070722,4.486091013946614,144.77304563059005,4043.5130535073426
0.082,11,650.0,350.0,0.002,2284.2112016838455,106.14416135501203,105.43819017116918,100.20413655547527,4.717965360339571,153.2573222242312,4044.1288002343367
0.082,8,650.0,425.0,0.003,2635.956071833456,102.15545034310445,101.41851157967916,96.04660352052262,4.592908359469039,26.81930704000775,4048.310503981933
0.078,8,650.0,375.0,0.0025,2543.3711086563085,102.52471659889727,101.88683366163104,97.17719213892767,4.446228375927586,52.776857300874894,4051.1674557189554
0.08,11,600.0,400.0,0.0025,2217.8202594962986,105.38492260326672,104.74762767651903,100.06420374802687,4.52048956773734,150.57253309406153,4053.5059453672206
0.08,8,650.0,400.0,0.0025,2616.2121810639987,102.23518344870341,101.53784753334308,96.40723466974782,4.52048956773734,34.150337089987936,4055.5842988549584
0.078,9,650.0,350.0,0.0035,2240.3541346864695,104.35451759495004,103.77419658009197,99.53110297380512,4.486230095592392,131.12428231375796,4057.1318683919
0.08,10,650.0,350.0,0.003,2209.4796965085698,105.35978526353406,104.7274875643584,100.08381624852456,4.602148995577027,151.638190530518,4057.30411242946
0.082,10,650.0,350.0,0.0025,2247.5450780310844,105.91808398346241,105.23865828906358,100.22909006036232,4.718111883886955,155.7433819686833,4057.6125771470993
0.078,8,650.0,350.0,0.0035,2292.2864092672944,103.93021283607358,103.35673023225931,99.16449355853754,4.486230095592392,117.24553159382918,4058.6380343638825
0.08,9,600.0,400.0,0.003,2221.0399837011632,104.8195772581428,104.21594568614155,99.81190775638517,4.520652702501038,141.7001301863592,4058.902263615697
0.08,10,650.0,425.0,0.0025,2648.0979416596033,102.07908270758931,101.33633774740947,95.88092141432962,4.479743197399055,23.661992685259357,4058.9967567453605
0.078,9,600.0,400.0,0.003,2280.82031629423,104.05005802892285,103.47378383703429,99.26360247691801,4.406671428425701,120.91886609849347,4059.449597674798
0.078,8,600.0,375.0,0.002,2287.570233002875,104.19493033500876,103.61831925146252,99.33905621362406,4.446079239242606,123.11297642364073,4060.738479110366
0.082,8,600.0,400.0,0.003,2216.1156147113293,105.17492820758588,104.55032731480557,100.00047411395155,4.634683323092759,148.83237968911305,4064.635740544438
0.078,9,650.0,400.0,0.0035,2539.8599718499045,102.41980455470423,101.78177890784545,97.13381483020233,4.406830318235411,52.10523087888287,4064.8515943675866
0.078,10,600.0,400.0,0.003,2238.619312117644,104.44396100226098,103.86133123982532,99.60389796092872,4.406671428425701,133.9704792533579,4066.7885884783836
0.078,10,650.0,400.0,0.002,2630.2851086028077,102.13438421347948,101.43239075199746,96.22802566569126,4.406353410372188,30.341959130014878,4067.16983779296
0.08,9,650.0,425.0,0.0035,2607.3203545903825,102.1573084204215,101.46229275136963,96.4160183446936,4.480089704331891,34.73634920216082,4067.8559851472687
0.08,8,600.0,375.0,0.002,2231.5668725759297,104.96932907473371,104.36527513007795,99.88948278818022,4.56109085561196,144.13882950054384,4068.275561238069
0.082,9,650.0,425.0,0.002,2689.8409678429953,102.06138378343516,101.27429646171606,95.47143527672789,4.592552819299112,16.60404566398707,4068.938792680828
0.078,9,600.0,375.0,0.002,2246.13365167613,104.58755089364344,104.00460699815596,99.67803185129468,4.446079239242606,136.22535640477003,4071.1262070551843
0.082,9,650.0,350.0,0.003,2222.7261106662627,105.69013873456838,105.03651180839748,100.24418523750386,4.7182583341908835,157.76890949162578,4079.9759764473006
0.078,8,600.0,400.0,0.003,2341.9931780725306,103.65941470733591,103.08942890187586,98.92600877477581,4.406671428425701,108.63261439299947,4082.0431408328695
0.085,8,600.0,400.0,0.0025,2254.3861082604244,106.04245713434045,105.35400328106509,100.31603121952105,4.805648188688405,159.59197184849148,4082.6273190795246
0.078,11,650.0,425.0,0.003,2624.8379216334974,102.05771255114757,101.35800688875311,96.23866436348385,4.366972985031881,30.93578025665046,4082.774794699308
0.082,10,600.0,400.0,0.0025,2233.7099402876656,105.7484768665963,105.08913903477267,100.25180171902537,4.6345160183722145,157.83476132876586,4084.6509183564176
0.085,9,600.0,425.0,0.0035,2241.802574595276,105.92035655020005,105.23513996443748,100.29519421954029,4.762671089171988,159.66985142003088,4086.468582074666
0.078,8,650.0,375.0,0.002,2606.6500654910164,102.30000002915038,101.6436906190098,96.76951231947157,4.446079239242606,42.46315850696078,4086.703946601574
0.078,10,650.0,350.0,0.0035,2210.6204776797567,104.78249874245834,104.19526275405133,99.90075333835874,4.486230095592392,145.90504465513362,4090.8115159038903
0.082,11,600.0,425.0,0.0035,2223.2962973906647,105.63526004631859,104.97888678549143,100.23505739922317,4.593085996270885,158.05170327270457,4091.4306454755338
0.08,9,650.0,350.0,0.0035,2205.4961700552626,105.13233678910765,104.52440174355858,100.08553117654793,4.602291722959917,152.9838819990312,4096.674749572716
0.078,11,600.0,400.0,0.003,2215.331357299933,104.84115547611675,104.25210213653595,99.94692035554128,4.406671428425701,147.80436095669484,4104.263217185812
0.078,9,650.0,400.0,0.003,2605.513179688469,102.18972076116329,101.53332596130649,96.72341909942125,4.406671428425701,41.81633575308821,4104.998639855289
0.078,8,600.0,425.0,0.003,2515.045127241246,102.679559071069,102.07938865145384,97.70154012277169,4.366972985031881,68.20397690493697,4108.527382903699
0.078,10,600.0,375.0,0.002,2223.875124308341,104.98344861345579,104.39410426638203,100.01972123984837,4.446079239242606,150.11489368384184,4111.8507996814305
0.082,8,650.0,350.0,0.0035,2210.3727159699456,105.46043063066884,104.83187730411848,100.24978238647869,4.718404711287927,159.3422005828255,4111.925436961381
0.078,8,600.0,425.0,0.0035,2459.6560145090198,102.9251711215625,102.34477444369399,98.142007205283,4.367141773238314,82.20003850751345,4115.905846739374
0.08,10,600.0,400.0,0.003,2211.296782449735,105.22439717598259,104.61403821935326,100.16010534529927,4.520652702501038,156.13124516043484,4118.1050390295095
0.08,8,550.0,425.0,0.002,2247.214626685857,104.83926303928077,104.25082910875317,99.91033656775161,4.479569813949191,145.85235875945267,4118.49314817106
0.078,8,550.0,425.0,0.002,2316.0507075099454,104.06774071022329,103.50621353708848,99.35801276475472,4.366635155331089,124.60166984964971,4123.095810315802
0.078,8,600.0,425.0,0.0025,2579.0164128355914,102.4295940162938,101.80909139042794,97.25031081052532,4.366804112410194,55.21221592500919,4124.033929991148
0.078,9,550.0,425.0,0.002,2270.5200671035655,104.4272028526043,103.85992700728511,99.66880359454129,4.366635155331089,136.67133329537796,4124.6136762068545
0.08,9,600.0,375.0,0.002,2222.8648813313057,105.37279788365603,104.76204103981686,100.23629483650232,4.56109085561196,158.6292065984615,4130.860658754465
0.08,8,650.0,400.0,0.002,2695.720682126399,101.99048829699991,101.27328228674916,95.96599737680668,4.520326351385884,25.351015674264865,4132.945017254601
0.08,8,600.0,400.0,0.0035,2235.029845390828,104.65879815063059,104.08120593862952,99.89818476139882,4.520815755717722,146.63344295130764,4139.797900547812
0.082,9,600.0,400.0,0.003,2219.6308826499326,105.58708002635548,104.95544641909359,100.35355023971245,4.634683323092759,163.81890552752816,4144.822724036832
0.08,9,650.0,425.0,0.003,2688.3775881306356,101.90768772568005,101.19293426513616,95.9733541173519,4.479916494178848,25.84613568829568,4147.466696153084
0.082,8,650.0,425.0,0.0025,2724.549379880231,101.89493242365845,101.13726418447031,95.5827470583831,4.592730633826614,18.750455930123714,4148.849395835152
0.078,9,600.0,400.0,0.0035,2259.0898448603048,104.28426807968992,103.7269322323267,99.68472274342093,4.406830318235411,138.51465425966512,4151.414164476148
0.078,10,550.0,425.0,0.002,2241.24900571198,104.78954997870171,104.21646691772233,99.9819916028233,4.366635155331089,149.39912606939237,4151.776200398588
0.078,8,600.0,400.0,0.0035,2312.0942420726233,103.89274326536648,103.34163461155467,99.34568810701619,4.406830318235411,125.28191384939035,4153.639099500786
0.078,8,600.0,375.0,0.0025,2268.2721603140776,104.42374851107554,103.86613439475168,99.7575091426742,4.446228375927586,140.7821189363785,4157.854012643875
0.078,11,650.0,350.0,0.0035,2203.0128388094067,105.21419374643143,104.61996524270671,100.2734741255833,4.486230095592392,161.60848736272962,4159.925418004129
0.082,8,600.0,375.0,0.002,2234.1472197276844,105.74176552067625,105.10961867562101,100.43324669145656,4.6761528103238525,166.50897838373015,4162.715377240826
0.078,8,600.0,425.0,0.002,2652.077277786509,102.17519854478456,101.53379198795264,96.7880707840666,4.366635155331089,43.319786131602555,4164.080929338815
0.08,11,650.0,350.0,0.003,2230.716072269471,105.8026647700337,105.16290177143192,100.46382894456247,4.602148995577027,167.9486222189334,4165.054478796359
0.085,10,650.0,375.0,0.0035,2314.4957448298246,106.45800878801282,105.73886355904419,100.51699293018521,4.849328365874239,167.69072110668583,4165.286286515609
0.078,9,650.0,400.0,0.0025,2679.048460930174,101.95552649656187,101.2802363943043,96.30288393593784,4.4065124591511795,32.44222354230867,4166.117018178306
0.08,9,550.0,425.0,0.002,2231.204513127429,105.20865048812142,104.61413186262357,100.22831819984448,4.479569813949191,159.19109148308567,4167.37965895682
0.08,10,650.0,425.0,0.002,2738.778705920571,101.819475327399,101.05578721556854,95.41469057249921,4.479569813949191,16.087311601211294,4167.4820368962755
0.078,11,650.0,425.0,0.0025,2708.2476654715115,101.80918965045306,101.08955771052317,95.79410764458902,4.366804112410194,22.544203256513022,4170.684699562782
0.085,11,650.0,375.0,0.003,2373.246955413318,106.68358056495458,105.93663719690178,100.48323346344853,4.849165693425883,164.6949767196388,4171.490946481942
0.078,10,650.0,425.0,0.0035,2670.6205741295526,101.88204522385224,101.20893811081172,96.31324780983083,4.367141773238314,33.033989043929346,4178.306007824697
0.085,10,600.0,400.0,0.002,2342.102132735313,106.63028588270654,105.90437552783551,100.5566679063509,4.805474533849852,168.2886531899881,4178.854821655919
0.078,10,600.0,400.0,0.0035,2225.1826192681415,104.67905932749589,104.11542958682165,100.02647021881592,4.406830318235411,152.52636460539568,4179.4277413564705
0.085,11,600.0,425.0,0.003,2329.446342364908,106.50622237760469,105.78366199377649,100.53798014889514,4.762486803580357,168.50916295105483,4182.671203071704
0.078,11,600.0,375.0,0.002,2220.7227271853308,105.38265550553184,104.78684223954512,100.3641496116672,4.446079239242606,164.7986858174062,4183.105554712363
0.08,10,650.0,350.0,0.0035,2211.9601409464985,105.57220486300659,104.9569496639912,100.46378301873052,4.602291722959917,169.29134892148954,4188.102442596595
0.078,9,600.0,375.0,0.0025,2234.9513325286653,104.81723353960845,104.25334841646529,100.09792141611942,4.446228375927586,154.84694888699042,4188.607710647001
0.08,9,600.0,400.0,0.0035,2213.9975591705233,105.06111821573113,104.47693503213334,100.24506484403513,4.520815755717722,161.255455535066,4188.983436005499
0.085,9,650.0,350.0,0.0025,2326.4202976123042,106.60822847104876,105.89170416634033,100.62226655695908,4.892366678625049,171.75777402266283,4196.26773599293
0.085,8,650.0,350.0,0.003,2280.3261295091347,106.37583555914755,105.68627991419218,100.64298300998175,4.892518613698904,174.19423211708238,4198.749669684688
0.082,8,550.0,425.0,0.002,2236.243765831789,105.60885505865166,104.99287114000776,100.45606631341599,4.592552819299112,168.46427348644556,4200.174047312567
0.085,10,650.0,350.0,0.002,2385.357892755871,106.83873066221282,106.0944583666856,100.59136737010402,4.892214667564643,168.82505717641158,4203.290884479639
0.08,8,600.0,375.0,0.0025,2226.797128823657,105.20532231001943,104.62078039812327,100.31992053747223,4.5612439008740235,163.76833151029336,4203.346143460004
0.082,11,650.0,350.0,0.0025,2298.4949297379558,106.37205997489896,105.6846758820935,100.61614831144239,4.718111883886955,172.5689196790397,4203.954723823753
0.078,11,550.0,425.0,0.002,2228.1818058793174,105.1548090303469,104.57585952586399,100.29759812169706,4.366635155331089,162.7989338805137,4204.742216741878
0.082,11,600.0,400.0,0.0025,2269.488852754861,106.16685508332277,105.50025731668488,100.60916818258647,4.6345160183722145,173.44408972850337,4207.803279486244
0.08,11,600.0,400.0,0.003,2221.434479718654,105.6326786223613,105.01551875151418,100.51115557182324,4.520652702501038,171.3894759191871,4209.112274607559
0.082,10,650.0,350.0,0.003,2258.5117676742525,106.1409777204743,105.47954920022093,100.62945625057871,4.7182583341908835,174.6255618610494,4209.914257300207
0.082,8,600.0,400.0,0.0035,2215.3434838146004,105.42288225379926,104.81817211292712,100.44411643693614,4.63485054418189,169.35390190187482,4211.679131382266
0.078,8,650.0,400.0,0.0035,2665.9547036560725,102.00328900314732,101.37225491535499,96.77601239317043,4.406830318235411,43.71387498734178,4216.6790912289225
0.085,9,600.0,400.0,0.0025,2300.9166966184366,106.46969639991505,105.77354866041894,100.67879999985216,4.805648188688405,175.51740513269826,4221.027465575172
0.085,10,600.0,425.0,0.0035,2288.0691526427236,106.34927115728628,105.65633991513303,100.65972803573935,4.762671089171988,175.68167150768525,4224.016941482876
0.082,9,650.0,350.0,0.0035,2230.3989120473793,105.90814309621847,105.2719407400642,100.63323651720096,4.718404711287927,176.20346992629513,4224.582481930958
0.08,10,600.0,375.0,0.002,2234.371464552416,105.77971275101427,105.16217988318886,100.58594540170789,4.56109085561196,173.9411682894169,4225.508625204661
0.078,8,550.0,425.0,0.0025,2292.784345498496,104.32677930238641,103.7868027387361,99.83246721006351,4.366804112410194,144.84616044441043,4233.4663969976245
0.078,11,600.0,400.0,0.0035,2210.314635743337,105.07714892016413,104.50715776839616,100.37095576213981,4.406830318235411,167.3341645920778,4237.886683833253
0.08,10,550.0,425.0,0.002,2232.309098636476,105.58107186764116,104.98040524707906,100.54880765256821,4.479569813949191,173.22597370202595,4243.357422557267
0.08,8,650.0,425.0,0.0035,2741.0834162825304,101.73352545201551,101.04597738456876,96.05466625346052,4.480089704331891,27.90069513570078,4249.052668926647
0.078,9,650.0,400.0,0.002,2760.9215383725013,101.71714741662888,101.02242305779824,95.87196897937984,4.406353410372188,24.0672513711782,4249.685365186216
0.078,10,600.0,375.0,0.0025,2220.9328817713476,105.21400239571257,104.64377911595925,100.44105848846863,4.446228375927586,169.70261138131977,4250.003640320713
0.08,9,650.0,425.0,0.0025,2778.7360931711314,101.653654802896,100.91860484461363,95.51991270948035,4.479743197399055,18.099676188534406,4252.34327176155
0.078,9,550.0,425.0,0.0025,2255.6664133290597,104.68713853095973,104.14147758581376,100.14475121815039,4.366804112410194,157.90698906443248,4256.134064596187
0.082,10,600.0,400.0,0.003,2244.1805861732587,106.00283063524145,105.36408597091659,100.7095779235775,4.634683323092759,179.6590312525605,4258.386952288335
0.078,10,650.0,425.0,0.003,2754.031630710951,101.63885372812733,100.94643844324312,95.88091561701486,4.366972985031881,24.56725478628958,4264.0656651293875
0.085,8,600.0,400.0,0.003,2269.734757199227,106.30611301480552,105.63889122205042,100.78898143312206,4.805821756721196,182.27686087310082,4269.864422094759
0.08,10,600.0,400.0,0.0035,2213.083347845593,105.46687286700585,104.87602660648542,100.59478255269542,4.520815755717722,176.70106251853724,4270.122946850659
0.08,8,550.0,425.0,0.0025,2240.3388548256653,105.10641999470778,104.54012201543476,100.39839122835936,4.479743197399055,168.3368630842104,4271.962061960302
0.078,8,600.0,375.0,0.003,2255.5713473490596,104.64851769758873,104.10937086123995,100.16576982790941,4.446377438062865,159.14818343346437,4271.996662232084
0.078,8,650.0,400.0,0.003,2739.9366136439985,101.77414322343533,101.12480414330447,96.36713756844587,4.406671428425701,34.37292537511364,4277.407311997262
0.082,8,650.0,425.0,0.002,2823.323921538604,101.62982234945648,100.85084196907091,95.10765530874643,4.592552819299112,11.982266450634171,4277.457479488844
0.082,9,600.0,375.0,0.002,2260.0237705072627,106.15609451691013,105.51686291603258,100.7878218188973,4.6761528103238525,182.40653508215934,4280.0016802283435
0.078,11,650.0,425.0,0.002,2801.0295250573067,101.55626177896832,100.81614063510469,95.3387034876307,4.366635155331089,15.323008084776081,4284.218446095384
0.08,9,600.0,375.0,0.0025,2226.7338971008608,105.60970074509214,105.0185203880379,100.66823653367607,4.5612439008740235,179.26507551398709,4287.538744995843
0.082,9,550.0,425.0,0.002,2251.4252195242934,105.98817859077269,105.36576326061954,100.7811719520243,4.592552819299112,183.09921253278614,4298.707918619537
0.078,10,550.0,425.0,0.0025,2234.9290840694052,105.0503893726088,104.4989859943892,100.4594434482769,4.366804112410194,171.63935713124494,4304.744680801312
0.082,9,600.0,400.0,0.0035,2228.09603051864,105.83600852805371,105.2243320787481,100.79876922007672,4.63485054418189,185.3950105643089,4314.749774517605
0.08,11,650.0,350.0,0.0035,2241.711975592882,106.01597849652984,105.39331930917494,100.8452465495801,4.602291722959917,186.5741036784525,4316.95183089113
