beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.08,12,550.0,375.0,0.0025,60,0.06,0.08,2520.2891223331485,108.72899588843583,108.02130751247554,97.71990369532556,4.5612439008740235,39.98562371246172,3030.3571128651324
0.081,12,550.0,425.0,0.0025,60,0.07,0.08,2550.4794914053246,107.01641879651764,106.19686574870393,94.34850133902961,4.536230872300129,0.022139214077407068,3030.3834426097587
0.08,11,525.0,425.0,0.0025,58,0.06,0.1,2566.584114086362,107.12870428903311,106.15617407910342,94.65437464517554,4.479743197399055,0.873275337451515,3030.6002476565695
0.08,11,525.0,375.0,0.003,62,0.08,0.08,2602.864375871353,109.55081886712334,109.00905093041004,97.92389423015794,4.561396869632572,37.92840744743181,3030.7008178082383
0.082,12,575.0,375.0,0.0035,62,0.08,0.06,2595.5663990144826,109.12136085497751,108.4946705699131,97.73636108299587,4.676623449186268,34.96813851256721,3030.702941544747
0.079,10,525.0,375.0,0.0025,62,0.06,0.1,2411.830591923977,108.49424950698267,107.95955980805562,98.19740599795963,4.503729844940119,51.600249936140095,3030.708039402458
0.08,10,525.0,375.0,0.003,58,0.08,0.1,2766.0534123298685,109.11518639403938,108.08333134801123,94.65504598908116,4.561396869632572,0.17003428649004285,3030.7295439427767
0.082,10,575.0,400.0,0.003,58,0.06,0.08,2547.4492918130704,106.95059264873967,105.98738778046246,94.64990450711291,4.634683323092759,0.8165986669703861,3030.754690291335
0.08,10,525.0,375.0,0.0025,62,0.07,0.08,2483.2936561445845,108.94032267979061,108.39581142201959,98.16554479049778,4.5612439008740235,47.267975817617724,3030.8574632783298
0.082,12,525.0,400.0,0.0025,60,0.07,0.08,2709.4079485840734,109.48745389613636,108.7259990334538,97.06728303773552,4.6345160183722145,22.969855157488727,3030.9874689203784
0.08,12,575.0,400.0,0.0025,60,0.06,0.1,2523.930833726808,106.72563102838897,105.90470610931985,94.52236174141886,4.52048956773734,0.39005098290578755,3031.05052634514
0.082,11,575.0,425.0,0.003,60,0.07,0.06,2476.8934337749442,106.33542251783666,105.53403736026885,94.52845421972492,4.592908359469039,0.3128598347034534,3031.108655303013
0.081,12,575.0,400.0,0.0025,60,0.07,0.08,2566.5408200044035,107.13662679619536,106.30630281789897,94.36629208508198,4.577496625926858,0.024985345082322172,3031.485582670433
0.081,11,525.0,375.0,0.0025,58,0.07,0.1,2804.800027619744,109.70301717665365,108.69705396767495,96.0515948708476,4.618770542450457,9.098586722888406,3031.527762264987
0.079,12,550.0,400.0,0.0035,60,0.08,0.1,2609.1307583492794,107.7308853762838,106.93556267236988,94.0687400181327,4.463816867475545,0.45352622139414694,3031.6048363670347
0.081,12,575.0,375.0,0.0025,58,0.07,0.08,2686.3488690976737,108.16327967802528,107.15301085023648,94.74741842774873,4.618770542450457,0.5820758662670504,3031.6694171818785
0.079,10,525.0,400.0,0.003,58,0.08,0.08,2606.6954145525933,107.64032146609563,106.69658456368356,94.23951080129932,4.463655896520535,0.06359802495786722,3031.727076079914
0.079,10,525.0,425.0,0.0025,58,0.06,0.08,2480.8605750723686,106.36188097462174,105.48663810790015,94.90023661863941,4.4232676103575175,2.2576417349972417,3031.7377683243717
0.082,10,575.0,425.0,0.0035,60,0.06,0.08,2462.129147604365,106.19914490329538,105.40806205148397,94.6144118517254,4.593085996270885,0.7574111268097464,3031.9896350372182
0.08,12,575.0,375.0,0.0025,58,0.07,0.08,2635.0556460779985,107.73721842691725,106.74768623462123,94.55708714846834,4.5612439008740235,0.23835065077718545,3032.0134511760434
0.082,12,550.0,400.0,0.0025,58,0.07,0.08,2721.286902314141,108.46612339515974,107.44614245955555,94.91816199792927,4.6345160183722145,1.0545874257089805,3032.251179151493
0.082,12,550.0,375.0,0.0025,60,0.07,0.1,2801.6459427856976,109.61144091568119,108.7917500167877,96.23359036222803,4.676309768391018,10.334336380954538,3032.4310724466504
0.08,12,575.0,400.0,0.0025,62,0.08,0.08,2505.1570858969035,106.72563102838897,106.03667484650677,94.0979758936077,4.52048956773734,0.4115402753406866,3032.4782146623365
0.079,11,575.0,400.0,0.0035,58,0.06,0.08,2480.5241751826347,106.37156745573297,105.47759884763386,94.80091306680627,4.463816867475545,1.746066518613325,3032.6170964599887
0.079,11,525.0,375.0,0.0025,58,0.06,0.08,2522.532739777818,108.81995478479197,107.99967487275941,97.67886005338093,4.503729844940119,40.31259042979896,3032.715011392722
0.08,10,550.0,375.0,0.003,62,0.06,0.08,2370.730143159241,108.1951776131198,107.63718480977536,98.24191839894189,4.561396869632572,53.54714476257969,3032.7223170145126
0.082,10,525.0,425.0,0.0025,60,0.08,0.08,2604.7665897599136,107.64134231242426,106.82959357949062,94.11640051647449,4.592730633826614,0.4233951453226025,3032.781160527835
0.079,12,550.0,375.0,0.0035,62,0.08,0.06,2446.189854999564,108.75468130127649,108.21589715365474,98.29445421921434,4.504031799288888,50.145971078436055,3033.0647636612803
0.081,12,525.0,400.0,0.0025,58,0.07,0.1,2769.977371278064,108.9902650794994,107.94652433193917,95.08918839112356,4.577496625926858,1.7399756545148026,3033.2343472448333
0.082,12,525.0,400.0,0.003,60,0.07,0.1,2777.013027768608,109.75069443796794,108.96314126592351,96.6567283753242,4.634683323092759,16.03369728047003,3033.239843910368
0.079,12,525.0,375.0,0.003,62,0.08,0.08,2584.449400569664,109.46478347989493,108.93105765254397,97.98654870506667,4.5038808598588,39.76999045238761,3033.240671662545
0.079,11,575.0,425.0,0.0035,62,0.06,0.08,2367.571490311004,105.40764148142269,104.77193929784353,95.06864308819479,4.423609693062169,3.2395417546236187,3033.273757651699
0.079,12,525.0,400.0,0.0025,62,0.07,0.06,2372.1565994047523,108.16771379547856,107.6094868500782,98.27174712839734,4.463494845059901,53.00411186157138,3033.5233342935203
0.08,10,575.0,375.0,0.0035,62,0.06,0.06,2277.3143346038723,107.45038157128421,106.8830053892992,98.2327602048179,4.561549761925887,56.0268007671059,3033.526027971547
0.08,11,550.0,375.0,0.0025,62,0.07,0.06,2405.4356943731423,108.34121234807091,107.76464215107107,98.21921601353786,4.5612439008740235,50.89314368914529,3033.5474730812152
0.08,10,550.0,425.0,0.0025,62,0.06,0.1,2426.710137574557,105.85012383733611,105.19164953210293,94.65759687210289,4.479743197399055,0.8382852634418381,3033.778537592379
0.079,11,550.0,425.0,0.0035,58,0.06,0.08,2473.317090680066,106.30173345768118,105.42031688507828,94.84798319276275,4.423609693062169,2.038724539000218,3033.8107476800556
0.082,12,575.0,375.0,0.0025,58,0.06,0.1,2731.7371586980207,108.58606458346013,107.54259941442442,95.37492754040878,4.676309768391018,4.107817824627666,3033.839476917096
0.08,12,575.0,375.0,0.0035,60,0.08,0.1,2675.1834737467093,108.2534669925594,107.4271168411993,94.22256020842943,4.561549761925887,0.25561205911022006,3034.212028387641
0.079,10,525.0,375.0,0.003,62,0.07,0.08,2427.2090750767707,108.73046325006032,108.21917083556691,98.32994147409764,4.5038808598588,52.50288282083945,3034.295096518871
0.08,11,575.0,375.0,0.003,62,0.06,0.06,2315.3585390947273,107.61743484941879,107.0248348642087,98.16330683985586,4.561396869632572,53.49851384573347,3034.36419378678
0.081,11,525.0,375.0,0.0035,60,0.08,0.1,2826.5625977414675,110.24581039872801,109.49501145557065,96.59312913733854,4.619080312317814,13.540978280942205,3034.4733750618707
0.08,12,550.0,425.0,0.0035,58,0.06,0.1,2563.611837366168,107.08679551738193,106.10765143068026,94.61721972122396,4.480089704331891,0.783678637055747,3034.5593701692687
0.081,12,575.0,425.0,0.003,60,0.06,0.08,2482.914203721606,106.34231751578113,105.53268547448752,94.62813456203268,4.536406382923186,0.7578728734913434,3034.644007203459
0.081,10,575.0,425.0,0.003,62,0.07,0.06,2387.8230687342216,105.54549977906235,104.87325174496019,94.78339283336656,4.536406382923186,1.2180719200028036,3034.6471001761915
0.08,11,550.0,400.0,0.003,62,0.06,0.06,2299.298565608952,107.53087524004047,106.949737201926,98.1863635650195,4.520652702501038,54.43758997707312,3034.840591858926
0.079,12,550.0,375.0,0.0025,58,0.08,0.08,2680.717244949599,108.23570785787243,107.2476148383931,94.41762648776424,4.503729844940119,0.02923354023018924,3034.8568320139807
0.081,12,550.0,375.0,0.0035,62,0.08,0.08,2673.7759561982243,109.65267607693823,109.06455298294625,97.59619748428244,4.619080312317814,30.359165716463785,3034.864766755151
0.08,12,550.0,400.0,0.0035,58,0.07,0.1,2671.5655692591554,108.1079344486138,107.08395536967518,94.51219050129517,4.520815755717722,0.1668979353603944,3034.883446914018
0.08,12,525.0,375.0,0.003,60,0.08,0.08,2733.472650945717,109.92507095944634,109.21881370340334,97.23715695145032,4.561396869632572,24.28818390189373,3034.8991466399766
0.081,12,550.0,375.0,0.0035,58,0.07,0.1,2806.8199094520205,109.59475730485137,108.57697612179496,95.90610583186059,4.619080312317814,7.682538451144103,3034.945322650079
0.082,12,525.0,400.0,0.003,60,0.08,0.1,2846.3067080969504,109.75069443796794,108.92464022143847,95.45272374770732,4.634683323092759,2.5536519383704697,3034.9572694238273
0.08,11,575.0,425.0,0.0035,62,0.06,0.1,2419.83780690046,105.8061723243034,105.14106928652822,94.618432176845,4.480089704331891,0.744688785214885,3035.2055060702614
0.08,10,525.0,400.0,0.003,62,0.06,0.08,2356.1605188950184,108.1255408890677,107.57876935167693,98.27931386779483,4.520652702501038,54.84298942722744,3035.229372847916
0.08,11,575.0,400.0,0.003,58,0.07,0.06,2502.2795789563957,106.54353208592023,105.64268117924152,94.58308655598957,4.520652702501038,0.5373811010943306,3035.2362329200446
0.082,11,550.0,375.0,0.0035,58,0.08,0.08,2830.7022114373826,109.64660457550832,108.64032841622459,95.4781442308107,4.676623449186268,3.161053378627665,3035.260660959493
0.082,12,575.0,375.0,0.0025,58,0.06,0.06,2593.141265372878,108.60540042911755,107.71733016212958,97.17619408690302,4.676309768391018,29.04103672382761,3035.3973539100234
0.081,10,525.0,375.0,0.0035,58,0.08,0.1,2839.153941051894,109.80295874035286,108.76761048803178,95.23789321284393,4.619080312317814,1.8720260133005961,3035.4998031405357
0.082,11,550.0,375.0,0.0035,58,0.07,0.08,2757.2390566223166,109.65337465133307,108.70972571694142,96.68852746111556,4.676623449186268,17.52612669418387,3035.5717885902045
0.082,12,550.0,375.0,0.003,60,0.08,0.08,2819.446395973227,109.85849588480174,109.07395724590215,96.40988510677204,4.676466647998723,11.208102684030631,3035.5823947889817
0.082,10,525.0,375.0,0.0025,58,0.08,0.06,2741.635769880163,109.79050064397434,108.90504555804304,97.01992056956622,4.676309768391018,21.522363425956804,3035.6696742402714
0.08,12,525.0,375.0,0.0025,58,0.08,0.06,2706.3040234024447,109.6434519835231,108.78204594320223,97.1833899120051,4.5612439008740235,24.95407498341227,3035.689867913536
0.081,12,550.0,375.0,0.003,58,0.07,0.1,2801.7579482756164,109.35587756826108,108.3198030688241,95.51154021520584,4.618925466105361,4.237842922552619,3035.7032429911715
0.082,12,550.0,425.0,0.0035,58,0.07,0.08,2658.1576945529728,107.92311107581338,106.91512434360315,94.56357250960274,4.593085996270885,0.22513159877965067,3035.9303847148085
0.08,10,525.0,400.0,0.0025,60,0.08,0.1,2626.581954305691,107.87204239314207,107.0747662104089,94.0557581555193,4.52048956773734,0.5584169604138778,3035.9654809039976
0.082,10,525.0,375.0,0.003,58,0.08,0.08,2841.6129730390076,110.02475182437522,109.04933731909077,96.05245383945905,4.676466647998723,7.795858364097576,3036.016641804861
0.082,11,575.0,425.0,0.003,62,0.07,0.08,2474.6395664858164,106.33542251783666,105.62271410527175,94.28475640854528,4.592908359469039,0.020684325080685385,3036.2938799856174
0.079,10,550.0,425.0,0.0025,62,0.06,0.08,2377.9583238719415,105.4504823900119,104.82132766200621,95.10721314067595,4.4232676103575175,3.428264099243502,3036.3117470775687
0.082,11,525.0,425.0,0.0035,58,0.07,0.1,2716.4287857758445,108.50299515639237,107.45753629100304,94.62686905130286,4.593085996270885,0.2979776901868791,3036.432321949523
0.082,11,575.0,400.0,0.0035,58,0.08,0.06,2616.811150981079,107.60874347113615,106.64105939106928,94.36444276951858,4.63485054418189,0.025565520996905067,3036.4338782392656
0.08,11,550.0,425.0,0.003,58,0.07,0.06,2493.7372918335927,106.45782976954655,105.56852450779738,94.6053229663445,4.479916494178848,0.6301350509311922,3036.7371824117963
0.081,12,575.0,400.0,0.0035,60,0.08,0.08,2611.853136879631,107.64167704483668,106.82045086370972,94.15595601341931,4.577826981705213,0.31110516645245795,3036.7713160626927
0.081,11,525.0,375.0,0.0025,58,0.08,0.06,2725.376972316242,109.72044424489852,108.84696416529002,97.10442519272019,4.618770542450457,23.25053289275686,3036.8111176523335
0.08,12,550.0,425.0,0.0025,60,0.06,0.1,2514.1104934416803,106.60685191911179,105.79651223405995,94.504284656391,4.479743197399055,0.37735335507254697,3036.832201094734
0.081,10,525.0,400.0,0.0025,58,0.07,0.1,2686.699147067423,108.24445772018184,107.21578219149167,94.49904503056867,4.577496625926858,0.11986862699630904,3036.8770478234255
0.082,11,550.0,400.0,0.0025,58,0.07,0.08,2676.846558246082,108.07159267365336,107.05958870914017,94.60560877121759,4.6345160183722145,0.2616481260276935,3037.149776831642
0.081,12,550.0,375.0,0.003,58,0.08,0.08,2810.225273814401,109.36030893727892,108.34872813396241,95.20223875359946,4.618925466105361,1.7171626926180434,3037.150703984742
0.081,11,525.0,375.0,0.003,60,0.08,0.08,2753.6625618853177,110.00555502214964,109.28917386307812,97.15821500814882,4.618925466105361,22.591423976247118,3037.369909592872
0.082,10,575.0,425.0,0.0035,58,0.06,0.06,2460.3565421327958,106.16929911962876,105.27721729697548,94.87992522766483,4.593085996270885,2.1775616223998933,3037.3703477217214
0.082,10,525.0,375.0,0.003,60,0.08,0.08,2770.9100934668595,110.07908383836669,109.35266870640245,97.07371469481582,4.676466647998723,20.872488733453995,3037.4253633860626
0.081,11,525.0,425.0,0.0035,58,0.07,0.1,2667.3501294959988,108.07724522078085,107.05294800250287,94.44132929553402,4.536581805812867,0.08099730629588087,3037.4582108885247
0.079,11,525.0,400.0,0.0025,60,0.06,0.06,2341.710198589272,107.80307988517423,107.16919659642079,98.10774204457478,4.463494845059901,52.66585767442571,3037.5246456087916
0.082,10,525.0,400.0,0.0035,58,0.07,0.06,2585.479862921849,109.21351869908486,108.38582708524896,97.65194441092396,4.63485054418189,37.014229467696374,3037.5305874655005
0.079,12,575.0,425.0,0.0035,62,0.07,0.08,2416.712209936406,105.79824573469624,105.14526543753792,94.47451391621323,4.423609693062169,0.21064473200392625,3037.5307379175338
0.08,11,525.0,425.0,0.003,62,0.06,0.06,2285.2841701809616,107.44435064146299,106.8746585977799,98.20939510636852,4.479916494178848,55.38443857197087,3037.5664170785417
0.079,11,575.0,375.0,0.0025,62,0.08,0.1,2526.026165471,106.95921482718543,106.30512850811417,93.952517057212,4.503729844940119,0.8784197474148384,3037.576328757269
0.079,10,550.0,425.0,0.003,60,0.07,0.06,2411.560313086102,105.71081179259416,105.00702722312558,94.87493877103392,4.423438694470172,1.8369469475726259,3037.5963273642383
0.082,12,575.0,375.0,0.0025,62,0.06,0.08,2544.660781701412,108.63589379351073,107.97143469301008,97.66096464281645,4.676309768391018,37.21243458072113,3037.6333648507743
0.081,12,550.0,375.0,0.0035,58,0.07,0.08,2743.432588527773,109.6058824032176,108.67450722340375,96.79308803937255,4.619080312317814,19.372459035179183,3037.8513827388
0.079,11,525.0,400.0,0.0025,58,0.07,0.1,2632.7235913904724,107.74749241021837,106.75365084732375,94.40837593626016,4.463494845059901,0.074951193714225,3037.8645984019054
0.08,12,550.0,425.0,0.0025,62,0.08,0.08,2494.837280982697,106.60685191911179,105.92835945983441,94.07996544543187,4.479743197399055,0.4214149074793577,3037.9262545733254
0.081,11,575.0,400.0,0.0035,62,0.08,0.1,2553.6373422663783,107.2363323241711,106.55903691866827,93.92262389090133,4.577826981705213,1.1080896253300105,3038.117301253933
0.082,11,575.0,400.0,0.0035,60,0.07,0.1,2621.176480897386,107.6490494995798,106.80251900708734,94.24388341669625,4.63485054418189,0.06262968021470094,3038.1286925658615
0.08,12,575.0,400.0,0.0035,60,0.07,0.1,2572.3052502053924,107.22298728833168,106.40466423144201,94.19877364311913,4.520815755717722,0.05392184551851389,3038.649557624693
0.081,11,550.0,400.0,0.0035,60,0.08,0.1,2667.75686612598,108.20637632120989,107.38242136291451,94.13367513149208,4.577826981705213,0.43876999190451377,3038.6717721302025
0.08,12,575.0,400.0,0.0035,58,0.08,0.06,2569.044164913943,107.1838119665909,106.24765368523113,94.3161926085748,4.520815755717722,0.01928013509413855,3038.7524596578264
0.082,12,525.0,400.0,0.0035,60,0.08,0.1,2859.5168064615104,110.009336562701,109.20361177462027,95.87809463126813,4.63485054418189,5.574184259914774,3038.776212809143
0.082,12,525.0,425.0,0.0035,58,0.07,0.1,2762.7348080186393,108.88109599399502,107.82790772960752,94.92542838022052,4.593085996270885,1.0807164895396166,3038.7958421241556
0.079,10,575.0,400.0,0.0025,60,0.06,0.06,2380.6197586825187,105.53322264911213,104.82165399844284,95.30070743232665,4.463494845059901,5.3650380816248395,3038.8347821717125
0.079,11,525.0,375.0,0.0025,62,0.07,0.08,2469.537131476734,108.85880235269123,108.32230109155748,98.22204596855241,4.503729844940119,49.128547903604286,3039.084782477836
0.079,12,525.0,400.0,0.0025,62,0.06,0.08,2382.0838587224885,108.16771379547856,107.60242889132196,98.19979998102573,4.463494845059901,52.52743600984084,3039.157443546825
0.082,11,575.0,400.0,0.0035,58,0.06,0.1,2627.5141022886614,107.59965143550278,106.57420339794173,94.63838947359135,4.63485054418189,0.6714337235423349,3039.1900411191677
0.079,10,550.0,375.0,0.003,58,0.08,0.08,2618.4906784709324,107.70918416066006,106.7542300387606,94.20439040682992,4.5038808598588,0.1057028834542111,3039.200998606494
0.08,11,550.0,375.0,0.0025,62,0.06,0.08,2415.4040617281626,108.34121234807091,107.75748602160506,98.14647488073555,4.5612439008740235,50.42235534251154,3039.3290970955245
0.082,11,550.0,425.0,0.0025,58,0.07,0.06,2559.583888765561,106.9996733316808,106.05114637585157,94.53090266536287,4.592730633826614,0.28746254235341145,3039.463170362995
0.081,12,575.0,425.0,0.003,58,0.06,0.06,2480.919146362056,106.31279516906034,105.40327612419682,94.89040545723249,4.536406382923186,2.1558473858314766,3039.5255940324555
0.082,10,525.0,375.0,0.0025,58,0.07,0.1,2823.6603260113125,109.7728478612309,108.75322920233828,95.95576349431207,4.676309768391018,7.925231793427628,3039.548678068424
0.082,10,550.0,375.0,0.0025,60,0.08,0.1,2744.5669066870496,108.81825756129335,107.97496189207769,94.41153044538743,4.676309768391018,0.10792785838575336,3039.604120602415
0.081,12,550.0,400.0,0.0035,58,0.07,0.1,2726.111079372514,108.54016845967357,107.49480065003927,94.7018757346826,4.577826981705213,0.46396884437145675,3039.6495770757147
0.081,11,550.0,375.0,0.0025,58,0.07,0.1,2746.4200379577983,108.71969497390333,107.67277270965899,94.79652116165168,4.618770542450457,0.6595125181444839,3039.726056345557
0.08,10,525.0,425.0,0.003,58,0.07,0.08,2556.5877644544535,107.03568450440905,106.1029110311254,94.38705525757337,4.479916494178848,0.09285424656539212,3039.800807607381
0.082,12,550.0,375.0,0.0025,58,0.08,0.06,2795.077859787591,109.57044292901884,108.62743059747955,96.35654690428834,4.676309768391018,11.679440996339572,3039.9573673750883
0.081,12,550.0,375.0,0.0025,62,0.07,0.08,2598.8994398025043,109.17039446385478,108.55446885794933,97.74183013345088,4.618770542450457,36.16162005816069,3040.071815061363
0.079,12,575.0,425.0,0.0035,60,0.07,0.06,2420.8337631956797,105.79824573469624,105.06015124784638,94.70954279900923,4.423609693062169,1.0620801552821377,3040.3640486542417
0.079,11,550.0,375.0,0.0025,58,0.07,0.1,2646.220784265414,107.84925432561248,106.8450377836433,94.41297262673751,4.503729844940119,0.06977517946197814,3040.5474799651483
0.082,10,525.0,375.0,0.0035,60,0.08,0.1,2846.093673297027,110.32223942334264,109.56091633256298,96.50212392615117,4.676623449186268,12.13644654651873,3040.5940819477123
0.081,10,525.0,425.0,0.0025,58,0.08,0.06,2569.8179468661456,107.18827757531977,106.25962663386743,94.2841206448753,4.536230872300129,0.028204209560097244,3040.65272627416
0.08,11,525.0,425.0,0.0035,60,0.08,0.1,2609.5395109576216,107.70735842868557,106.91404876908234,93.99879669026879,4.480089704331891,0.6474967311538129,3040.869491628342
0.082,10,525.0,400.0,0.0025,58,0.07,0.1,2739.282834251209,108.67283022127609,107.62287574291823,94.68519060485528,4.6345160183722145,0.37145415558638617,3040.9499595919415
0.08,12,575.0,375.0,0.0025,62,0.06,0.06,2360.0999265874034,107.78269813586807,107.16412965104641,98.08444918081265,4.5612439008740235,50.770568260787414,3041.004627257213
0.081,10,525.0,425.0,0.0025,60,0.07,0.1,2573.253767641972,107.22794126630959,106.41859707535066,94.16520558544198,4.536230872300129,0.09528849323188875,3041.0450258263154
0.081,11,525.0,425.0,0.0025,58,0.07,0.08,2616.458299845638,107.5495323800652,106.56867789495159,94.4164214663665,4.536230872300129,0.07008913975418819,3041.048866874017
0.081,11,575.0,400.0,0.0025,60,0.08,0.06,2520.4960589776115,106.73318550379278,105.93509629179944,94.23567076180164,4.577496625926858,0.06900523773691479,3041.0621326014943
0.082,10,525.0,425.0,0.0035,60,0.08,0.1,2662.502620813772,108.18663073578861,107.36486464928234,94.06912109607991,4.593085996270885,0.6130448164008582,3041.0777176695183
0.079,11,550.0,400.0,0.0025,62,0.08,0.1,2517.792344083157,106.8583189970372,106.21425854608817,93.94797220419548,4.463494845059901,0.8535585714453771,3041.189673995764
0.082,10,550.0,400.0,0.0025,60,0.08,0.08,2620.895287863546,107.72773158790518,106.90568427024304,94.10583641267378,4.6345160183722145,0.4747586053380062,3041.206105820655
0.08,12,550.0,375.0,0.0025,58,0.08,0.08,2738.7182288755653,108.67659392464722,107.66742412873916,94.6093710932934,4.5612439008740235,0.12014203004341384,3041.4112989118526
0.079,11,550.0,425.0,0.0025,62,0.07,0.08,2425.7012109012785,105.82178591683052,105.17569635661205,94.49710252090722,4.4232676103575175,0.23433219620818815,3041.4429269612287
0.079,12,575.0,400.0,0.003,58,0.06,0.08,2506.537165433211,106.52311156069102,105.60288200174091,94.71199027375846,4.463655896520535,1.2485069911628122,3041.8356872717864
0.079,11,550.0,375.0,0.0025,60,0.06,0.06,2357.562926585883,107.90489330288,107.26091020713105,98.11250147183341,4.503729844940119,52.47647969767288,3041.9132102015324
0.08,11,525.0,375.0,0.003,58,0.08,0.1,2817.1525936488824,109.48550809085219,108.4462586921458,94.94682646169015,4.561396869632572,0.7736997271627444,3042.1715981771754
0.082,11,550.0,400.0,0.0035,60,0.08,0.1,2724.160762897527,108.63377182268611,107.79179992620229,94.31421920604238,4.63485054418189,0.18679799851585385,3042.180416245984
0.079,12,525.0,425.0,0.0035,58,0.07,0.1,2616.313332901964,107.5873359766349,106.59761617330794,94.35361718838054,4.423609693062169,0.04679890992712996,3042.1990613171065
0.08,12,575.0,400.0,0.0035,58,0.06,0.1,2580.44479125624,107.17497499021367,106.18263811040978,94.58319658976856,4.520815755717722,0.6413660585527764,3042.398787643724
0.082,11,575.0,400.0,0.0025,58,0.07,0.06,2574.9253112188167,107.10311163474167,106.14390320759703,94.53430806739678,4.6345160183722145,0.2725670018747567,3042.4484258525745
0.082,10,525.0,400.0,0.0035,60,0.06,0.1,2584.419570377533,109.2492723904985,108.53410561447951,97.69592286959107,4.63485054418189,38.59022999654359,3042.4889829909844
0.082,11,550.0,375.0,0.0035,58,0.07,0.1,2823.307553353124,109.64210765144698,108.61097390993636,95.79210069406635,4.676623449186268,6.452847719482191,3042.4908013536547
0.08,12,550.0,375.0,0.003,62,0.08,0.06,2512.303048025652,108.9685285729452,108.3967847281942,98.14039526083369,4.561396869632572,45.2845118819534,3042.573018641127
0.08,10,550.0,375.0,0.0025,60,0.08,0.1,2640.4466841247763,107.95734675294462,107.15002111123053,94.04621014174226,4.5612439008740235,0.6142437470533931,3042.5763452787346
0.082,11,525.0,425.0,0.0035,58,0.06,0.06,2487.7447427282386,108.53061169931372,107.71494105144998,97.76632725383158,4.593085996270885,42.92153942808823,3042.639797304485
0.081,12,525.0,425.0,0.0035,58,0.08,0.08,2709.2865729725177,108.45460893526777,107.44709282715186,94.42984931933674,4.536581805812867,0.03148225575690026,3042.6990261680644
0.079,12,575.0,425.0,0.0025,62,0.06,0.06,2349.9847718457104,105.28286195142606,104.61422672734189,95.35202802569515,4.4232676103575175,5.6979059575308355,3042.7219498861004
0.081,10,550.0,400.0,0.0025,58,0.08,0.06,2580.7301608992693,107.27368020004745,106.3348233662067,94.27405086291299,4.577496625926858,0.037380242050134974,3042.723592200412
0.081,10,525.0,425.0,0.0025,58,0.06,0.1,2581.1293351581544,107.17933043500962,106.19379702254085,94.55444966901105,4.536230872300129,0.5328794644970045,3042.9384050086032
0.079,11,525.0,400.0,0.003,62,0.07,0.06,2336.8725764134447,108.05348333760249,107.52165974940449,98.4048661693427,4.463655896520535,57.20696393717047,3043.074547789741
0.08,11,575.0,400.0,0.003,60,0.07,0.08,2507.09645972427,106.57761621992513,105.79214203726005,94.28187321039672,4.520652702501038,0.013505857696769406,3043.2179502849303
0.082,12,575.0,375.0,0.0035,58,0.06,0.08,2675.385144974353,109.08093716877245,108.14946052235291,96.95516381821606,4.676623449186268,24.13677516310527,3043.3806566479884
0.08,11,550.0,425.0,0.003,60,0.07,0.08,2498.2358074856147,106.491886701594,105.71788728516879,94.30404310853754,4.479916494178848,0.021232197566443504,3043.4427912735878
0.081,11,550.0,425.0,0.0025,60,0.08,0.06,2510.2676807786547,106.630891826258,105.8431875652584,94.23187900464092,4.536230872300129,0.06158179689414593,3043.477615876059
0.08,10,550.0,425.0,0.0035,58,0.06,0.08,2485.6553547235144,106.33579325893618,105.4427123835288,94.74423039818308,4.480089704331891,1.4825814391797985,3043.48073312173
0.082,12,575.0,425.0,0.0025,62,0.06,0.1,2505.5400405083137,106.46922312039462,105.72355758845802,94.42558376996124,4.592730633826614,0.12404588643080125,3043.550505608607
0.08,11,575.0,425.0,0.003,62,0.06,0.08,2395.6104268296326,105.54773700030813,104.87668779706561,94.83592434828479,4.479916494178848,1.7269556643017985,3043.5508149175266
0.081,10,550.0,400.0,0.0025,60,0.07,0.1,2584.376444166003,107.31337508244717,106.49389983145348,94.15514167546075,4.577496625926858,0.1190278938501863,3043.6290387967583
0.08,10,550.0,400.0,0.003,58,0.07,0.08,2566.247236108675,107.10462398586263,106.16055506243579,94.35109901583039,4.520652702501038,0.051766850014350704,3043.6757385544183
0.081,11,575.0,400.0,0.0025,62,0.07,0.1,2520.2364653039153,106.73318550379278,106.02919211186193,94.12154349547984,4.577496625926858,0.2063542345131381,3043.7939142222885
0.082,10,550.0,375.0,0.0035,58,0.07,0.06,2609.2084318621737,109.26869568978377,108.42799140143329,97.58602849057161,4.676623449186268,35.332130159955206,3043.917783529417
0.079,11,550.0,375.0,0.003,62,0.07,0.06,2353.49465802702,108.13985664191974,107.59669770271685,98.38248817848016,4.5038808598588,56.26627009832264,3043.9400668513244
0.08,10,575.0,425.0,0.0035,62,0.06,0.08,2379.135687747494,105.41419797427301,104.77042631457762,94.95458634891632,4.480089704331891,2.471939028189195,3043.9561326661346
0.081,12,550.0,425.0,0.0025,58,0.06,0.08,2563.2923446088294,106.97721151529123,106.00877029939261,94.66052389501527,4.536230872300129,0.847513721961098,3044.118639837826
0.081,10,550.0,400.0,0.0025,58,0.06,0.1,2591.799702070323,107.26472602373249,106.26895131984338,94.54434341549113,4.577496625926858,0.47975624607999523,3044.154346187214
0.082,12,525.0,400.0,0.003,58,0.08,0.06,2770.6681463233167,109.70965108943311,108.7985725720365,96.78017507167662,4.634683323092759,17.705915410344428,3044.263661058036
