beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,m_amp,m_mu,m_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.079,10,550.0,375.0,0.0035,60,0.08,0.08,0.01,40.0,5.0,5888.70961973674,103.89678466877366,95.59329488235797,85.94781383507683,4.504031799288821,196.51612100404856,69.12939097140345,11308.682350082856
0.08,10,500.0,375.0,0.0035,62,0.08,0.1,0.01,46.0,4.0,3810.838334375071,106.6021625329644,100.01757946015873,90.2442305713428,4.561549761925887,45.65676265445432,696.701842794426,11308.90421278198
0.079,10,500.0,400.0,0.0035,60,0.08,0.1,0.01,42.0,5.0,5593.022641563939,104.48452016193283,96.32923674099504,86.21130604041576,4.463816867475545,185.3567253694814,147.7124250394412,11308.991439498965
0.08,11,500.0,375.0,0.0035,60,0.08,0.08,0.008,46.0,4.0,3215.6141029921987,107.04050830674569,102.12493399119244,92.00856852941621,4.561549761925887,13.575650111206583,867.91286620104,11309.288368189154
0.078,11,525.0,375.0,0.0035,62,0.08,0.1,0.01,46.0,4.0,4368.641419047359,105.52635228520353,98.57682594106295,88.88666871724294,4.446526425685726,82.04942409963395,528.2754765199259,11309.524844665872
0.08,11,525.0,375.0,0.003,60,0.08,0.08,0.01,46.0,3.0,3482.318743912644,106.65021276556688,101.40695731181374,90.83798061963786,4.561396869632572,33.66304891947827,783.0725797827993,11309.84531974014
0.079,11,500.0,375.0,0.0035,60,0.08,0.1,0.004,44.0,3.0,2528.3002086335787,107.20898528763522,106.58659605280904,94.9291262945138,4.504031799288888,1.1863157587489441,1045.1950252765214,11309.984836811289
0.08,11,550.0,400.0,0.0035,60,0.08,0.1,0.008,46.0,3.0,3802.1577209010784,105.47587049589131,101.08135610378943,89.19226950096278,4.520815755717722,78.42582024638007,652.4904784320345,11310.501629179678
0.079,11,525.0,400.0,0.0035,62,0.08,0.1,0.01,42.0,5.0,5644.430213166864,104.4218564596223,95.9088471462632,86.27343547407894,4.463816867475545,183.6636767720649,134.72934607849717,11310.600463562745
0.08,11,500.0,400.0,0.003,60,0.08,0.1,0.006,46.0,5.0,3638.25938472487,105.97715707468163,101.30589122932658,89.97467587107681,4.520652702501038,54.68673710639624,720.1916703536875,11310.729167040656
0.08,11,550.0,400.0,0.0035,62,0.08,0.1,0.008,46.0,4.0,4201.202385203611,105.21214059213514,99.366011636586,88.61349743253584,4.520815755717722,95.41299712601605,541.9376783284508,11310.735090844415
0.08,10,500.0,375.0,0.003,60,0.08,0.1,0.004,44.0,3.0,2568.4715224075057,107.09380206886566,106.44312583815876,94.49554237275784,4.561396869632572,0.08828922240168564,1036.3759434935325,11310.819349240997
0.08,10,500.0,375.0,0.0035,60,0.08,0.08,0.01,42.0,6.0,5765.031109187662,105.10242858183453,95.50444840668048,86.51554854580192,4.561549761828432,166.58510897611893,140.53895626059855,11311.026600273488
0.079,10,550.0,375.0,0.003,60,0.08,0.08,0.006,46.0,6.0,4590.518522613339,104.48842313540689,98.36811617905069,88.02891337222081,4.503880859858311,111.81664218450945,437.8152003233821,11311.073728149171
0.08,11,525.0,375.0,0.003,60,0.08,0.1,0.01,42.0,5.0,5375.065199990606,105.38466617354729,96.8624129489361,86.27814249126301,4.561396869632572,185.28919388380754,197.43468485463077,11311.825569232022
0.078,10,525.0,375.0,0.003,60,0.08,0.1,0.006,46.0,6.0,4487.059007228329,104.56506052030596,98.84741384640091,88.11029784812197,4.446377438062377,109.47578868505119,465.0745477598545,11312.489108644533
0.08,11,525.0,375.0,0.0035,62,0.08,0.1,0.004,46.0,4.0,2626.8419290966835,106.66323602342652,105.20298388380613,94.11083192052641,4.561549761925887,0.16214977840554018,1012.5542740456295,11312.681068941029
0.078,10,550.0,400.0,0.003,60,0.08,0.1,0.008,44.0,4.0,5044.481187573758,103.65766844552063,97.89663086864546,86.69333028256678,4.406671428425701,169.24556184739833,271.68134394139577,11313.229825290735
0.08,10,550.0,375.0,0.003,60,0.07,0.1,0.008,42.0,6.0,5626.403837500626,104.28331956636154,96.11508606662716,86.31224074144988,4.5613968695546125,176.79607255947235,148.8691824278561,11313.798882385008
0.078,10,550.0,400.0,0.003,62,0.08,0.08,0.01,44.0,4.0,5437.555188249814,103.62339523429178,96.25340661092883,86.89288140861183,4.406671428425701,154.911286138182,206.7672771310432,11313.8784964424
0.079,10,500.0,375.0,0.003,60,0.08,0.08,0.01,46.0,4.0,4132.202815219594,106.05395213222755,99.24000080621528,89.56174258950578,4.5038808598588,60.89850238107715,610.6578716734972,11314.088359804507
0.078,11,550.0,400.0,0.0035,62,0.08,0.08,0.008,40.0,6.0,5952.589050891659,103.0860721062618,95.19385744516264,86.18424225462248,4.406830317506638,184.58659726048057,62.36682764437207,11314.147674539767
0.079,11,500.0,400.0,0.003,60,0.08,0.1,0.01,46.0,3.0,3767.6930342536825,106.05521648394952,100.87419903620359,89.75882849379543,4.463655896520535,59.5439078320959,689.3059700616948,11314.45631937161
0.078,11,525.0,375.0,0.0035,60,0.07,0.1,0.01,46.0,4.0,4447.598724677056,105.52635228520353,98.44122195076062,89.01431600953012,4.446526425685726,72.96350799447458,528.2754765199259,11314.459638733792
0.079,10,525.0,400.0,0.003,62,0.08,0.08,0.01,42.0,5.0,5806.267440055319,103.9593000888013,95.37256622223308,86.42919734999724,4.463655896520535,173.32168062425774,112.53554606118355,11314.696428048692
0.08,10,550.0,400.0,0.003,62,0.07,0.08,0.008,46.0,5.0,4943.583402648339,104.44287033733147,96.96268374421886,88.09696334018936,4.520652702501038,103.42125326869458,374.9086579030924,11315.354781280072
0.079,10,500.0,375.0,0.003,62,0.07,0.08,0.01,44.0,6.0,5712.409722387373,104.95239787227075,94.93859174180633,87.55738570448594,4.503880859849474,116.0265325522223,210.82975371616863,11315.561606993855
0.079,11,500.0,375.0,0.003,62,0.08,0.1,0.004,46.0,4.0,2565.0736973264775,106.70040051815984,105.50125212059524,94.71609283171779,4.5038808598588,0.5526822811677811,1028.1112799766122,11315.654016180675
0.08,11,500.0,375.0,0.003,60,0.07,0.08,0.008,46.0,3.0,2758.24605798037,107.30122692736778,103.85549507904757,94.26763566971968,4.561396869632572,0.1769678057074252,988.5410037923338,11315.867687795724
0.079,10,550.0,375.0,0.0035,62,0.08,0.08,0.01,46.0,4.0,4644.5489968364245,105.03097011763815,97.75382359006214,88.49856240735438,4.504031799288888,93.44298602743102,453.886700454528,11316.082947939949
0.08,10,525.0,400.0,0.0035,60,0.08,0.1,0.008,44.0,5.0,4890.651372539031,104.8050679776521,97.99952222615448,87.07540355303381,4.520815755717722,151.31732749985156,332.9859318232685,11316.114527501013
0.078,11,550.0,400.0,0.003,60,0.07,0.1,0.008,46.0,4.0,4705.819192460047,104.26451219215802,98.21115188467071,87.97099658053989,4.406671428425701,110.56891412495756,418.53325677072473,11316.209437025138
0.08,10,525.0,400.0,0.003,60,0.07,0.08,0.008,46.0,5.0,4687.95237015717,104.97239062728971,97.76664258728923,88.47183193503739,4.520652702501038,90.32055470369451,450.7644512523405,11316.452388743199
0.08,11,550.0,400.0,0.0035,62,0.08,0.1,0.008,40.0,6.0,5733.7380943542385,103.9253934061314,95.93952480973694,85.80584892378079,4.52081575498855,209.4054996314274,81.02167908440255,11318.123932284116
0.08,10,550.0,375.0,0.0035,62,0.07,0.1,0.01,46.0,4.0,4488.851988481077,105.45936316050664,98.14121312138205,88.86659924278587,4.561549761925887,79.3901736486452,507.6001031769836,11318.28668499741
0.078,11,500.0,375.0,0.003,60,0.08,0.1,0.004,46.0,3.0,2621.620746749349,106.55093953887473,105.87299743960457,94.30090571542533,4.446377438062865,0.0143991685490509,1020.6499289375079,11318.512964686186
0.079,10,500.0,400.0,0.003,60,0.08,0.1,0.006,46.0,6.0,4354.3891771253575,104.85488203665611,99.19865017562634,88.34920053540341,4.463655896520069,101.59649971543297,505.27344283511957,11319.293140258927
0.079,11,550.0,400.0,0.0035,60,0.07,0.1,0.01,44.0,4.0,5187.570628948039,104.53250446928449,97.05343554114832,87.07713534616802,4.463816867475545,144.04725285790914,281.40269692594535,11320.132312553273
0.078,11,550.0,400.0,0.0035,60,0.07,0.1,0.008,44.0,5.0,5354.045604240315,103.87363080696473,96.67986359391395,86.88166299285155,4.406830318235411,151.16262732556967,233.56862047000263,11320.2287354995
0.078,11,525.0,400.0,0.003,60,0.07,0.08,0.01,42.0,5.0,5917.594389405081,103.92196273358844,95.1908200309706,86.546316224818,4.406671428425701,160.63292892110664,110.4548601485421,11320.29502255385
0.079,11,500.0,375.0,0.003,60,0.08,0.1,0.008,46.0,3.0,3056.2024242737116,106.84836051063674,103.34250328308295,92.09600594038803,4.5038808598588,13.84066239100414,904.5532782283109,11320.314848955108
0.079,11,550.0,375.0,0.003,60,0.08,0.08,0.01,40.0,5.0,5847.752296971705,104.24195740196608,95.70348032356958,85.87536822618817,4.503880859858711,201.2581966330212,74.88367995838838,11320.354658582382
0.08,10,500.0,400.0,0.0035,62,0.07,0.1,0.008,46.0,6.0,4768.297553768185,105.25664637916049,97.25818775071569,88.56114406101828,4.5208157557171,86.43830306712258,439.1563560226394,11320.799616674114
0.08,11,500.0,400.0,0.0035,60,0.08,0.08,0.01,44.0,5.0,5082.887074708051,105.60372927458555,96.99861824882075,87.46234565079723,4.520815755717722,129.73112282261388,327.433892891179,11320.86299522762
0.079,10,525.0,375.0,0.003,60,0.08,0.1,0.008,42.0,6.0,5494.202138667931,104.27730457788121,96.60485767883341,86.18188548961604,4.50388085978084,188.66545732601364,161.64125245481097,11321.191005199533
0.078,11,550.0,375.0,0.003,60,0.07,0.08,0.01,42.0,5.0,5884.8419230995705,104.09057951239656,95.2564831442563,86.52695660365526,4.446377438062865,162.00713446733806,116.13850681961375,11321.672962319526
0.078,10,550.0,375.0,0.003,62,0.08,0.08,0.008,46.0,5.0,4922.165605235978,104.26297764110146,97.15434620559532,87.932434765228,4.446377438062865,112.93453382675324,367.1821998092981,11321.698585328952
0.08,11,500.0,375.0,0.003,62,0.07,0.08,0.004,46.0,5.0,2503.204794634323,106.83976500500069,104.98683016441127,95.93942074355249,4.561396869632572,10.885979544878223,1029.8700135115644,11322.259947477014
0.08,11,550.0,400.0,0.0035,60,0.08,0.08,0.008,44.0,5.0,5014.425945990633,104.71851388322484,97.45818894488302,87.07038160718129,4.520815755717722,149.93783996584412,307.6378290043345,11322.275938623385
0.079,11,525.0,375.0,0.0035,60,0.07,0.1,0.01,44.0,5.0,5239.47280126219,105.32519929004141,96.63447337694461,87.40199021604508,4.504031799288888,127.3886330503314,298.4661191238578,11322.288577551426
0.079,10,500.0,375.0,0.003,60,0.08,0.08,0.004,46.0,3.0,2530.387833286713,106.63831853610868,106.0317963035452,95.17564449301643,4.5038808598588,2.632074510634964,1038.4009760779245,11322.698142466472
0.08,10,525.0,400.0,0.0035,60,0.07,0.1,0.01,42.0,5.0,5728.066141961118,104.45644124587194,95.84379373314431,86.34744286849211,4.520815755717722,173.31153829697894,137.188141700089,11323.21540492348
0.079,11,500.0,375.0,0.0035,60,0.08,0.08,0.01,42.0,6.0,5802.086117018542,105.04040312700735,95.3979219357911,86.53015870011613,4.504031799191477,165.07149812066754,136.27813744732867,11323.938194253282
0.078,11,500.0,375.0,0.0035,62,0.07,0.1,0.004,46.0,3.0,2403.500007316644,106.7225801603963,106.31041474395474,96.70113255712118,4.446526425685726,20.569091451424157,1045.9054897275448,11324.299647810707
0.08,10,500.0,375.0,0.0035,60,0.07,0.1,0.01,46.0,4.0,3883.37291806357,106.6021625329644,99.8765723307602,90.37754775817052,4.561549761925887,38.67438822619597,696.701842794426,11325.283472570447
0.08,11,525.0,375.0,0.003,60,0.08,0.1,0.004,46.0,5.0,3018.7715712522468,106.27649275897987,103.79577015196514,91.92374081416158,4.561396869632572,17.259549071523303,905.1796297946298,11326.090715517805
0.08,10,500.0,375.0,0.0035,62,0.08,0.1,0.004,44.0,3.0,2423.0158820259608,107.32512829372672,106.88001913411976,95.90934014985379,4.561549761925887,7.546674420096337,1062.4599601419827,11326.210281797226
0.078,11,550.0,400.0,0.003,62,0.08,0.1,0.008,46.0,4.0,4625.089917296142,104.26451219215802,98.34636885458835,87.84481006860986,4.406671428425701,121.56447193433891,418.53325677072473,11326.842150696222
0.079,10,525.0,375.0,0.003,60,0.08,0.1,0.008,46.0,4.0,4022.296067062037,105.54643180016855,100.14173481550719,89.08184386811595,4.5038808598588,78.744293197115,609.7527821946285,11326.936101683772
0.079,11,500.0,400.0,0.0035,62,0.08,0.1,0.01,46.0,4.0,4232.6095275280195,105.82134834984728,98.93564924374728,89.15791561287674,4.463816867475545,74.23313040500207,570.5217519874534,11327.649499087176
0.079,10,525.0,375.0,0.0035,62,0.07,0.08,0.01,42.0,6.0,6099.748145749529,104.25168958429946,94.35049992977467,86.86189125243452,4.504031799191477,143.8203697530496,96.5572315991448,11327.861006315501
0.079,11,500.0,375.0,0.0035,62,0.08,0.1,0.006,46.0,3.0,2581.6334581158267,107.01645190832913,105.2453091477015,94.68524737983536,4.504031799288888,0.5490444715217702,1027.344161398113,11328.136689100915
0.08,11,550.0,375.0,0.003,60,0.07,0.08,0.008,44.0,6.0,5289.268604504558,104.9712945994383,96.42399801707259,87.27165965240161,4.561396869625112,133.23742349201808,276.0082001312135,11328.438482760017
0.08,10,550.0,400.0,0.003,60,0.07,0.1,0.01,46.0,3.0,4383.97847902449,104.934502990844,99.0921007274865,88.45364557305918,4.520652702501038,95.62991955995693,509.96011785273373,11328.581713386322
0.08,10,500.0,375.0,0.003,60,0.08,0.1,0.006,46.0,4.0,3048.573165467641,106.64932006047981,103.44947739748747,92.05313489945546,4.561396869632572,14.692668688129093,905.059815645258,11329.262932921869
0.079,10,500.0,375.0,0.003,60,0.07,0.1,0.004,46.0,3.0,2528.8353401477625,106.63831853610868,106.0172790593291,95.40150976260601,4.5038808598588,4.881898115019116,1038.4009760779245,11329.27510620815
0.078,10,500.0,375.0,0.0035,62,0.07,0.1,0.01,46.0,5.0,4873.659382495,105.32241491342243,96.88291753636636,88.77989931364034,4.446526425685726,77.26528828906388,433.62169201127665,11329.565728096899
0.08,11,525.0,400.0,0.003,62,0.08,0.08,0.008,46.0,5.0,4463.277564520282,105.36243459618133,98.20980342302614,88.66646737084731,4.520652702501038,89.26702058832066,498.4029044274127,11330.005243656295
0.079,11,525.0,375.0,0.0035,62,0.08,0.1,0.01,44.0,5.0,5150.055344637831,105.32519929004141,96.76941679524195,87.27467418718234,4.504031799288888,139.2593388863372,298.4661191238578,11330.395009000735
0.079,11,550.0,400.0,0.0035,62,0.07,0.08,0.008,44.0,6.0,5627.838984887578,104.0174232226142,95.43994040536154,87.09479067375848,4.4638168674680845,138.5206742594066,192.01823637191572,11330.779992257347
0.078,11,550.0,400.0,0.0035,60,0.07,0.08,0.008,40.0,6.0,6047.232194612595,103.0860721062618,95.08484124697273,86.2572968371118,4.406830317506638,174.3998202712614,62.36682764437207,11331.804777080017
0.08,11,525.0,375.0,0.003,62,0.08,0.08,0.01,46.0,4.0,4046.5816563612048,106.31219918038694,99.18645352345804,89.80112701082453,4.561396869632572,55.748602190698136,634.6471208216852,11331.949528649002
0.079,11,500.0,375.0,0.0035,60,0.08,0.1,0.008,46.0,3.0,2985.4338821087385,106.96086946163605,103.58246614302479,92.46813863581531,4.504031799288888,9.27992229471484,928.1452164463228,11332.36890187286
0.078,10,550.0,400.0,0.003,60,0.07,0.08,0.01,44.0,4.0,5527.168739262562,103.62339523429178,96.14325644432866,86.9664853064687,4.406671428425701,145.51887479726372,206.7672771310432,11332.599899512188
0.08,11,500.0,375.0,0.003,60,0.08,0.08,0.008,46.0,4.0,3301.9128702246894,106.936861825554,101.88550688870069,91.63422497539582,4.561396869632572,19.03697875734904,845.0917777307285,11333.382678679136
0.079,10,550.0,375.0,0.003,60,0.08,0.1,0.006,46.0,5.0,4247.367308132966,104.76281971516357,99.68529511052519,88.31514489881563,4.5038808598588,105.22119497286064,523.949609745002,11333.77328804055
0.079,10,525.0,400.0,0.003,60,0.07,0.08,0.01,42.0,5.0,5900.9268322602975,103.9593000888013,95.2619499711067,86.50361701470672,4.463655896520535,163.2943250883083,112.53554606118355,11333.773652698454
0.079,11,500.0,400.0,0.003,60,0.08,0.1,0.008,46.0,4.0,3918.6678900116253,105.77677193530367,100.40459855572526,89.3742013805069,4.463655896520535,69.9093353270296,644.8685728097884,11333.958014629749
0.079,11,500.0,400.0,0.0035,60,0.07,0.1,0.01,46.0,4.0,4310.505542508189,105.82134834984728,98.79784380722788,89.28781678168302,4.463816867475545,65.465314927409,570.5217519874534,11334.130505881061
0.078,11,500.0,375.0,0.003,62,0.07,0.08,0.01,44.0,6.0,5756.679205193725,104.88201428770174,94.82968086661249,87.55162221627197,4.446377438053539,115.58138070154513,204.6095044351453,11334.885190235807
0.079,10,550.0,375.0,0.003,62,0.08,0.08,0.01,42.0,5.0,5784.4511913161505,104.11132897236594,95.42373874072821,86.39675884542115,4.5038808598588,175.3355276568289,117.66557598367416,11334.985197575365
0.079,10,550.0,400.0,0.003,62,0.07,0.08,0.008,46.0,5.0,5118.472608884499,104.0270820558788,96.58733676444352,87.88576424157954,4.463655896520535,110.04705725314724,331.4074020605397,11335.136998955406
0.08,10,550.0,375.0,0.003,62,0.08,0.1,0.008,42.0,6.0,5532.94712554604,104.28331956636154,96.25096997165446,86.18462818657665,4.5613968695546125,190.75113635258458,148.8691824278561,11336.372097264646
0.078,11,550.0,400.0,0.0035,62,0.08,0.1,0.008,44.0,5.0,5265.431229826047,103.87363080696473,96.8131024930469,86.75693475273621,4.406830318235411,163.81936592007685,233.56862047000263,11336.55755285767
0.079,11,550.0,400.0,0.0035,62,0.08,0.1,0.01,44.0,4.0,5099.889955361167,104.53250446928449,97.18886203083116,86.95030601442508,4.463816867475545,156.60723290251292,281.40269692594535,11336.808606415878
0.078,11,550.0,375.0,0.0035,60,0.08,0.1,0.01,46.0,3.0,4150.813552137096,105.30616665940077,99.84280282095588,88.74899475100929,4.446526425685726,89.15900726823742,570.0102621665945,11337.13269440658
0.079,11,525.0,400.0,0.003,60,0.08,0.08,0.01,40.0,5.0,5880.428484153335,104.06873955617397,95.63705948401375,85.89518809846486,4.463655896520424,199.70236899653003,71.75828194313578,11337.502509239315
0.079,11,550.0,375.0,0.003,60,0.08,0.08,0.006,46.0,6.0,4442.344690318481,104.89224803541667,98.7105245332568,88.31018149298558,4.503880859858311,102.06350768409754,486.4634840900115,11337.514209790352
0.078,10,550.0,375.0,0.0035,62,0.07,0.1,0.008,44.0,6.0,5616.66921379027,103.78181095222777,95.64209013319808,86.97568298268408,4.4465264256782655,144.4437972383402,187.55606474355525,11337.525828293998
0.079,11,500.0,375.0,0.0035,62,0.07,0.08,0.004,44.0,3.0,2321.390872690659,107.20898528763522,106.80169458158147,97.75753345242398,4.504031799288888,41.54778806655072,1045.1950252765214,11338.248962148744
0.079,10,550.0,375.0,0.003,62,0.08,0.08,0.008,46.0,5.0,4752.806591377302,104.68844909483245,97.54452555318757,88.1474746772342,4.5038808598588,106.16514367559226,414.75629007357594,11338.48464488055
0.08,10,550.0,375.0,0.0035,60,0.08,0.1,0.006,46.0,5.0,4004.8366491732827,105.28496808984049,100.31463982401499,88.86619928446649,4.561549761925887,86.99106069384874,601.1422372307355,11338.562922217017
0.08,11,525.0,375.0,0.0035,60,0.08,0.1,0.004,46.0,5.0,2950.4149200131274,106.3795193830778,104.03957463753208,92.2994033200773,4.561549761925887,12.073810327374144,929.2853851027597,11339.039234015294
0.08,11,525.0,400.0,0.0035,60,0.08,0.1,0.006,46.0,5.0,3888.760189447006,105.54109943931944,100.61260321875116,89.19819449055201,4.520815755717722,76.47073477598771,640.4627972774565,11339.045175363653
0.08,10,550.0,400.0,0.003,62,0.08,0.1,0.01,46.0,3.0,4306.1962210992115,104.934502990844,99.23192732389505,88.32307888446624,4.520652702501038,106.21677089549584,509.96011785273373,11339.250329251578
0.08,10,500.0,375.0,0.003,62,0.08,0.1,0.006,46.0,3.0,2627.59746605136,106.9813354352461,105.10673933473852,94.26696617859771,4.561396869632572,0.020175027825415522,1018.6898941166994,11339.261176654109
0.08,10,550.0,400.0,0.0035,62,0.07,0.1,0.01,40.0,5.0,5986.590569572649,103.75895922921501,95.1668058383368,86.10171518294143,4.520815755717633,185.68814835302783,64.40111313011306,11339.283420917493
0.079,11,550.0,375.0,0.0035,60,0.07,0.1,0.01,42.0,5.0,5723.616494601737,104.58854596299227,95.82674680043094,86.35621018389097,4.504031799288888,172.6898907211566,141.4857896839757,11339.431345139454
0.08,10,500.0,375.0,0.0035,62,0.08,0.08,0.004,44.0,3.0,2364.7383462409757,107.32512829372672,106.89995186136068,96.79669497087994,4.561549761925887,19.63127239435497,1062.4599601419827,11339.984508918316
0.078,10,525.0,400.0,0.003,62,0.07,0.1,0.01,46.0,4.0,4971.583227207156,104.37327593147799,97.07950324763934,88.10468127880456,4.406671428425701,102.93430518386594,376.88174673041004,11339.996698411858
0.079,11,500.0,375.0,0.0035,60,0.08,0.08,0.01,46.0,4.0,3908.0151370553067,106.52405619867089,99.78529651892961,90.18471171026053,4.504031799288888,45.00966743894891,683.3473166698711,11340.13052625575
0.08,11,550.0,375.0,0.0035,60,0.08,0.1,0.004,46.0,3.0,2816.5645406499148,106.33268223132241,105.02485423102728,92.696088698439,4.561549761925887,8.507928652222418,964.6940991975239,11340.692561909205
0.078,11,500.0,400.0,0.003,60,0.08,0.08,0.008,44.0,6.0,5358.201571007225,104.37209729241987,96.43464741515221,87.02207855638564,4.406671428418241,146.59591827458138,243.45954267677558,11340.854358340643
0.08,11,500.0,400.0,0.003,60,0.08,0.1,0.006,46.0,3.0,2932.707667595133,106.59852953357901,104.20368589484212,92.34184936201487,4.520652702501038,11.771725297636683,936.0279624060969,11341.08258747551
0.078,11,500.0,375.0,0.0035,60,0.08,0.08,0.004,46.0,3.0,2495.8371098436346,106.7225801603963,106.16595336198684,95.59175365377132,4.446526425685726,5.812169142514111,1045.9054897275448,11341.527745381234
0.08,11,500.0,400.0,0.003,60,0.08,0.1,0.008,46.0,3.0,3253.624986364509,106.54622807743351,102.7358601612791,91.14751176988572,4.520652702501038,29.490456259702718,842.7342437849064,11341.708887459852
0.078,11,550.0,400.0,0.003,60,0.08,0.1,0.01,40.0,4.0,5672.524773455176,103.57283429395464,96.54016544774554,85.58840040415369,4.406671428425701,220.8445076681726,83.570687754777,11341.848781191136
0.08,11,500.0,400.0,0.003,60,0.07,0.08,0.004,46.0,3.0,2513.9563944611778,106.68598700750435,105.77183373806993,95.52270890492812,4.520652702501038,5.987489874615183,1039.7852162129495,11342.143089148547
0.078,11,500.0,400.0,0.0035,62,0.07,0.08,0.01,42.0,6.0,6157.05912152526,104.04129396630552,94.21288313171851,86.9186491935005,4.406830318138044,140.22403998473567,90.60612649620214,11342.322668217646
0.08,10,500.0,375.0,0.0035,60,0.08,0.1,0.006,46.0,4.0,2977.97294417327,106.7577822198367,103.69248799168516,92.42931720791573,4.561549761925887,9.934936098096802,929.0394308266954,11342.350168066849
0.08,11,500.0,375.0,0.003,62,0.08,0.1,0.006,46.0,4.0,2811.3753273643015,107.0221816821665,103.96223401318926,93.32434799586768,4.561396869632572,2.70852178867104,972.8286818687869,11342.650391259347
0.078,10,550.0,400.0,0.0035,60,0.08,0.1,0.008,40.0,5.0,5714.582474441388,102.99560095694699,96.45031544690356,85.68658632452123,4.4068303182353885,214.5447508334414,79.46686743825462,11342.842540905674
0.079,11,550.0,375.0,0.003,62,0.08,0.08,0.008,46.0,5.0,4595.480079666487,105.09147536969046,97.88401527903275,88.42895917971046,4.5038808598588,96.65596605548711,461.76199921233007,11343.002635333385
0.08,10,525.0,400.0,0.0035,62,0.08,0.1,0.01,42.0,5.0,5633.3487167756475,104.45644124587194,95.97934422880162,86.2197595371739,4.520815755717722,187.13724066620557,137.188141700089,11343.038653637053
0.079,10,550.0,375.0,0.0035,60,0.07,0.08,0.01,46.0,4.0,4727.083051571666,105.03097011763815,97.64059348587163,88.57464643984271,4.504031799288888,85.95593082586457,453.886700454528,11343.404314820245
0.079,10,500.0,375.0,0.003,60,0.07,0.1,0.01,40.0,6.0,6099.425249199539,104.22810213073086,94.95988163558806,86.22360143852843,4.503880858947418,174.72448760977738,64.92615921766276,11343.42196091772
0.08,11,500.0,375.0,0.003,62,0.08,0.08,0.008,46.0,6.0,4305.49921403517,106.2016359422952,98.31603925944536,89.42069460166559,4.561396869631951,64.0581849424851,570.4236374616372,11343.80136199863
0.08,10,550.0,400.0,0.003,60,0.08,0.1,0.008,46.0,3.0,4049.852266107316,104.95771266453507,100.47530824234383,88.51948612691744,4.520652702501038,100.68074555006524,574.4180841463831,11344.180187933911
0.078,11,500.0,400.0,0.0035,60,0.07,0.1,0.01,44.0,5.0,5447.218382325224,104.7289151042939,96.17925149710847,87.21614199332048,4.406830318235411,133.19113798548966,248.934420764873,11344.503033363335
0.079,11,525.0,375.0,0.0035,60,0.08,0.1,0.004,46.0,3.0,2685.781354537814,106.50775994702403,105.58126995813487,93.69609534734893,4.504031799288888,1.2060589839670903,1006.4493815725947,11345.039937017038
0.078,11,500.0,400.0,0.0035,62,0.07,0.08,0.01,46.0,5.0,5076.607279315877,105.0284577393522,96.26348160531901,88.6496260713497,4.406830318235411,79.68089631941521,388.4513083541033,11345.171024838386
0.08,11,550.0,400.0,0.0035,60,0.08,0.08,0.01,46.0,3.0,4121.219939449492,105.45254704126035,99.70369146912367,88.91117321874437,4.520815755717722,83.89964606635627,582.5005376116795,11345.257153799306
0.078,11,525.0,375.0,0.0035,60,0.08,0.1,0.01,42.0,5.0,5604.1260727575245,104.58277528493554,96.28171498775603,86.2045295877953,4.446526425685726,185.32856686390227,150.5375514986887,11345.287112860147
0.078,11,550.0,400.0,0.003,62,0.07,0.08,0.008,42.0,6.0,5975.692879458815,103.2840759905064,94.89469018357232,86.5740599601856,4.4066714283477415,160.32215367154464,93.5319764800217,11345.786657735143
0.078,10,500.0,375.0,0.003,60,0.08,0.1,0.008,44.0,6.0,5192.4853317478155,104.61489994141847,97.03946896366242,87.02087991380947,4.446377438055404,148.70089026519537,278.33679815131046,11346.012293467893
0.078,10,550.0,375.0,0.003,60,0.07,0.08,0.008,46.0,5.0,5006.95961510265,104.26297764110146,97.04320307975357,88.00687220558696,4.446377438062865,104.84720133610753,367.1821998092981,11346.390123674364
0.08,11,500.0,400.0,0.003,60,0.08,0.1,0.004,46.0,4.0,2845.071880511596,106.39868094714159,104.69929546743197,92.74443885801483,4.520652702501038,7.60385102265146,960.7621565693344,11347.475731690234
0.08,11,500.0,375.0,0.003,62,0.07,0.08,0.01,46.0,5.0,4391.79257278366,106.49277407930967,97.80953324581276,89.90334756729324,4.561396869632572,46.97373700268118,578.9872946840205,11347.533757317942
0.08,10,500.0,375.0,0.003,60,0.08,0.1,0.006,46.0,6.0,3815.13921326323,105.95837378879737,100.6106123555937,89.69320266917981,4.561396869632106,60.65189576383213,680.2521791943126,11347.842987995564
0.08,10,550.0,375.0,0.003,62,0.07,0.1,0.008,44.0,6.0,5379.606166835827,104.55781112190934,96.19345896356398,87.06247158597779,4.561396869625112,143.718435773826,242.1135297903952,11347.903765300016
0.079,11,525.0,400.0,0.0035,60,0.08,0.1,0.01,44.0,4.0,4909.917363139848,105.02385906111196,97.92363500772612,87.1403576319316,4.463816867475545,147.7046731897314,340.2957525808537,11347.928854446112
0.079,11,525.0,375.0,0.0035,60,0.08,0.1,0.006,46.0,6.0,4097.351584136119,105.471927199722,99.81313729454679,88.94361502939371,4.504031799288422,82.03258457336933,590.6024369690947,11349.129860513276
