beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,cool_amp,cool_mu,cool_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.079,10,550.0,400.0,0.003,62,0.07,0.08,0.05,45.0,2.0,2327.8815151741123,106.73016948469987,106.14288517199029,95.8416669350924,4.463655896520535,8.265665920613742,857.6830667220821,7963.094244134741
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.12,39.0,5.0,2393.5064555102967,106.71610311960387,106.11819866965936,94.91241700404733,4.463655896520469,0.947048500944174,855.2435370140697,8000.715436773904
0.079,10,550.0,400.0,0.003,62,0.07,0.1,0.12,39.0,5.0,2395.053507787462,106.71610311960387,106.11195740289023,95.07008087328337,4.463655896520469,1.9992861545057132,855.2435370140697,8002.596629335448
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.1,39.0,5.0,2393.598389384033,106.71854971424412,106.12060548890233,94.91439301946012,4.463655896520469,0.9534276771065341,855.659618553927,8002.949789015676
0.079,10,550.0,400.0,0.003,62,0.07,0.1,0.1,39.0,5.0,2395.1483046313283,106.71854971424412,106.11436408862252,95.07205999554884,4.463655896520469,2.008664504108678,855.659618553927,8004.863734993202
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.12,39.0,4.0,2393.664632939829,106.72056860813561,106.12259156242689,94.916023597801,4.463655896520535,0.9587081887425108,856.0235049471845,8004.907456070838
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.08,39.0,5.0,2393.6907388625646,106.72099635905987,106.1230123569454,94.91636907143302,4.463655896520491,0.9598288971200497,856.0758189269981,8005.185633657503
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.12,41.0,5.0,2393.733187249311,106.72046140018104,106.12248608174022,94.9159369918905,4.463655896520535,0.958427346257208,856.0792473738101,8005.325960408901
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.1,39.0,4.0,2393.730750260831,106.72227102036827,106.12426629676675,94.91739856218983,4.463655896520535,0.963172515216086,856.3097500331667,8006.445103024644
0.079,10,550.0,400.0,0.003,62,0.08,0.08,0.1,41.0,5.0,2393.7878809132594,106.72218167811988,106.12417839395955,94.91732638885227,4.463655896520535,0.9629379140014028,856.3562112431548,8006.793904678918
0.079,10,550.0,400.0,0.003,62,0.07,0.1,0.12,39.0,4.0,2395.216910745435,106.72056860813561,106.11635005197604,95.07369313761546,4.463655896520535,2.0164199761281116,856.0235049471845,8006.848430633234
0.079,10,550.0,400.0,0.003,62,0.07,0.1,0.08,39.0,5.0,2395.243517236825,106.72099635905987,106.11677082315241,95.07403915442846,4.463655896520491,2.0180650690544146,856.0758189269981,8007.132334926806
