day,price,equilibrium_price,target_price,risk_premium,commercial_stock,bypass,extra_output,strategic_release,commercial_draw,demand_scale,nonstock_supply,effective_supply,residual_gap
90,94.720999096514,91.9437443532124,91.9437443532124,0,388,2.4,1,5,2,100,94.4,96.4,3.59999999999999
91,94.2615754711741,91.8496014381398,91.8496014381398,0,386.016666666667,2.40666666666667,1.05,4.97777777777778,1.98333333333333,100,94.4344444444444,96.4177777777778,3.58222222222223
92,93.8606149554401,91.7555722478362,91.7555722478362,0,384.05,2.41333333333333,1.1,4.95555555555556,1.96666666666667,100,94.4688888888889,96.4355555555555,3.56444444444446
93,93.5087816224088,91.6616566239949,91.6616566239949,0,382.1,2.42,1.15,4.93333333333333,1.95,100,94.5033333333333,96.4533333333333,3.54666666666665
94,93.1982332681929,91.5678544085589,91.5678544085589,0,380.166666666667,2.42666666666667,1.2,4.91111111111111,1.93333333333333,100,94.5377777777778,96.4711111111111,3.52888888888889
95,92.9223824162772,91.4741654437198,91.4741654437198,0,378.25,2.43333333333333,1.25,4.88888888888889,1.91666666666667,100,94.5722222222222,96.4888888888889,3.51111111111111
96,92.6756955611797,91.3805895719181,91.3805895719181,0,376.35,2.44,1.3,4.86666666666667,1.9,100,94.6066666666667,96.5066666666667,3.49333333333334
97,92.4535245331257,91.2871266358422,91.2871266358422,0,374.466666666667,2.44666666666667,1.35,4.84444444444444,1.88333333333333,100,94.6411111111111,96.5244444444445,3.47555555555554
98,92.2519648443742,91.1937764784288,91.1937764784288,0,372.6,2.45333333333333,1.4,4.82222222222222,1.86666666666667,100,94.6755555555556,96.5422222222222,3.45777777777778
99,92.0677367001321,91.1005389428612,91.1005389428612,0,370.75,2.46,1.45,4.8,1.85,100,94.71,96.56,3.44000000000001
100,91.8980850477222,91.00741387257,91.00741387257,0,368.916666666667,2.46666666666667,1.5,4.77777777777778,1.83333333333333,100,94.7444444444444,96.5777777777778,3.42222222222223
101,91.7406956178838,90.9144011112321,90.9144011112321,0,367.1,2.47333333333333,1.55,4.75555555555556,1.81666666666667,100,94.7788888888889,96.5955555555555,3.40444444444445
102,91.5936243994656,90.8215005027704,90.8215005027704,0,365.3,2.48,1.6,4.73333333333333,1.8,100,94.8133333333333,96.6133333333333,3.38666666666667
103,91.4552383981677,90.7287118913534,90.7287118913534,0,363.516666666667,2.48666666666667,1.65,4.71111111111111,1.78333333333333,100,94.8477777777778,96.6311111111111,3.36888888888889
104,91.324165873884,90.6360351213946,90.6360351213946,0,361.75,2.49333333333333,1.7,4.68888888888889,1.76666666666667,100,94.8822222222222,96.6488888888889,3.35111111111111
105,91.199254540071,90.5434700375526,90.5434700375526,0,360,2.5,1.75,4.66666666666667,1.75,100,94.9166666666667,96.6666666666667,3.33333333333333
106,91.0795364512164,90.4510164847297,90.4510164847297,0,358.266666666667,2.50666666666667,1.8,4.64444444444444,1.73333333333333,100,94.9511111111111,96.6844444444444,3.31555555555556
107,90.9641985083133,90.3586743080724,90.3586743080724,0,356.55,2.51333333333333,1.85,4.62222222222222,1.71666666666667,100,94.9855555555555,96.7022222222222,3.29777777777778
108,90.8525576834585,90.2664433529707,90.2664433529707,0,354.85,2.52,1.9,4.6,1.7,100,95.02,96.72,3.28
109,90.7440402085143,90.1743234650571,90.1743234650571,0,353.166666666667,2.52666666666667,1.95,4.57777777777778,1.68333333333333,100,95.0544444444445,96.7377777777778,3.26222222222221
110,90.6381640935852,90.0823144902074,90.0823144902074,0,351.5,2.53333333333333,2,4.55555555555556,1.66666666666667,100,95.0888888888889,96.7555555555556,3.24444444444444
111,90.5345244425378,89.9904162745389,89.9904162745389,0,349.85,2.54,2.05,4.53333333333333,1.65,100,95.1233333333333,96.7733333333333,3.22666666666666
112,90.4327811180375,89.8986286644109,89.8986286644109,0,348.216666666667,2.54666666666667,2.1,4.51111111111111,1.63333333333333,100,95.1577777777778,96.7911111111111,3.20888888888889
113,90.3326483801793,89.8069515064238,89.8069515064238,0,346.6,2.55333333333333,2.15,4.48888888888889,1.61666666666667,100,95.1922222222222,96.8088888888889,3.19111111111111
114,90.2338861829377,89.7153846474192,89.7153846474192,0,345,2.56,2.2,4.46666666666667,1.6,100,95.2266666666667,96.8266666666667,3.17333333333333
115,90.1362928631843,89.6239279344789,89.6239279344789,0,343.416666666667,2.56666666666667,2.25,4.44444444444444,1.58333333333333,100,95.2611111111111,96.8444444444444,3.15555555555557
116,90.0396989994627,89.5325812149246,89.5325812149246,0,341.85,2.57333333333333,2.3,4.42222222222222,1.56666666666667,100,95.2955555555556,96.8622222222222,3.13777777777779
117,89.9439622533596,89.4413443363179,89.4413443363179,0,340.3,2.58,2.35,4.4,1.55,100,95.33,96.88,3.12
118,89.8489630362555,89.3502171464593,89.3502171464593,0,338.766666666667,2.58666666666667,2.4,4.37777777777778,1.53333333333333,100,95.3644444444445,96.8977777777778,3.10222222222221
119,89.7546008693968,89.2591994933885,89.2591994933885,0,337.25,2.59333333333333,2.45,4.35555555555556,1.51666666666667,100,95.3988888888889,96.9155555555556,3.08444444444444
120,89.6607913263546,89.168291225383,89.168291225383,0,335.75,2.6,2.5,4.33333333333333,1.5,100,95.4333333333333,96.9333333333333,3.06666666666668
121,89.5674634646912,89.0774921909584,89.0774921909584,0,334.266666666667,2.60666666666667,2.55,4.31111111111111,1.48333333333333,100,95.4677777777778,96.9511111111111,3.04888888888888
122,89.4745576685595,88.9868022388681,88.9868022388681,0,332.8,2.61333333333333,2.6,4.28888888888889,1.46666666666667,100,95.5022222222222,96.9688888888889,3.03111111111112
123,89.3820238364863,88.8962212181022,88.8962212181022,0,331.35,2.62,2.65,4.26666666666667,1.45,100,95.5366666666667,96.9866666666667,3.01333333333332
124,89.2898198591105,88.8057489778878,88.8057489778878,0,329.916666666667,2.62666666666667,2.7,4.24444444444444,1.43333333333333,100,95.5711111111111,97.0044444444444,2.99555555555555
